a,b,channel,diffs,equivalence_hi90,equivalence_lo90,equivalence_margin,equivalence_verdict,equivalent,family_label,hi,holm_note,in_family,is_primary,lo,mean,method,metric,n_boot,n_diffs,n_scenes,n_scenes_dropped,n_units,n_units_dropped,p_bootstrap,p_holm,p_raw,p_source,p_wilcoxon,scenes_only_in_a,scenes_only_in_b,significant_at_95,significant_holm,unit_of_independence,units,units_only_in_a,units_only_in_b
B0a,P,clean,29.466904;23.876604;30.056279;22.526893;27.780493;27.290507;25.327125;30.877357;29.885332;28.280370;29.254347;25.777556;26.610534;27.515778;24.583002;30.390342;29.053109,28.49658818535762,26.604857805163444,0.5,еквівалентність у межах ±0.5 НЕ показана (90% CI [+26.60; +28.50]): різниця просто не встановлена,False,exploratory,28.653896680074748,поза наперед оголошеною сім'єю; не коригується,False,False,26.412756563339542,27.5619136992012,paired cluster bootstrap over scenes,psnr_full,10000,17,17,0,17,0,9.999000099990002e-05,nan,9.999000099990002e-05,"двобічний bootstrap-тест на парних різницях (10000 перевибірок, seed 20240909)",1.52587890625e-05,,,True,False,scene,uav:cal_canopy_mix;uav:cal_dune_flat;uav:cal_sea_edge;uav:cal_water_east;uav:dune_fast;uav:dune_forest_edge;uav:dune_ridge;uav:forest_canopy;uav:forest_fast;uav:sea_open;uav:shoreline;uav:sky_horizon;uav:spit_far;uav:val_coast_curve;uav:val_sand_texture;uav:val_treeline;uav:village,,
B0a-R,B0d,clean,26.829842;21.440780;27.828781;19.552262;25.243061;24.740843;22.977786;28.387002;27.320771;26.182223;27.228153;23.632060;24.867353;25.480284;22.162347;28.232529;26.888778,26.190396530413462,24.228493069848064,0.5,еквівалентність у межах ±0.5 НЕ показана (90% CI [+24.23; +26.19]): різниця просто не встановлена,False,exploratory,26.360711416515993,поза наперед оголошеною сім'єю; не коригується,False,False,24.029571816577306,25.2349915092082,paired cluster bootstrap over scenes,psnr_full,10000,17,17,0,17,0,9.999000099990002e-05,nan,9.999000099990002e-05,"двобічний bootstrap-тест на парних різницях (10000 перевибірок, seed 20240909)",1.52587890625e-05,,,True,False,scene,uav:cal_canopy_mix;uav:cal_dune_flat;uav:cal_sea_edge;uav:cal_water_east;uav:dune_fast;uav:dune_forest_edge;uav:dune_ridge;uav:forest_canopy;uav:forest_fast;uav:sea_open;uav:shoreline;uav:sky_horizon;uav:spit_far;uav:val_coast_curve;uav:val_sand_texture;uav:val_treeline;uav:village,,
B0a-R,B1,clean,0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000,0.0,0.0,0.5,еквівалентність у межах ±0.5 показана (90% CI [+0.00; +0.00]),True,exploratory,0.0,поза наперед оголошеною сім'єю; не коригується,False,False,0.0,0.0,paired cluster bootstrap over scenes,psnr_full,10000,17,17,0,17,0,1.0,nan,1.0,"двобічний bootstrap-тест на парних різницях (10000 перевибірок, seed 20240909)",1.0,,,False,False,scene,uav:cal_canopy_mix;uav:cal_dune_flat;uav:cal_sea_edge;uav:cal_water_east;uav:dune_fast;uav:dune_forest_edge;uav:dune_ridge;uav:forest_canopy;uav:forest_fast;uav:sea_open;uav:shoreline;uav:sky_horizon;uav:spit_far;uav:val_coast_curve;uav:val_sand_texture;uav:val_treeline;uav:village,,
B0a-R,B2,clean,0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000,0.0,0.0,0.5,еквівалентність у межах ±0.5 показана (90% CI [+0.00; +0.00]),True,exploratory,0.0,поза наперед оголошеною сім'єю; не коригується,False,False,0.0,0.0,paired cluster bootstrap over scenes,psnr_full,10000,17,17,0,17,0,1.0,nan,1.0,"двобічний bootstrap-тест на парних різницях (10000 перевибірок, seed 20240909)",1.0,,,False,False,scene,uav:cal_canopy_mix;uav:cal_dune_flat;uav:cal_sea_edge;uav:cal_water_east;uav:dune_fast;uav:dune_forest_edge;uav:dune_ridge;uav:forest_canopy;uav:forest_fast;uav:sea_open;uav:shoreline;uav:sky_horizon;uav:spit_far;uav:val_coast_curve;uav:val_sand_texture;uav:val_treeline;uav:village,,
B0a-R,B3,clean,26.829842;21.440780;27.828781;19.552262;25.243061;24.740843;22.977786;28.387002;27.320771;26.182223;27.228153;23.632060;24.867353;25.480284;22.162347;28.232529;26.888778,26.190396530413462,24.228493069848064,0.5,еквівалентність у межах ±0.5 НЕ показана (90% CI [+24.23; +26.19]): різниця просто не встановлена,False,exploratory,26.360711416515993,поза наперед оголошеною сім'єю; не коригується,False,False,24.029571816577306,25.2349915092082,paired cluster bootstrap over scenes,psnr_full,10000,17,17,0,17,0,9.999000099990002e-05,nan,9.999000099990002e-05,"двобічний bootstrap-тест на парних різницях (10000 перевибірок, seed 20240909)",1.52587890625e-05,,,True,False,scene,uav:cal_canopy_mix;uav:cal_dune_flat;uav:cal_sea_edge;uav:cal_water_east;uav:dune_fast;uav:dune_forest_edge;uav:dune_ridge;uav:forest_canopy;uav:forest_fast;uav:sea_open;uav:shoreline;uav:sky_horizon;uav:spit_far;uav:val_coast_curve;uav:val_sand_texture;uav:val_treeline;uav:village,,
B0a-R,B4,clean,26.829842;21.440780;27.828781;19.552262;25.243061;24.740843;22.977786;28.387002;27.320771;26.182223;27.228153;23.632060;24.867353;25.480284;22.162347;28.232529;26.888778,26.190396530413462,24.228493069848064,0.5,еквівалентність у межах ±0.5 НЕ показана (90% CI [+24.23; +26.19]): різниця просто не встановлена,False,exploratory,26.360711416515993,поза наперед оголошеною сім'єю; не коригується,False,False,24.029571816577306,25.2349915092082,paired cluster bootstrap over scenes,psnr_full,10000,17,17,0,17,0,9.999000099990002e-05,nan,9.999000099990002e-05,"двобічний bootstrap-тест на парних різницях (10000 перевибірок, seed 20240909)",1.52587890625e-05,,,True,False,scene,uav:cal_canopy_mix;uav:cal_dune_flat;uav:cal_sea_edge;uav:cal_water_east;uav:dune_fast;uav:dune_forest_edge;uav:dune_ridge;uav:forest_canopy;uav:forest_fast;uav:sea_open;uav:shoreline;uav:sky_horizon;uav:spit_far;uav:val_coast_curve;uav:val_sand_texture;uav:val_treeline;uav:village,,
B0a-R,B4t,clean,28.071676;22.834416;28.974140;21.570616;26.514579;26.075350;24.235434;29.564608;28.550174;27.328851;28.323656;24.957324;25.943606;26.629466;23.474758;29.297464;28.010867,27.39184996569854,25.559496744644903,0.5,еквівалентність у межах ±0.5 НЕ показана (90% CI [+25.56; +27.39]): різниця просто не встановлена,False,exploratory,27.548063137530555,поза наперед оголошеною сім'єю; не коригується,False,False,25.36559688835148,26.491587279079994,paired cluster bootstrap over scenes,psnr_full,10000,17,17,0,17,0,9.999000099990002e-05,nan,9.999000099990002e-05,"двобічний bootstrap-тест на парних різницях (10000 перевибірок, seed 20240909)",1.52587890625e-05,,,True,False,scene,uav:cal_canopy_mix;uav:cal_dune_flat;uav:cal_sea_edge;uav:cal_water_east;uav:dune_fast;uav:dune_forest_edge;uav:dune_ridge;uav:forest_canopy;uav:forest_fast;uav:sea_open;uav:shoreline;uav:sky_horizon;uav:spit_far;uav:val_coast_curve;uav:val_sand_texture;uav:val_treeline;uav:village,,
B0a-R,P,clean,29.466904;23.876604;30.056279;22.526893;27.780493;27.290507;25.327125;30.877357;29.885332;28.280370;29.254347;25.777556;26.610534;27.515778;24.583002;30.390342;29.053109,28.49658818535762,26.604857805163444,0.5,еквівалентність у межах ±0.5 НЕ показана (90% CI [+26.60; +28.50]): різниця просто не встановлена,False,exploratory,28.653896680074748,поза наперед оголошеною сім'єю; не коригується,False,False,26.412756563339542,27.5619136992012,paired cluster bootstrap over scenes,psnr_full,10000,17,17,0,17,0,9.999000099990002e-05,nan,9.999000099990002e-05,"двобічний bootstrap-тест на парних різницях (10000 перевибірок, seed 20240909)",1.52587890625e-05,,,True,False,scene,uav:cal_canopy_mix;uav:cal_dune_flat;uav:cal_sea_edge;uav:cal_water_east;uav:dune_fast;uav:dune_forest_edge;uav:dune_ridge;uav:forest_canopy;uav:forest_fast;uav:sea_open;uav:shoreline;uav:sky_horizon;uav:spit_far;uav:val_coast_curve;uav:val_sand_texture;uav:val_treeline;uav:village,,
B0d,B1,clean,-26.829842;-21.440780;-27.828781;-19.552262;-25.243061;-24.740843;-22.977786;-28.387002;-27.320771;-26.182223;-27.228153;-23.632060;-24.867353;-25.480284;-22.162347;-28.232529;-26.888778,-24.228493069848064,-26.190396530413462,0.5,еквівалентність у межах ±0.5 НЕ показана (90% CI [-26.19; -24.23]): різниця просто не встановлена,False,exploratory,-24.029571816577306,поза наперед оголошеною сім'єю; не коригується,False,False,-26.360711416515993,-25.2349915092082,paired cluster bootstrap over scenes,psnr_full,10000,17,17,0,17,0,9.999000099990002e-05,nan,9.999000099990002e-05,"двобічний bootstrap-тест на парних різницях (10000 перевибірок, seed 20240909)",1.52587890625e-05,,,True,False,scene,uav:cal_canopy_mix;uav:cal_dune_flat;uav:cal_sea_edge;uav:cal_water_east;uav:dune_fast;uav:dune_forest_edge;uav:dune_ridge;uav:forest_canopy;uav:forest_fast;uav:sea_open;uav:shoreline;uav:sky_horizon;uav:spit_far;uav:val_coast_curve;uav:val_sand_texture;uav:val_treeline;uav:village,,
B0d,B2,clean,-26.829842;-21.440780;-27.828781;-19.552262;-25.243061;-24.740843;-22.977786;-28.387002;-27.320771;-26.182223;-27.228153;-23.632060;-24.867353;-25.480284;-22.162347;-28.232529;-26.888778,-24.228493069848064,-26.190396530413462,0.5,еквівалентність у межах ±0.5 НЕ показана (90% CI [-26.19; -24.23]): різниця просто не встановлена,False,exploratory,-24.029571816577306,поза наперед оголошеною сім'єю; не коригується,False,False,-26.360711416515993,-25.2349915092082,paired cluster bootstrap over scenes,psnr_full,10000,17,17,0,17,0,9.999000099990002e-05,nan,9.999000099990002e-05,"двобічний bootstrap-тест на парних різницях (10000 перевибірок, seed 20240909)",1.52587890625e-05,,,True,False,scene,uav:cal_canopy_mix;uav:cal_dune_flat;uav:cal_sea_edge;uav:cal_water_east;uav:dune_fast;uav:dune_forest_edge;uav:dune_ridge;uav:forest_canopy;uav:forest_fast;uav:sea_open;uav:shoreline;uav:sky_horizon;uav:spit_far;uav:val_coast_curve;uav:val_sand_texture;uav:val_treeline;uav:village,,
B0d,B3,clean,0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000,0.0,0.0,0.5,еквівалентність у межах ±0.5 показана (90% CI [+0.00; +0.00]),True,exploratory,0.0,поза наперед оголошеною сім'єю; не коригується,False,False,0.0,0.0,paired cluster bootstrap over scenes,psnr_full,10000,17,17,0,17,0,1.0,nan,1.0,"двобічний bootstrap-тест на парних різницях (10000 перевибірок, seed 20240909)",1.0,,,False,False,scene,uav:cal_canopy_mix;uav:cal_dune_flat;uav:cal_sea_edge;uav:cal_water_east;uav:dune_fast;uav:dune_forest_edge;uav:dune_ridge;uav:forest_canopy;uav:forest_fast;uav:sea_open;uav:shoreline;uav:sky_horizon;uav:spit_far;uav:val_coast_curve;uav:val_sand_texture;uav:val_treeline;uav:village,,
B0d,B4,clean,0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000,0.0,0.0,0.5,еквівалентність у межах ±0.5 показана (90% CI [+0.00; +0.00]),True,exploratory,0.0,поза наперед оголошеною сім'єю; не коригується,False,False,0.0,0.0,paired cluster bootstrap over scenes,psnr_full,10000,17,17,0,17,0,1.0,nan,1.0,"двобічний bootstrap-тест на парних різницях (10000 перевибірок, seed 20240909)",1.0,,,False,False,scene,uav:cal_canopy_mix;uav:cal_dune_flat;uav:cal_sea_edge;uav:cal_water_east;uav:dune_fast;uav:dune_forest_edge;uav:dune_ridge;uav:forest_canopy;uav:forest_fast;uav:sea_open;uav:shoreline;uav:sky_horizon;uav:spit_far;uav:val_coast_curve;uav:val_sand_texture;uav:val_treeline;uav:village,,
B0d,B4t,clean,1.241834;1.393636;1.145358;2.018354;1.271518;1.334507;1.257648;1.177606;1.229403;1.146628;1.095503;1.325264;1.076253;1.149182;1.312411;1.064935;1.122089,1.3515540069533756,1.1833577074716364,0.5,еквівалентність у межах ±0.5 НЕ показана (90% CI [+1.18; +1.35]): різниця просто не встановлена,False,exploratory,1.3730118256594521,поза наперед оголошеною сім'єю; не коригується,False,False,1.174564486006373,1.2565957698717962,paired cluster bootstrap over scenes,psnr_full,10000,17,17,0,17,0,9.999000099990002e-05,nan,9.999000099990002e-05,"двобічний bootstrap-тест на парних різницях (10000 перевибірок, seed 20240909)",1.52587890625e-05,,,True,False,scene,uav:cal_canopy_mix;uav:cal_dune_flat;uav:cal_sea_edge;uav:cal_water_east;uav:dune_fast;uav:dune_forest_edge;uav:dune_ridge;uav:forest_canopy;uav:forest_fast;uav:sea_open;uav:shoreline;uav:sky_horizon;uav:spit_far;uav:val_coast_curve;uav:val_sand_texture;uav:val_treeline;uav:village,,
B0d,P,clean,2.637062;2.435824;2.227498;2.974631;2.537432;2.549664;2.349339;2.490355;2.564561;2.098147;2.026194;2.145496;1.743180;2.035495;2.420656;2.157813;2.164331,2.4418288171006437,2.214649683828058,0.5,еквівалентність у межах ±0.5 НЕ показана (90% CI [+2.21; +2.44]): різниця просто не встановлена,False,pre-declared,2.4635117539628584,,True,False,2.192488806540845,2.3269221899930024,paired cluster bootstrap over scenes,psnr_full,10000,17,17,0,17,0,9.999000099990002e-05,0.0004999500049995,9.999000099990002e-05,"двобічний bootstrap-тест на парних різницях (10000 перевибірок, seed 20240909)",1.52587890625e-05,,,True,True,scene,uav:cal_canopy_mix;uav:cal_dune_flat;uav:cal_sea_edge;uav:cal_water_east;uav:dune_fast;uav:dune_forest_edge;uav:dune_ridge;uav:forest_canopy;uav:forest_fast;uav:sea_open;uav:shoreline;uav:sky_horizon;uav:spit_far;uav:val_coast_curve;uav:val_sand_texture;uav:val_treeline;uav:village,,
B1,B2,clean,0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000,0.0,0.0,0.5,еквівалентність у межах ±0.5 показана (90% CI [+0.00; +0.00]),True,exploratory,0.0,поза наперед оголошеною сім'єю; не коригується,False,False,0.0,0.0,paired cluster bootstrap over scenes,psnr_full,10000,17,17,0,17,0,1.0,nan,1.0,"двобічний bootstrap-тест на парних різницях (10000 перевибірок, seed 20240909)",1.0,,,False,False,scene,uav:cal_canopy_mix;uav:cal_dune_flat;uav:cal_sea_edge;uav:cal_water_east;uav:dune_fast;uav:dune_forest_edge;uav:dune_ridge;uav:forest_canopy;uav:forest_fast;uav:sea_open;uav:shoreline;uav:sky_horizon;uav:spit_far;uav:val_coast_curve;uav:val_sand_texture;uav:val_treeline;uav:village,,
B1,B3,clean,26.829842;21.440780;27.828781;19.552262;25.243061;24.740843;22.977786;28.387002;27.320771;26.182223;27.228153;23.632060;24.867353;25.480284;22.162347;28.232529;26.888778,26.190396530413462,24.228493069848064,0.5,еквівалентність у межах ±0.5 НЕ показана (90% CI [+24.23; +26.19]): різниця просто не встановлена,False,exploratory,26.360711416515993,поза наперед оголошеною сім'єю; не коригується,False,False,24.029571816577306,25.2349915092082,paired cluster bootstrap over scenes,psnr_full,10000,17,17,0,17,0,9.999000099990002e-05,nan,9.999000099990002e-05,"двобічний bootstrap-тест на парних різницях (10000 перевибірок, seed 20240909)",1.52587890625e-05,,,True,False,scene,uav:cal_canopy_mix;uav:cal_dune_flat;uav:cal_sea_edge;uav:cal_water_east;uav:dune_fast;uav:dune_forest_edge;uav:dune_ridge;uav:forest_canopy;uav:forest_fast;uav:sea_open;uav:shoreline;uav:sky_horizon;uav:spit_far;uav:val_coast_curve;uav:val_sand_texture;uav:val_treeline;uav:village,,
B1,B4,clean,26.829842;21.440780;27.828781;19.552262;25.243061;24.740843;22.977786;28.387002;27.320771;26.182223;27.228153;23.632060;24.867353;25.480284;22.162347;28.232529;26.888778,26.190396530413462,24.228493069848064,0.5,еквівалентність у межах ±0.5 НЕ показана (90% CI [+24.23; +26.19]): різниця просто не встановлена,False,exploratory,26.360711416515993,поза наперед оголошеною сім'єю; не коригується,False,False,24.029571816577306,25.2349915092082,paired cluster bootstrap over scenes,psnr_full,10000,17,17,0,17,0,9.999000099990002e-05,nan,9.999000099990002e-05,"двобічний bootstrap-тест на парних різницях (10000 перевибірок, seed 20240909)",1.52587890625e-05,,,True,False,scene,uav:cal_canopy_mix;uav:cal_dune_flat;uav:cal_sea_edge;uav:cal_water_east;uav:dune_fast;uav:dune_forest_edge;uav:dune_ridge;uav:forest_canopy;uav:forest_fast;uav:sea_open;uav:shoreline;uav:sky_horizon;uav:spit_far;uav:val_coast_curve;uav:val_sand_texture;uav:val_treeline;uav:village,,
B1,B4t,clean,28.071676;22.834416;28.974140;21.570616;26.514579;26.075350;24.235434;29.564608;28.550174;27.328851;28.323656;24.957324;25.943606;26.629466;23.474758;29.297464;28.010867,27.39184996569854,25.559496744644903,0.5,еквівалентність у межах ±0.5 НЕ показана (90% CI [+25.56; +27.39]): різниця просто не встановлена,False,exploratory,27.548063137530555,поза наперед оголошеною сім'єю; не коригується,False,False,25.36559688835148,26.491587279079994,paired cluster bootstrap over scenes,psnr_full,10000,17,17,0,17,0,9.999000099990002e-05,nan,9.999000099990002e-05,"двобічний bootstrap-тест на парних різницях (10000 перевибірок, seed 20240909)",1.52587890625e-05,,,True,False,scene,uav:cal_canopy_mix;uav:cal_dune_flat;uav:cal_sea_edge;uav:cal_water_east;uav:dune_fast;uav:dune_forest_edge;uav:dune_ridge;uav:forest_canopy;uav:forest_fast;uav:sea_open;uav:shoreline;uav:sky_horizon;uav:spit_far;uav:val_coast_curve;uav:val_sand_texture;uav:val_treeline;uav:village,,
B1,P,clean,29.466904;23.876604;30.056279;22.526893;27.780493;27.290507;25.327125;30.877357;29.885332;28.280370;29.254347;25.777556;26.610534;27.515778;24.583002;30.390342;29.053109,28.49658818535762,26.604857805163444,0.5,еквівалентність у межах ±0.5 НЕ показана (90% CI [+26.60; +28.50]): різниця просто не встановлена,False,exploratory,28.653896680074748,поза наперед оголошеною сім'єю; не коригується,False,False,26.412756563339542,27.5619136992012,paired cluster bootstrap over scenes,psnr_full,10000,17,17,0,17,0,9.999000099990002e-05,nan,9.999000099990002e-05,"двобічний bootstrap-тест на парних різницях (10000 перевибірок, seed 20240909)",1.52587890625e-05,,,True,False,scene,uav:cal_canopy_mix;uav:cal_dune_flat;uav:cal_sea_edge;uav:cal_water_east;uav:dune_fast;uav:dune_forest_edge;uav:dune_ridge;uav:forest_canopy;uav:forest_fast;uav:sea_open;uav:shoreline;uav:sky_horizon;uav:spit_far;uav:val_coast_curve;uav:val_sand_texture;uav:val_treeline;uav:village,,
B2,B3,clean,26.829842;21.440780;27.828781;19.552262;25.243061;24.740843;22.977786;28.387002;27.320771;26.182223;27.228153;23.632060;24.867353;25.480284;22.162347;28.232529;26.888778,26.190396530413462,24.228493069848064,0.5,еквівалентність у межах ±0.5 НЕ показана (90% CI [+24.23; +26.19]): різниця просто не встановлена,False,exploratory,26.360711416515993,поза наперед оголошеною сім'єю; не коригується,False,False,24.029571816577306,25.2349915092082,paired cluster bootstrap over scenes,psnr_full,10000,17,17,0,17,0,9.999000099990002e-05,nan,9.999000099990002e-05,"двобічний bootstrap-тест на парних різницях (10000 перевибірок, seed 20240909)",1.52587890625e-05,,,True,False,scene,uav:cal_canopy_mix;uav:cal_dune_flat;uav:cal_sea_edge;uav:cal_water_east;uav:dune_fast;uav:dune_forest_edge;uav:dune_ridge;uav:forest_canopy;uav:forest_fast;uav:sea_open;uav:shoreline;uav:sky_horizon;uav:spit_far;uav:val_coast_curve;uav:val_sand_texture;uav:val_treeline;uav:village,,
B2,B4,clean,26.829842;21.440780;27.828781;19.552262;25.243061;24.740843;22.977786;28.387002;27.320771;26.182223;27.228153;23.632060;24.867353;25.480284;22.162347;28.232529;26.888778,26.190396530413462,24.228493069848064,0.5,еквівалентність у межах ±0.5 НЕ показана (90% CI [+24.23; +26.19]): різниця просто не встановлена,False,exploratory,26.360711416515993,поза наперед оголошеною сім'єю; не коригується,False,False,24.029571816577306,25.2349915092082,paired cluster bootstrap over scenes,psnr_full,10000,17,17,0,17,0,9.999000099990002e-05,nan,9.999000099990002e-05,"двобічний bootstrap-тест на парних різницях (10000 перевибірок, seed 20240909)",1.52587890625e-05,,,True,False,scene,uav:cal_canopy_mix;uav:cal_dune_flat;uav:cal_sea_edge;uav:cal_water_east;uav:dune_fast;uav:dune_forest_edge;uav:dune_ridge;uav:forest_canopy;uav:forest_fast;uav:sea_open;uav:shoreline;uav:sky_horizon;uav:spit_far;uav:val_coast_curve;uav:val_sand_texture;uav:val_treeline;uav:village,,
B2,B4t,clean,28.071676;22.834416;28.974140;21.570616;26.514579;26.075350;24.235434;29.564608;28.550174;27.328851;28.323656;24.957324;25.943606;26.629466;23.474758;29.297464;28.010867,27.39184996569854,25.559496744644903,0.5,еквівалентність у межах ±0.5 НЕ показана (90% CI [+25.56; +27.39]): різниця просто не встановлена,False,exploratory,27.548063137530555,поза наперед оголошеною сім'єю; не коригується,False,False,25.36559688835148,26.491587279079994,paired cluster bootstrap over scenes,psnr_full,10000,17,17,0,17,0,9.999000099990002e-05,nan,9.999000099990002e-05,"двобічний bootstrap-тест на парних різницях (10000 перевибірок, seed 20240909)",1.52587890625e-05,,,True,False,scene,uav:cal_canopy_mix;uav:cal_dune_flat;uav:cal_sea_edge;uav:cal_water_east;uav:dune_fast;uav:dune_forest_edge;uav:dune_ridge;uav:forest_canopy;uav:forest_fast;uav:sea_open;uav:shoreline;uav:sky_horizon;uav:spit_far;uav:val_coast_curve;uav:val_sand_texture;uav:val_treeline;uav:village,,
B2,P,clean,29.466904;23.876604;30.056279;22.526893;27.780493;27.290507;25.327125;30.877357;29.885332;28.280370;29.254347;25.777556;26.610534;27.515778;24.583002;30.390342;29.053109,28.49658818535762,26.604857805163444,0.5,еквівалентність у межах ±0.5 НЕ показана (90% CI [+26.60; +28.50]): різниця просто не встановлена,False,exploratory,28.653896680074748,поза наперед оголошеною сім'єю; не коригується,False,False,26.412756563339542,27.5619136992012,paired cluster bootstrap over scenes,psnr_full,10000,17,17,0,17,0,9.999000099990002e-05,nan,9.999000099990002e-05,"двобічний bootstrap-тест на парних різницях (10000 перевибірок, seed 20240909)",1.52587890625e-05,,,True,False,scene,uav:cal_canopy_mix;uav:cal_dune_flat;uav:cal_sea_edge;uav:cal_water_east;uav:dune_fast;uav:dune_forest_edge;uav:dune_ridge;uav:forest_canopy;uav:forest_fast;uav:sea_open;uav:shoreline;uav:sky_horizon;uav:spit_far;uav:val_coast_curve;uav:val_sand_texture;uav:val_treeline;uav:village,,
B3,B4,clean,0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000,0.0,0.0,0.5,еквівалентність у межах ±0.5 показана (90% CI [+0.00; +0.00]),True,exploratory,0.0,поза наперед оголошеною сім'єю; не коригується,False,False,0.0,0.0,paired cluster bootstrap over scenes,psnr_full,10000,17,17,0,17,0,1.0,nan,1.0,"двобічний bootstrap-тест на парних різницях (10000 перевибірок, seed 20240909)",1.0,,,False,False,scene,uav:cal_canopy_mix;uav:cal_dune_flat;uav:cal_sea_edge;uav:cal_water_east;uav:dune_fast;uav:dune_forest_edge;uav:dune_ridge;uav:forest_canopy;uav:forest_fast;uav:sea_open;uav:shoreline;uav:sky_horizon;uav:spit_far;uav:val_coast_curve;uav:val_sand_texture;uav:val_treeline;uav:village,,
B3,B4t,clean,1.241834;1.393636;1.145358;2.018354;1.271518;1.334507;1.257648;1.177606;1.229403;1.146628;1.095503;1.325264;1.076253;1.149182;1.312411;1.064935;1.122089,1.3515540069533756,1.1833577074716364,0.5,еквівалентність у межах ±0.5 НЕ показана (90% CI [+1.18; +1.35]): різниця просто не встановлена,False,exploratory,1.3730118256594521,поза наперед оголошеною сім'єю; не коригується,False,False,1.174564486006373,1.2565957698717962,paired cluster bootstrap over scenes,psnr_full,10000,17,17,0,17,0,9.999000099990002e-05,nan,9.999000099990002e-05,"двобічний bootstrap-тест на парних різницях (10000 перевибірок, seed 20240909)",1.52587890625e-05,,,True,False,scene,uav:cal_canopy_mix;uav:cal_dune_flat;uav:cal_sea_edge;uav:cal_water_east;uav:dune_fast;uav:dune_forest_edge;uav:dune_ridge;uav:forest_canopy;uav:forest_fast;uav:sea_open;uav:shoreline;uav:sky_horizon;uav:spit_far;uav:val_coast_curve;uav:val_sand_texture;uav:val_treeline;uav:village,,
B3,P,clean,2.637062;2.435824;2.227498;2.974631;2.537432;2.549664;2.349339;2.490355;2.564561;2.098147;2.026194;2.145496;1.743180;2.035495;2.420656;2.157813;2.164331,2.4418288171006437,2.214649683828058,0.5,еквівалентність у межах ±0.5 НЕ показана (90% CI [+2.21; +2.44]): різниця просто не встановлена,False,pre-declared,2.4635117539628584,,True,False,2.192488806540845,2.3269221899930024,paired cluster bootstrap over scenes,psnr_full,10000,17,17,0,17,0,9.999000099990002e-05,0.0004999500049995,9.999000099990002e-05,"двобічний bootstrap-тест на парних різницях (10000 перевибірок, seed 20240909)",1.52587890625e-05,,,True,True,scene,uav:cal_canopy_mix;uav:cal_dune_flat;uav:cal_sea_edge;uav:cal_water_east;uav:dune_fast;uav:dune_forest_edge;uav:dune_ridge;uav:forest_canopy;uav:forest_fast;uav:sea_open;uav:shoreline;uav:sky_horizon;uav:spit_far;uav:val_coast_curve;uav:val_sand_texture;uav:val_treeline;uav:village,,
B4,B4t,clean,1.241834;1.393636;1.145358;2.018354;1.271518;1.334507;1.257648;1.177606;1.229403;1.146628;1.095503;1.325264;1.076253;1.149182;1.312411;1.064935;1.122089,1.3515540069533756,1.1833577074716364,0.5,еквівалентність у межах ±0.5 НЕ показана (90% CI [+1.18; +1.35]): різниця просто не встановлена,False,pre-declared,1.3730118256594521,,True,False,1.174564486006373,1.2565957698717962,paired cluster bootstrap over scenes,psnr_full,10000,17,17,0,17,0,9.999000099990002e-05,0.0004999500049995,9.999000099990002e-05,"двобічний bootstrap-тест на парних різницях (10000 перевибірок, seed 20240909)",1.52587890625e-05,,,True,True,scene,uav:cal_canopy_mix;uav:cal_dune_flat;uav:cal_sea_edge;uav:cal_water_east;uav:dune_fast;uav:dune_forest_edge;uav:dune_ridge;uav:forest_canopy;uav:forest_fast;uav:sea_open;uav:shoreline;uav:sky_horizon;uav:spit_far;uav:val_coast_curve;uav:val_sand_texture;uav:val_treeline;uav:village,,
