channel,channel_axis,channel_value,clip,clip_hash,config_id,detail,job_id,method,n_frames,n_frames_done,profile_id,repetition,scene,status,trace_id,wall_s
harsh,,nan,clip_horizon_slow_v0,d424d0bafb90980838c59d9de19364d1b009ee4fb63d43e8308f06fd05d4cc0f,fe45d509310b99d4,,063f326fab61b9a3,B0a-R,16,16,7fe30b1136,3,synthetic:horizon-v0,ok,harsh|clip_horizon_slow_v0|harsh|rep3|seed20240909,1.5738
clean,,nan,clip_horizon_slow_v0,d424d0bafb90980838c59d9de19364d1b009ee4fb63d43e8308f06fd05d4cc0f,fe45d509310b99d4,,f52f2e8e102e6a76,B0d,16,16,7fe30b1136,2,synthetic:horizon-v0,ok,clean|clip_horizon_slow_v0|clean|rep2|seed20240909,2.9212
clean,,nan,clip_horizon_slow_v0,d424d0bafb90980838c59d9de19364d1b009ee4fb63d43e8308f06fd05d4cc0f,fe45d509310b99d4,,729e0ba21bcfd543,B0d,16,16,7fe30b1136,0,synthetic:horizon-v0,ok,clean|clip_horizon_slow_v0|clean|rep0|seed20240909,3.2432
clean,,nan,clip_horizon_slow_v0,d424d0bafb90980838c59d9de19364d1b009ee4fb63d43e8308f06fd05d4cc0f,fe45d509310b99d4,,c2c426d32854f259,B0d,16,16,7fe30b1136,1,synthetic:horizon-v0,ok,clean|clip_horizon_slow_v0|clean|rep1|seed20240909,3.2039
clean,,nan,clip_horizon_slow_v0,d424d0bafb90980838c59d9de19364d1b009ee4fb63d43e8308f06fd05d4cc0f,fe45d509310b99d4,,68dbbc875f27899a,B0d,16,16,7fe30b1136,3,synthetic:horizon-v0,ok,clean|clip_horizon_slow_v0|clean|rep3|seed20240909,3.0355
clean,,nan,clip_horizon_slow_v0,d424d0bafb90980838c59d9de19364d1b009ee4fb63d43e8308f06fd05d4cc0f,fe45d509310b99d4,,21db5d3f2ff52dde,B0d,16,16,7fe30b1136,4,synthetic:horizon-v0,ok,clean|clip_horizon_slow_v0|clean|rep4|seed20240909,3.1384
mild,,nan,clip_horizon_slow_v0,d424d0bafb90980838c59d9de19364d1b009ee4fb63d43e8308f06fd05d4cc0f,fe45d509310b99d4,,b6e2ad6c9228b7e5,B0d,16,16,7fe30b1136,1,synthetic:horizon-v0,ok,mild|clip_horizon_slow_v0|mild|rep1|seed20240909,3.1732
mild,,nan,clip_horizon_slow_v0,d424d0bafb90980838c59d9de19364d1b009ee4fb63d43e8308f06fd05d4cc0f,fe45d509310b99d4,,2a4c91fe19c64580,B0d,16,16,7fe30b1136,0,synthetic:horizon-v0,ok,mild|clip_horizon_slow_v0|mild|rep0|seed20240909,3.4824
mild,,nan,clip_horizon_slow_v0,d424d0bafb90980838c59d9de19364d1b009ee4fb63d43e8308f06fd05d4cc0f,fe45d509310b99d4,,253644beb29d5462,B0d,16,16,7fe30b1136,3,synthetic:horizon-v0,ok,mild|clip_horizon_slow_v0|mild|rep3|seed20240909,3.2594
mild,,nan,clip_horizon_slow_v0,d424d0bafb90980838c59d9de19364d1b009ee4fb63d43e8308f06fd05d4cc0f,fe45d509310b99d4,,cec37a8dcd0a483a,B0d,16,16,7fe30b1136,4,synthetic:horizon-v0,ok,mild|clip_horizon_slow_v0|mild|rep4|seed20240909,3.2676
mild,,nan,clip_horizon_slow_v0,d424d0bafb90980838c59d9de19364d1b009ee4fb63d43e8308f06fd05d4cc0f,fe45d509310b99d4,,a8df67100c33bda9,B0d,16,16,7fe30b1136,2,synthetic:horizon-v0,ok,mild|clip_horizon_slow_v0|mild|rep2|seed20240909,3.3488
clean,,nan,clip_horizon_slow_v0,d424d0bafb90980838c59d9de19364d1b009ee4fb63d43e8308f06fd05d4cc0f,fe45d509310b99d4,,1576b42999f1d09f,B1,16,16,7fe30b1136,0,synthetic:horizon-v0,ok,clean|clip_horizon_slow_v0|clean|rep0|seed20240909,0.3512
clean,,nan,clip_horizon_slow_v0,d424d0bafb90980838c59d9de19364d1b009ee4fb63d43e8308f06fd05d4cc0f,fe45d509310b99d4,,60f4bce8ec422e13,B1,16,16,7fe30b1136,1,synthetic:horizon-v0,ok,clean|clip_horizon_slow_v0|clean|rep1|seed20240909,0.3635
clean,,nan,clip_horizon_slow_v0,d424d0bafb90980838c59d9de19364d1b009ee4fb63d43e8308f06fd05d4cc0f,fe45d509310b99d4,,876a4e3ef0e7d6b2,B1,16,16,7fe30b1136,2,synthetic:horizon-v0,ok,clean|clip_horizon_slow_v0|clean|rep2|seed20240909,0.3281
clean,,nan,clip_horizon_slow_v0,d424d0bafb90980838c59d9de19364d1b009ee4fb63d43e8308f06fd05d4cc0f,fe45d509310b99d4,,f66798667d1022e9,B1,16,16,7fe30b1136,3,synthetic:horizon-v0,ok,clean|clip_horizon_slow_v0|clean|rep3|seed20240909,0.2714
harsh,,nan,clip_horizon_slow_v0,d424d0bafb90980838c59d9de19364d1b009ee4fb63d43e8308f06fd05d4cc0f,fe45d509310b99d4,,a86a78e715de64bf,B0d,16,16,7fe30b1136,0,synthetic:horizon-v0,ok,harsh|clip_horizon_slow_v0|harsh|rep0|seed20240909,2.1333
clean,,nan,clip_horizon_slow_v0,d424d0bafb90980838c59d9de19364d1b009ee4fb63d43e8308f06fd05d4cc0f,fe45d509310b99d4,,53775adfe06ce4e7,B1,16,16,7fe30b1136,4,synthetic:horizon-v0,ok,clean|clip_horizon_slow_v0|clean|rep4|seed20240909,0.3441
