availability,burst_len_lines,burst_rate_per_frame,coverage,method,operable,psnr_full,scene
0.8888888888888888,40,4.0,0.7569444444444444,B4,0.6111111111111112,24.49972951658732,synthetic:road-v0
0.8333333333333334,40,4.0,0.5555555555555556,B4,0.2777777777777778,21.583871370558015,synthetic:road-v5
0.9444444444444444,40,4.0,0.6388888888888888,B4,0.2777777777777778,26.726172395461887,synthetic:targets-v0
0.8333333333333334,40,4.0,0.5277777777777778,B4,0.2777777777777778,24.54816608757426,synthetic:targets-v7
1.0,40,4.0,0.9097222222222222,B4t,0.7222222222222222,30.182190053509473,synthetic:horizon-v0
0.9444444444444444,40,4.0,0.8402777777777778,B4t,0.6666666666666666,29.684414862114775,synthetic:horizon-v3
1.0,40,4.0,0.9722222222222222,B4t,0.8888888888888888,26.963904904548393,synthetic:road-v0
1.0,40,4.0,0.8819444444444444,B4t,0.6111111111111112,27.63294610673542,synthetic:road-v5
1.0,40,4.0,0.9305555555555556,B4t,0.7777777777777778,32.186974772164334,synthetic:targets-v0
1.0,40,4.0,0.8958333333333334,B4t,0.6666666666666666,31.003729060895417,synthetic:targets-v7
1.0,40,4.0,0.8229166666666666,P,0.3333333333333333,30.294596866510176,synthetic:horizon-v0
1.0,40,4.0,0.7673611111111112,P,0.05555555555555555,30.8733486458158,synthetic:horizon-v3
1.0,40,4.0,0.8090277777777778,P,0.3333333333333333,24.398766753464265,synthetic:road-v0
1.0,40,4.0,0.7048611111111112,P,0.2222222222222222,24.834911485760884,synthetic:road-v5
1.0,40,4.0,0.7534722222222222,P,0.2777777777777778,30.848434491966074,synthetic:targets-v0
1.0,40,4.0,0.7881944444444444,P,0.3333333333333333,30.323745718092386,synthetic:targets-v7
0.8888888888888888,48,4.0,0.6458333333333334,B4,0.3888888888888889,22.076577340262013,synthetic:horizon-v0
0.9444444444444444,48,4.0,0.5972222222222222,B4,0.2222222222222222,24.285920891462325,synthetic:horizon-v3
0.7777777777777778,48,4.0,0.5069444444444444,B4,0.2222222222222222,19.901559928661918,synthetic:road-v0
0.7777777777777778,48,4.0,0.5069444444444444,B4,0.2777777777777778,20.880333366325985,synthetic:road-v5
0.9444444444444444,48,4.0,0.7013888888888888,B4,0.4444444444444444,27.839966718678273,synthetic:targets-v0
0.8333333333333334,48,4.0,0.5277777777777778,B4,0.2222222222222222,23.24895679769466,synthetic:targets-v7
1.0,48,4.0,0.7569444444444444,B4t,0.4444444444444444,26.368447126342364,synthetic:horizon-v0
1.0,48,4.0,0.875,B4t,0.7222222222222222,30.378994254976785,synthetic:horizon-v3
0.9444444444444444,48,4.0,0.7152777777777778,B4t,0.4444444444444444,22.294983530996685,synthetic:road-v0
0.9444444444444444,48,4.0,0.6458333333333334,B4t,0.3333333333333333,23.690674882727045,synthetic:road-v5
1.0,48,4.0,0.8680555555555556,B4t,0.7777777777777778,31.30006290554908,synthetic:targets-v0
1.0,48,4.0,0.7430555555555556,B4t,0.5,27.707010847235594,synthetic:targets-v7
1.0,48,4.0,0.7638888888888888,P,0.2777777777777778,29.550323941516506,synthetic:horizon-v0
1.0,48,4.0,0.8090277777777778,P,0.3333333333333333,30.268307207880216,synthetic:horizon-v3
1.0,48,4.0,0.71875,P,0.1111111111111111,24.36517572639356,synthetic:road-v0
1.0,48,4.0,0.6875,P,0.2222222222222222,24.640789530647638,synthetic:road-v5
1.0,48,4.0,0.7951388888888888,P,0.3333333333333333,30.55710371373775,synthetic:targets-v0
1.0,48,4.0,0.7256944444444444,P,0.2222222222222222,28.966224589068506,synthetic:targets-v7
0.5555555555555556,64,4.0,0.3472222222222222,B4,0.16666666666666666,18.320149502295873,synthetic:horizon-v0
0.6111111111111112,64,4.0,0.4027777777777778,B4,0.16666666666666666,22.40723309224624,synthetic:horizon-v3
0.5,64,4.0,0.2916666666666667,B4,0.1111111111111111,17.13189029341042,synthetic:road-v0
0.8333333333333334,64,4.0,0.4652777777777778,B4,0.16666666666666666,19.758366930817104,synthetic:road-v5
0.6111111111111112,64,4.0,0.3888888888888889,B4,0.16666666666666666,22.41133884766041,synthetic:targets-v0
0.6111111111111112,64,4.0,0.4305555555555556,B4,0.2222222222222222,22.7218154886134,synthetic:targets-v7
0.8888888888888888,64,4.0,0.6388888888888888,B4t,0.3888888888888889,24.449976477897916,synthetic:horizon-v0
0.8888888888888888,64,4.0,0.6597222222222222,B4t,0.3333333333333333,26.531062247356758,synthetic:horizon-v3
0.8888888888888888,64,4.0,0.6111111111111112,B4t,0.2222222222222222,20.68337188547959,synthetic:road-v0
1.0,64,4.0,0.7777777777777778,B4t,0.4444444444444444,25.892208176890975,synthetic:road-v5
0.9444444444444444,64,4.0,0.5277777777777778,B4t,0.16666666666666666,25.18781068791455,synthetic:targets-v0
1.0,64,4.0,0.6666666666666666,B4t,0.3333333333333333,26.14406387172134,synthetic:targets-v7
0.9444444444444444,64,4.0,0.5277777777777778,P,0.0,26.325488133742642,synthetic:horizon-v0
1.0,64,4.0,0.6319444444444444,P,0.1111111111111111,28.11606298307518,synthetic:horizon-v3
1.0,64,4.0,0.5555555555555556,P,0.0,21.932062329547374,synthetic:road-v0
1.0,64,4.0,0.59375,P,0.0,24.754247398617775,synthetic:road-v5
0.9444444444444444,64,4.0,0.5138888888888888,P,0.0,27.525711379761457,synthetic:targets-v0
1.0,64,4.0,0.5277777777777778,P,0.05555555555555555,25.983725869808517,synthetic:targets-v7
1.0,1,8.0,1.0,B4,1.0,34.67519273710227,synthetic:horizon-v0
1.0,1,8.0,1.0,B4,1.0,35.789760864019705,synthetic:horizon-v3
1.0,1,8.0,1.0,B4,1.0,29.240869845747593,synthetic:road-v0
1.0,1,8.0,1.0,B4,1.0,32.19281981642441,synthetic:road-v5
1.0,1,8.0,0.9722222222222222,B4,0.9444444444444444,34.96083196702685,synthetic:targets-v0
1.0,1,8.0,1.0,B4,1.0,35.590254533623614,synthetic:targets-v7
1.0,1,8.0,1.0,B4t,1.0,32.427984089747646,synthetic:horizon-v0
1.0,1,8.0,1.0,B4t,1.0,33.337056475048364,synthetic:horizon-v3
1.0,1,8.0,1.0,B4t,1.0,27.793245151823506,synthetic:road-v0
1.0,1,8.0,1.0,B4t,1.0,30.53200082386742,synthetic:road-v5
1.0,1,8.0,0.9861111111111112,B4t,0.9444444444444444,33.37325484502534,synthetic:targets-v0
1.0,1,8.0,1.0,B4t,1.0,33.48347674000502,synthetic:targets-v7
1.0,1,8.0,1.0,P,1.0,31.93482725529786,synthetic:horizon-v0
1.0,1,8.0,1.0,P,1.0,32.44442242452049,synthetic:horizon-v3
1.0,1,8.0,0.9722222222222222,P,0.8888888888888888,24.86691937389397,synthetic:road-v0
1.0,1,8.0,1.0,P,1.0,27.9271132845788,synthetic:road-v5
1.0,1,8.0,0.9791666666666666,P,0.9444444444444444,31.681492915571393,synthetic:targets-v0
1.0,1,8.0,1.0,P,1.0,31.566102600427357,synthetic:targets-v7
1.0,4,8.0,1.0,B4,1.0,34.67519273710227,synthetic:horizon-v0
1.0,4,8.0,0.9722222222222222,B4,0.9444444444444444,35.28706429528805,synthetic:horizon-v3
1.0,4,8.0,0.9166666666666666,B4,0.8333333333333334,27.234517238616732,synthetic:road-v0
1.0,4,8.0,0.9722222222222222,B4,0.9444444444444444,31.497861423603524,synthetic:road-v5
1.0,4,8.0,0.9166666666666666,B4,0.8333333333333334,33.285182447487216,synthetic:targets-v0
1.0,4,8.0,0.9444444444444444,B4,0.8888888888888888,34.030846908278285,synthetic:targets-v7
1.0,4,8.0,1.0,B4t,1.0,32.427984089747646,synthetic:horizon-v0
1.0,4,8.0,0.9861111111111112,B4t,0.9444444444444444,33.078717050455765,synthetic:horizon-v3
1.0,4,8.0,0.9027777777777778,B4t,0.8333333333333334,25.943328094987773,synthetic:road-v0
1.0,4,8.0,0.9583333333333334,B4t,0.9444444444444444,29.756214197428378,synthetic:road-v5
1.0,4,8.0,0.9027777777777778,B4t,0.8333333333333334,32.04678171327516,synthetic:targets-v0
1.0,4,8.0,0.9444444444444444,B4t,0.8888888888888888,32.2123057743694,synthetic:targets-v7
1.0,4,8.0,1.0,P,1.0,31.93482725529786,synthetic:horizon-v0
1.0,4,8.0,0.9791666666666666,P,0.9444444444444444,32.11516887438354,synthetic:horizon-v3
1.0,4,8.0,0.9236111111111112,P,0.7777777777777778,23.838061609970072,synthetic:road-v0
1.0,4,8.0,0.9652777777777778,P,0.8888888888888888,27.211934342130814,synthetic:road-v5
1.0,4,8.0,0.9097222222222222,P,0.7222222222222222,29.9092087486547,synthetic:targets-v0
1.0,4,8.0,0.9444444444444444,P,0.8333333333333334,30.250032333675,synthetic:targets-v7
1.0,8,8.0,0.8611111111111112,B4,0.7222222222222222,28.746606257409624,synthetic:horizon-v0
1.0,8,8.0,0.8819444444444444,B4,0.7222222222222222,33.004136734274525,synthetic:horizon-v3
0.9444444444444444,8,8.0,0.9166666666666666,B4,0.8888888888888888,27.795282746922837,synthetic:road-v0
1.0,8,8.0,0.9166666666666666,B4,0.8333333333333334,29.92647283151514,synthetic:road-v5
1.0,8,8.0,0.9444444444444444,B4,0.8888888888888888,34.28591777848113,synthetic:targets-v0
1.0,8,8.0,0.9444444444444444,B4,0.8888888888888888,34.24181270582507,synthetic:targets-v7
1.0,8,8.0,0.9236111111111112,B4t,0.7777777777777778,29.846048604440885,synthetic:horizon-v0
1.0,8,8.0,0.9166666666666666,B4t,0.7777777777777778,31.458651491189105,synthetic:horizon-v3
0.9444444444444444,8,8.0,0.9305555555555556,B4t,0.8888888888888888,26.63255588985821,synthetic:road-v0
1.0,8,8.0,0.9583333333333334,B4t,0.8333333333333334,29.350718177529977,synthetic:road-v5
1.0,8,8.0,0.9722222222222222,B4t,0.8888888888888888,33.042116515919844,synthetic:targets-v0
1.0,8,8.0,0.9791666666666666,B4t,0.8888888888888888,32.835970903256644,synthetic:targets-v7
1.0,8,8.0,0.9236111111111112,P,0.7777777777777778,30.48199187659371,synthetic:horizon-v0
1.0,8,8.0,0.8993055555555556,P,0.7222222222222222,29.836026480836647,synthetic:horizon-v3
0.9444444444444444,8,8.0,0.9236111111111112,P,0.8888888888888888,24.422015691446635,synthetic:road-v0
1.0,8,8.0,0.9097222222222222,P,0.7222222222222222,26.17257202679416,synthetic:road-v5
1.0,8,8.0,0.9444444444444444,P,0.8333333333333334,30.897798619062037,synthetic:targets-v0
1.0,8,8.0,0.9409722222222222,P,0.7777777777777778,30.447698017972105,synthetic:targets-v7
1.0,12,8.0,0.9097222222222222,B4,0.7777777777777778,31.26816435787939,synthetic:horizon-v0
0.9444444444444444,12,8.0,0.8402777777777778,B4,0.7222222222222222,31.25971600133238,synthetic:horizon-v3
1.0,12,8.0,0.8333333333333334,B4,0.6666666666666666,25.253657738931764,synthetic:road-v0
1.0,12,8.0,0.8611111111111112,B4,0.7222222222222222,28.61263722127209,synthetic:road-v5
1.0,12,8.0,0.9166666666666666,B4,0.8333333333333334,33.32444722132857,synthetic:targets-v0
1.0,12,8.0,0.9097222222222222,B4,0.7777777777777778,32.880148843387374,synthetic:targets-v7
1.0,12,8.0,0.9444444444444444,B4t,0.8888888888888888,30.868894859013007,synthetic:horizon-v0
0.9444444444444444,12,8.0,0.9305555555555556,B4t,0.8888888888888888,32.12789558378755,synthetic:horizon-v3
1.0,12,8.0,0.9027777777777778,B4t,0.8333333333333334,25.977099621867335,synthetic:road-v0
1.0,12,8.0,0.875,B4t,0.8333333333333334,28.20209170177783,synthetic:road-v5
1.0,12,8.0,0.9583333333333334,B4t,0.9444444444444444,33.08760148626658,synthetic:targets-v0
1.0,12,8.0,0.9722222222222222,B4t,0.9444444444444444,32.89399330958438,synthetic:targets-v7
1.0,12,8.0,0.9270833333333334,P,0.7777777777777778,30.79136060930337,synthetic:horizon-v0
1.0,12,8.0,0.9027777777777778,P,0.7777777777777778,30.60480143532099,synthetic:horizon-v3
1.0,12,8.0,0.9097222222222222,P,0.7222222222222222,23.910563614005255,synthetic:road-v0
1.0,12,8.0,0.8645833333333334,P,0.5555555555555556,26.0601951083698,synthetic:road-v5
1.0,12,8.0,0.9479166666666666,P,0.7777777777777778,31.232582084161166,synthetic:targets-v0
1.0,12,8.0,0.9479166666666666,P,0.7777777777777778,30.477708827690282,synthetic:targets-v7
1.0,16,8.0,0.7430555555555556,B4,0.3888888888888889,25.373951420349048,synthetic:horizon-v0
0.8888888888888888,16,8.0,0.7013888888888888,B4,0.4444444444444444,28.017475157663526,synthetic:horizon-v3
0.9444444444444444,16,8.0,0.7708333333333334,B4,0.5555555555555556,24.2253602776005,synthetic:road-v0
1.0,16,8.0,0.7847222222222222,B4,0.6111111111111112,27.015762603148605,synthetic:road-v5
1.0,16,8.0,0.7430555555555556,B4,0.5,29.346330312014928,synthetic:targets-v0
0.9444444444444444,16,8.0,0.6527777777777778,B4,0.2777777777777778,26.27606378818701,synthetic:targets-v7
1.0,16,8.0,0.8333333333333334,B4t,0.6666666666666666,28.232871516217358,synthetic:horizon-v0
0.9444444444444444,16,8.0,0.8402777777777778,B4t,0.7222222222222222,29.863692280847367,synthetic:horizon-v3
1.0,16,8.0,0.9166666666666666,B4t,0.7777777777777778,26.026346140630434,synthetic:road-v0
1.0,16,8.0,0.9305555555555556,B4t,0.8333333333333334,28.881130819359928,synthetic:road-v5
1.0,16,8.0,0.9305555555555556,B4t,0.8333333333333334,32.35595763541352,synthetic:targets-v0
0.9444444444444444,16,8.0,0.7847222222222222,B4t,0.5555555555555556,28.63905998846819,synthetic:targets-v7
1.0,16,8.0,0.8090277777777778,P,0.3888888888888889,30.186696378409017,synthetic:horizon-v0
1.0,16,8.0,0.8159722222222222,P,0.4444444444444444,28.446526949015404,synthetic:horizon-v3
1.0,16,8.0,0.8645833333333334,P,0.4444444444444444,23.629766639635495,synthetic:road-v0
1.0,16,8.0,0.8645833333333334,P,0.5,25.600886713710857,synthetic:road-v5
1.0,16,8.0,0.8611111111111112,P,0.3888888888888889,30.8709517217213,synthetic:targets-v0
1.0,16,8.0,0.7534722222222222,P,0.3888888888888889,27.3776745019196,synthetic:targets-v7
0.7777777777777778,20,8.0,0.5,B4,0.2222222222222222,18.475989780060914,synthetic:horizon-v0
0.8333333333333334,20,8.0,0.5208333333333334,B4,0.16666666666666666,22.32709102965209,synthetic:horizon-v3
0.6666666666666666,20,8.0,0.3402777777777778,B4,0.05555555555555555,17.107571404943272,synthetic:road-v0
0.8888888888888888,20,8.0,0.6111111111111112,B4,0.3333333333333333,22.909816283992225,synthetic:road-v5
0.8333333333333334,20,8.0,0.6388888888888888,B4,0.4444444444444444,27.804400994146107,synthetic:targets-v0
0.7777777777777778,20,8.0,0.5277777777777778,B4,0.2777777777777778,23.62550236022931,synthetic:targets-v7
1.0,20,8.0,0.8333333333333334,B4t,0.5555555555555556,27.89375847565907,synthetic:horizon-v0
0.8888888888888888,20,8.0,0.7777777777777778,B4t,0.5555555555555556,28.779310235783985,synthetic:horizon-v3
0.8888888888888888,20,8.0,0.6319444444444444,B4t,0.3333333333333333,21.013286700479917,synthetic:road-v0
1.0,20,8.0,0.8402777777777778,B4t,0.6666666666666666,27.333164420358077,synthetic:road-v5
1.0,20,8.0,0.7430555555555556,B4t,0.5,29.19366016938305,synthetic:targets-v0
0.9444444444444444,20,8.0,0.6805555555555556,B4t,0.3888888888888889,26.597908440225297,synthetic:targets-v7
1.0,20,8.0,0.7361111111111112,P,0.3333333333333333,28.443401406218282,synthetic:horizon-v0
1.0,20,8.0,0.6909722222222222,P,0.16666666666666666,27.206580581855874,synthetic:horizon-v3
1.0,20,8.0,0.5972222222222222,P,0.1111111111111111,20.576644060862733,synthetic:road-v0
1.0,20,8.0,0.7777777777777778,P,0.4444444444444444,25.13273711323096,synthetic:road-v5
1.0,20,8.0,0.7395833333333334,P,0.2777777777777778,27.83497906368646,synthetic:targets-v0
1.0,20,8.0,0.7256944444444444,P,0.3333333333333333,26.37862687908353,synthetic:targets-v7
0.7777777777777778,24,8.0,0.5138888888888888,B4,0.2777777777777778,20.39199072310718,synthetic:horizon-v0
0.6666666666666666,24,8.0,0.4027777777777778,B4,0.1111111111111111,19.892268160115425,synthetic:horizon-v3
0.6666666666666666,24,8.0,0.4166666666666667,B4,0.16666666666666666,18.460347599075842,synthetic:road-v0
0.7222222222222222,24,8.0,0.4861111111111111,B4,0.2222222222222222,19.941705916400124,synthetic:road-v5
0.6666666666666666,24,8.0,0.4166666666666667,B4,0.16666666666666666,22.985827270584366,synthetic:targets-v0
0.8333333333333334,24,8.0,0.5555555555555556,B4,0.2777777777777778,24.362386112006394,synthetic:targets-v7
1.0,24,8.0,0.8402777777777778,B4t,0.5555555555555556,28.52630265180456,synthetic:horizon-v0
0.8888888888888888,24,8.0,0.6527777777777778,B4t,0.3888888888888889,25.81287163553034,synthetic:horizon-v3
0.9444444444444444,24,8.0,0.6458333333333334,B4t,0.4444444444444444,21.843701281806855,synthetic:road-v0
1.0,24,8.0,0.8194444444444444,B4t,0.6666666666666666,27.069628735342604,synthetic:road-v5
0.9444444444444444,24,8.0,0.6458333333333334,B4t,0.2222222222222222,26.974273108324585,synthetic:targets-v0
0.9444444444444444,24,8.0,0.8125,B4t,0.6111111111111112,29.566005614518378,synthetic:targets-v7
1.0,24,8.0,0.7465277777777778,P,0.2777777777777778,27.64496290840461,synthetic:horizon-v0
1.0,24,8.0,0.6354166666666666,P,0.1111111111111111,26.639873938886918,synthetic:horizon-v3
1.0,24,8.0,0.6631944444444444,P,0.2222222222222222,20.953094840332806,synthetic:road-v0
1.0,24,8.0,0.6979166666666666,P,0.16666666666666666,25.413726025807478,synthetic:road-v5
1.0,24,8.0,0.59375,P,0.1111111111111111,27.636272462874192,synthetic:targets-v0
1.0,24,8.0,0.7395833333333334,P,0.2777777777777778,29.61943627491916,synthetic:targets-v7
0.6111111111111112,28,8.0,0.3611111111111111,B4,0.1111111111111111,16.419194829547134,synthetic:horizon-v0
0.8888888888888888,28,8.0,0.5277777777777778,B4,0.16666666666666666,20.63363670871976,synthetic:horizon-v3
0.6111111111111112,28,8.0,0.3263888888888889,B4,0.0,16.753814709981906,synthetic:road-v0
0.4444444444444444,28,8.0,0.25,B4,0.05555555555555555,15.442351091952693,synthetic:road-v5
0.3888888888888889,28,8.0,0.25,B4,0.05555555555555555,21.388607386922974,synthetic:targets-v0
0.6666666666666666,28,8.0,0.4236111111111111,B4,0.1111111111111111,22.52253799154566,synthetic:targets-v7
0.8888888888888888,28,8.0,0.6388888888888888,B4t,0.2777777777777778,23.464469135921924,synthetic:horizon-v0
0.8888888888888888,28,8.0,0.6944444444444444,B4t,0.4444444444444444,26.635859759876766,synthetic:horizon-v3
0.8333333333333334,28,8.0,0.6944444444444444,B4t,0.4444444444444444,22.267445775846216,synthetic:road-v0
0.9444444444444444,28,8.0,0.5833333333333334,B4t,0.2222222222222222,22.2896184911135,synthetic:road-v5
0.8333333333333334,28,8.0,0.5972222222222222,B4t,0.2222222222222222,26.606243674822224,synthetic:targets-v0
0.8888888888888888,28,8.0,0.6666666666666666,B4t,0.3333333333333333,26.38230172251854,synthetic:targets-v7
1.0,28,8.0,0.6319444444444444,P,0.0,26.397845563229524,synthetic:horizon-v0
1.0,28,8.0,0.6354166666666666,P,0.05555555555555555,28.691627857664912,synthetic:horizon-v3
1.0,28,8.0,0.6076388888888888,P,0.0,21.58025851507279,synthetic:road-v0
1.0,28,8.0,0.5104166666666666,P,0.05555555555555555,22.47868501258859,synthetic:road-v5
1.0,28,8.0,0.5694444444444444,P,0.16666666666666666,28.4230431042082,synthetic:targets-v0
1.0,28,8.0,0.5659722222222222,P,0.0,26.34855003052,synthetic:targets-v7
0.5,32,8.0,0.19444444444444445,B4,0.0,13.791399528596735,synthetic:horizon-v0
0.3888888888888889,32,8.0,0.18055555555555555,B4,0.0,18.048884733472633,synthetic:horizon-v3
0.4444444444444444,32,8.0,0.2569444444444444,B4,0.05555555555555555,16.669257523913082,synthetic:road-v0
0.5,32,8.0,0.20833333333333334,B4,0.0,14.934268110259678,synthetic:road-v5
0.4444444444444444,32,8.0,0.19444444444444445,B4,0.0,19.943033017099992,synthetic:targets-v0
0.3888888888888889,32,8.0,0.20833333333333334,B4,0.05555555555555555,18.575363576963163,synthetic:targets-v7
0.7777777777777778,32,8.0,0.5833333333333334,B4t,0.3333333333333333,23.88421598490125,synthetic:horizon-v0
0.7777777777777778,32,8.0,0.4652777777777778,B4t,0.1111111111111111,21.595604898654678,synthetic:horizon-v3
0.8333333333333334,32,8.0,0.5277777777777778,B4t,0.2777777777777778,19.63222117405711,synthetic:road-v0
0.7777777777777778,32,8.0,0.5,B4t,0.2777777777777778,20.57465679844091,synthetic:road-v5
0.8333333333333334,32,8.0,0.5347222222222222,B4t,0.1111111111111111,25.567640185258618,synthetic:targets-v0
0.8333333333333334,32,8.0,0.4930555555555556,B4t,0.1111111111111111,22.557416744373896,synthetic:targets-v7
1.0,32,8.0,0.5381944444444444,P,0.0,25.02773105577181,synthetic:horizon-v0
1.0,32,8.0,0.4965277777777778,P,0.0,23.62820758201441,synthetic:horizon-v3
0.9444444444444444,32,8.0,0.5069444444444444,P,0.16666666666666666,20.62738080916191,synthetic:road-v0
1.0,32,8.0,0.5486111111111112,P,0.05555555555555555,24.11897415801955,synthetic:road-v5
1.0,32,8.0,0.53125,P,0.0,27.726427988554832,synthetic:targets-v0
1.0,32,8.0,0.4826388888888889,P,0.0,24.027090887162412,synthetic:targets-v7
0.16666666666666666,40,8.0,0.0625,B4,0.0,14.110002385217888,synthetic:horizon-v0
0.2777777777777778,40,8.0,0.09722222222222222,B4,0.0,15.82528318623843,synthetic:horizon-v3
0.3333333333333333,40,8.0,0.13194444444444445,B4,0.0,15.05299136581289,synthetic:road-v0
0.3333333333333333,40,8.0,0.19444444444444445,B4,0.05555555555555555,14.513863829971159,synthetic:road-v5
0.16666666666666666,40,8.0,0.08333333333333333,B4,0.0,18.693428461967486,synthetic:targets-v0
0.3333333333333333,40,8.0,0.14583333333333334,B4,0.0,17.539317358332305,synthetic:targets-v7
0.5,40,8.0,0.24305555555555555,B4t,0.1111111111111111,17.814246437384757,synthetic:horizon-v0
0.8888888888888888,40,8.0,0.4583333333333333,B4t,0.1111111111111111,21.709558680175007,synthetic:horizon-v3
0.6666666666666666,40,8.0,0.3194444444444444,B4t,0.05555555555555555,16.993514287380307,synthetic:road-v0
0.7777777777777778,40,8.0,0.4236111111111111,B4t,0.1111111111111111,19.310271408586818,synthetic:road-v5
0.6666666666666666,40,8.0,0.3125,B4t,0.05555555555555555,22.51315270200621,synthetic:targets-v0
0.6666666666666666,40,8.0,0.3958333333333333,B4t,0.05555555555555555,21.377331128685228,synthetic:targets-v7
1.0,40,8.0,0.34375,P,0.0,21.684323471804746,synthetic:horizon-v0
1.0,40,8.0,0.3854166666666667,P,0.0,22.850392201677522,synthetic:horizon-v3
1.0,40,8.0,0.4375,P,0.0,19.867253598501087,synthetic:road-v0
1.0,40,8.0,0.40625,P,0.05555555555555555,21.161341288593587,synthetic:road-v5
0.9444444444444444,40,8.0,0.3888888888888889,P,0.0,24.985714766130748,synthetic:targets-v0
0.8888888888888888,40,8.0,0.3958333333333333,P,0.0,23.784365823450756,synthetic:targets-v7
0.2777777777777778,48,8.0,0.11805555555555555,B4,0.0,13.969042676923646,synthetic:horizon-v0
0.2777777777777778,48,8.0,0.1388888888888889,B4,0.0,17.29289984544224,synthetic:horizon-v3
0.2222222222222222,48,8.0,0.09027777777777778,B4,0.0,14.794528170152985,synthetic:road-v0
0.05555555555555555,48,8.0,0.027777777777777776,B4,0.0,11.611480197111813,synthetic:road-v5
0.16666666666666666,48,8.0,0.08333333333333333,B4,0.0,18.83119265678566,synthetic:targets-v0
0.2222222222222222,48,8.0,0.1111111111111111,B4,0.0,16.76717599440005,synthetic:targets-v7
0.5555555555555556,48,8.0,0.2916666666666667,B4t,0.0,17.32958584239254,synthetic:horizon-v0
0.5555555555555556,48,8.0,0.3611111111111111,B4t,0.05555555555555555,21.257095016464387,synthetic:horizon-v3
0.6111111111111112,48,8.0,0.2152777777777778,B4t,0.0,15.172188551022519,synthetic:road-v0
0.4444444444444444,48,8.0,0.1597222222222222,B4t,0.0,14.31422927203226,synthetic:road-v5
0.6111111111111112,48,8.0,0.2013888888888889,B4t,0.05555555555555555,21.021226629254738,synthetic:targets-v0
0.6111111111111112,48,8.0,0.2569444444444444,B4t,0.05555555555555555,19.211223833770298,synthetic:targets-v7
0.9444444444444444,48,8.0,0.3645833333333333,P,0.0,21.13491963660343,synthetic:horizon-v0
0.8888888888888888,48,8.0,0.2986111111111111,P,0.0,19.59445979819851,synthetic:horizon-v3
0.9444444444444444,48,8.0,0.2361111111111111,P,0.0,16.043732486204018,synthetic:road-v0
0.7777777777777778,48,8.0,0.2638888888888889,P,0.0,18.804652414667938,synthetic:road-v5
0.8333333333333334,48,8.0,0.2951388888888889,P,0.0,22.85028295800197,synthetic:targets-v0
0.9444444444444444,48,8.0,0.3263888888888889,P,0.0,22.21749095663449,synthetic:targets-v7
0.05555555555555555,64,8.0,0.027777777777777776,B4,0.0,14.310969826426934,synthetic:horizon-v0
0.05555555555555555,64,8.0,0.027777777777777776,B4,0.0,15.49523935417005,synthetic:horizon-v3
0.1111111111111111,64,8.0,0.05555555555555555,B4,0.0,14.582940506858831,synthetic:road-v0
0.05555555555555555,64,8.0,0.027777777777777776,B4,0.0,11.554483953501379,synthetic:road-v5
0.16666666666666666,64,8.0,0.08333333333333333,B4,0.0,18.69436243617527,synthetic:targets-v0
0.1111111111111111,64,8.0,0.05555555555555555,B4,0.0,16.12284588426883,synthetic:targets-v7
0.2777777777777778,64,8.0,0.09027777777777778,B4t,0.0,14.834049899190603,synthetic:horizon-v0
0.3888888888888889,64,8.0,0.19444444444444445,B4t,0.0,18.741804556217378,synthetic:horizon-v3
0.4444444444444444,64,8.0,0.19444444444444445,B4t,0.0,15.37683325902674,synthetic:road-v0
0.2777777777777778,64,8.0,0.09722222222222222,B4t,0.0,13.328495394262013,synthetic:road-v5
0.4444444444444444,64,8.0,0.1388888888888889,B4t,0.0,20.274212987473238,synthetic:targets-v0
0.3333333333333333,64,8.0,0.1388888888888889,B4t,0.0,17.529349421088288,synthetic:targets-v7
0.6666666666666666,64,8.0,0.1701388888888889,P,0.0,19.596752126180107,synthetic:horizon-v0
0.7777777777777778,64,8.0,0.2013888888888889,P,0.0,17.880676391173132,synthetic:horizon-v3
0.6666666666666666,64,8.0,0.16319444444444445,P,0.0,15.027272509151885,synthetic:road-v0
0.7222222222222222,64,8.0,0.1875,P,0.0,17.14879550587851,synthetic:road-v5
0.6666666666666666,64,8.0,0.21180555555555555,P,0.0,22.12693769243649,synthetic:targets-v0
0.7222222222222222,64,8.0,0.1736111111111111,P,0.0,20.018039832056417,synthetic:targets-v7
