availability,burst_len_lines,burst_rate_per_frame,coverage,method,operable,psnr_full,scene
1.0,20,2.0,0.9444444444444444,B4,0.8888888888888888,34.27243444268729,synthetic:targets-v0
1.0,20,2.0,0.9722222222222222,B4,0.9444444444444444,34.703495879414,synthetic:targets-v7
1.0,20,2.0,0.9583333333333334,B4t,0.9444444444444444,31.189964706365103,synthetic:horizon-v0
1.0,20,2.0,1.0,B4t,1.0,33.337056475048364,synthetic:horizon-v3
1.0,20,2.0,0.9583333333333334,B4t,0.9444444444444444,27.089064782426178,synthetic:road-v0
1.0,20,2.0,0.9583333333333334,B4t,0.9444444444444444,29.756214197428378,synthetic:road-v5
1.0,20,2.0,0.9722222222222222,B4t,0.8888888888888888,33.0025366084052,synthetic:targets-v0
1.0,20,2.0,0.9583333333333334,B4t,0.9444444444444444,32.72345342779622,synthetic:targets-v7
1.0,20,2.0,0.9791666666666666,P,0.9444444444444444,31.877582198215805,synthetic:horizon-v0
1.0,20,2.0,0.9722222222222222,P,0.8888888888888888,32.00283941793422,synthetic:horizon-v3
1.0,20,2.0,0.9791666666666666,P,0.9444444444444444,24.983757787053783,synthetic:road-v0
1.0,20,2.0,0.9756944444444444,P,0.9444444444444444,27.487950906087942,synthetic:road-v5
1.0,20,2.0,0.9444444444444444,P,0.8333333333333334,30.95593055175775,synthetic:targets-v0
1.0,20,2.0,0.9652777777777778,P,0.8888888888888888,30.657093820019643,synthetic:targets-v7
1.0,24,2.0,0.9166666666666666,B4,0.8333333333333334,31.336426398140695,synthetic:horizon-v0
1.0,24,2.0,0.9444444444444444,B4,0.8888888888888888,34.019678659472675,synthetic:horizon-v3
1.0,24,2.0,0.9444444444444444,B4,0.8888888888888888,27.906269729209484,synthetic:road-v0
1.0,24,2.0,0.9722222222222222,B4,0.9444444444444444,31.455919753225903,synthetic:road-v5
1.0,24,2.0,0.9722222222222222,B4,0.9444444444444444,34.96083196702685,synthetic:targets-v0
1.0,24,2.0,0.9444444444444444,B4,0.8888888888888888,34.33059134434953,synthetic:targets-v7
1.0,24,2.0,0.875,B4t,0.8333333333333334,28.803808029903532,synthetic:horizon-v0
1.0,24,2.0,0.9444444444444444,B4t,0.8888888888888888,31.92392554963014,synthetic:horizon-v3
1.0,24,2.0,0.9444444444444444,B4t,0.8888888888888888,26.650294789690193,synthetic:road-v0
1.0,24,2.0,0.9861111111111112,B4t,0.9444444444444444,30.134799733309755,synthetic:road-v5
1.0,24,2.0,0.9861111111111112,B4t,0.9444444444444444,33.37325484502534,synthetic:targets-v0
1.0,24,2.0,0.9722222222222222,B4t,0.8888888888888888,32.631283600839964,synthetic:targets-v7
1.0,24,2.0,0.9236111111111112,P,0.7777777777777778,31.493594616674702,synthetic:horizon-v0
1.0,24,2.0,0.9548611111111112,P,0.8888888888888888,32.100291107797446,synthetic:horizon-v3
1.0,24,2.0,0.9444444444444444,P,0.8333333333333334,24.261407220804553,synthetic:road-v0
1.0,24,2.0,0.9513888888888888,P,0.8333333333333334,26.94043913353978,synthetic:road-v5
1.0,24,2.0,0.9791666666666666,P,0.9444444444444444,31.681492915571393,synthetic:targets-v0
1.0,24,2.0,0.9583333333333334,P,0.8888888888888888,30.749992062814265,synthetic:targets-v7
1.0,28,2.0,0.9652777777777778,B4,0.8888888888888888,33.332745716124315,synthetic:horizon-v0
1.0,28,2.0,0.9652777777777778,B4,0.8888888888888888,35.00742900208108,synthetic:horizon-v3
1.0,28,2.0,0.9722222222222222,B4,0.9444444444444444,28.565673932600873,synthetic:road-v0
1.0,28,2.0,0.9166666666666666,B4,0.8333333333333334,30.09818930483874,synthetic:road-v5
1.0,28,2.0,1.0,B4,1.0,35.64161233921867,synthetic:targets-v0
1.0,28,2.0,0.9722222222222222,B4,0.9444444444444444,34.885295306967265,synthetic:targets-v7
1.0,28,2.0,0.9861111111111112,B4t,0.9444444444444444,32.146411051360495,synthetic:horizon-v0
1.0,28,2.0,0.9861111111111112,B4t,0.9444444444444444,33.12057084530201,synthetic:horizon-v3
1.0,28,2.0,1.0,B4t,1.0,27.793245151823506,synthetic:road-v0
1.0,28,2.0,0.9722222222222222,B4t,0.8888888888888888,29.632898208913666,synthetic:road-v5
1.0,28,2.0,1.0,B4t,1.0,33.76142239352211,synthetic:targets-v0
1.0,28,2.0,1.0,B4t,1.0,33.48347674000502,synthetic:targets-v7
1.0,28,2.0,0.9791666666666666,P,0.9444444444444444,31.281465310990523,synthetic:horizon-v0
1.0,28,2.0,0.96875,P,0.8888888888888888,31.76933395873833,synthetic:horizon-v3
1.0,28,2.0,0.9722222222222222,P,0.8888888888888888,25.125007196961082,synthetic:road-v0
1.0,28,2.0,0.9583333333333334,P,0.8888888888888888,27.14344659239719,synthetic:road-v5
1.0,28,2.0,0.9756944444444444,P,0.8888888888888888,31.818856061428132,synthetic:targets-v0
1.0,28,2.0,0.9895833333333334,P,0.9444444444444444,31.57272913601946,synthetic:targets-v7
1.0,32,2.0,1.0,B4,1.0,34.67519273710227,synthetic:horizon-v0
1.0,32,2.0,0.9375,B4,0.8333333333333334,33.308026697930714,synthetic:horizon-v3
1.0,32,2.0,0.9444444444444444,B4,0.8888888888888888,27.98801938321496,synthetic:road-v0
1.0,32,2.0,0.8611111111111112,B4,0.7222222222222222,28.667994214495756,synthetic:road-v5
1.0,32,2.0,0.9166666666666666,B4,0.8333333333333334,33.46530258310659,synthetic:targets-v0
1.0,32,2.0,0.8958333333333334,B4,0.7777777777777778,32.78182283785294,synthetic:targets-v7
1.0,32,2.0,1.0,B4t,1.0,32.427984089747646,synthetic:horizon-v0
1.0,32,2.0,0.9722222222222222,B4t,0.8888888888888888,32.47352034446648,synthetic:horizon-v3
1.0,32,2.0,0.9444444444444444,B4t,0.8888888888888888,26.596541600340426,synthetic:road-v0
1.0,32,2.0,0.8888888888888888,B4t,0.7777777777777778,28.121544179415864,synthetic:road-v5
1.0,32,2.0,0.9444444444444444,B4t,0.8888888888888888,32.70315330865407,synthetic:targets-v0
1.0,32,2.0,0.9305555555555556,B4t,0.8333333333333334,31.829403042436347,synthetic:targets-v7
1.0,32,2.0,0.9861111111111112,P,0.9444444444444444,31.60710702145149,synthetic:horizon-v0
1.0,32,2.0,0.9583333333333334,P,0.8333333333333334,31.65132450734729,synthetic:horizon-v3
1.0,32,2.0,0.9340277777777778,P,0.7777777777777778,24.263195339013397,synthetic:road-v0
1.0,32,2.0,0.9027777777777778,P,0.7222222222222222,25.95830444759961,synthetic:road-v5
1.0,32,2.0,0.9375,P,0.7777777777777778,30.806768491489752,synthetic:targets-v0
1.0,32,2.0,0.9270833333333334,P,0.7222222222222222,30.60794839796261,synthetic:targets-v7
1.0,40,2.0,0.9375,B4,0.8333333333333334,31.798665142274572,synthetic:horizon-v0
0.9444444444444444,40,2.0,0.8541666666666666,B4,0.7222222222222222,31.3884333757883,synthetic:horizon-v3
1.0,40,2.0,0.9583333333333334,B4,0.8888888888888888,28.12498030015676,synthetic:road-v0
0.9444444444444444,40,2.0,0.9166666666666666,B4,0.8888888888888888,30.3498029849852,synthetic:road-v5
1.0,40,2.0,0.9166666666666666,B4,0.8333333333333334,33.46665190277868,synthetic:targets-v0
1.0,40,2.0,0.875,B4,0.6666666666666666,31.313744478928445,synthetic:targets-v7
1.0,40,2.0,0.9513888888888888,B4t,0.8888888888888888,30.953065354449652,synthetic:horizon-v0
1.0,40,2.0,0.8819444444444444,B4t,0.7777777777777778,30.53292996072996,synthetic:horizon-v3
1.0,40,2.0,0.9583333333333334,B4t,0.9444444444444444,27.043082570021635,synthetic:road-v0
0.9444444444444444,40,2.0,0.9444444444444444,B4t,0.9444444444444444,29.449814257897913,synthetic:road-v5
1.0,40,2.0,0.9444444444444444,B4t,0.8888888888888888,32.72666395166947,synthetic:targets-v0
1.0,40,2.0,0.8611111111111112,B4t,0.7777777777777778,30.68240048985529,synthetic:targets-v7
1.0,40,2.0,0.9305555555555556,P,0.6666666666666666,31.426988763541985,synthetic:horizon-v0
1.0,40,2.0,0.9097222222222222,P,0.6666666666666666,30.62619295321487,synthetic:horizon-v3
1.0,40,2.0,0.9375,P,0.7222222222222222,24.94572781867222,synthetic:road-v0
1.0,40,2.0,0.9375,P,0.8333333333333334,27.380045191581733,synthetic:road-v5
1.0,40,2.0,0.8958333333333334,P,0.6666666666666666,30.19590834247683,synthetic:targets-v0
1.0,40,2.0,0.8923611111111112,P,0.6666666666666666,28.94573536228963,synthetic:targets-v7
1.0,48,2.0,0.8611111111111112,B4,0.7222222222222222,28.719492139418815,synthetic:horizon-v0
1.0,48,2.0,1.0,B4,1.0,35.789760864019705,synthetic:horizon-v3
1.0,48,2.0,0.8611111111111112,B4,0.7222222222222222,25.925037991637332,synthetic:road-v0
1.0,48,2.0,0.8541666666666666,B4,0.6666666666666666,28.27645675846666,synthetic:road-v5
1.0,48,2.0,0.9930555555555556,B4,0.9444444444444444,35.25662176835335,synthetic:targets-v0
1.0,48,2.0,0.9722222222222222,B4,0.9444444444444444,34.69018374857625,synthetic:targets-v7
1.0,48,2.0,0.9305555555555556,B4t,0.7777777777777778,30.878409881078237,synthetic:horizon-v0
1.0,48,2.0,1.0,B4t,1.0,33.337056475048364,synthetic:horizon-v3
1.0,48,2.0,0.9097222222222222,B4t,0.8333333333333334,26.199403774532648,synthetic:road-v0
1.0,48,2.0,0.9444444444444444,B4t,0.8888888888888888,29.345476371278014,synthetic:road-v5
1.0,48,2.0,1.0,B4t,1.0,33.76142239352211,synthetic:targets-v0
1.0,48,2.0,1.0,B4t,1.0,33.48347674000502,synthetic:targets-v7
1.0,48,2.0,0.8819444444444444,P,0.6111111111111112,30.221073321362965,synthetic:horizon-v0
1.0,48,2.0,0.9791666666666666,P,0.8888888888888888,32.259422422742105,synthetic:horizon-v3
1.0,48,2.0,0.9131944444444444,P,0.7222222222222222,24.49241673005216,synthetic:road-v0
1.0,48,2.0,0.9166666666666666,P,0.5555555555555556,27.22581920339255,synthetic:road-v5
1.0,48,2.0,0.9583333333333334,P,0.7777777777777778,31.829151359859353,synthetic:targets-v0
1.0,48,2.0,0.9444444444444444,P,0.7222222222222222,31.273878096513936,synthetic:targets-v7
0.8888888888888888,64,2.0,0.75,B4,0.6111111111111112,28.144592924351464,synthetic:horizon-v0
0.9444444444444444,64,2.0,0.7638888888888888,B4,0.6666666666666666,30.077203475606552,synthetic:horizon-v3
0.9444444444444444,64,2.0,0.7777777777777778,B4,0.6111111111111112,24.61331671532933,synthetic:road-v0
1.0,64,2.0,0.9444444444444444,B4,0.8888888888888888,30.72012814402222,synthetic:road-v5
0.9444444444444444,64,2.0,0.8194444444444444,B4,0.6666666666666666,31.19644010399001,synthetic:targets-v0
0.8888888888888888,64,2.0,0.7152777777777778,B4,0.5,29.068487800466542,synthetic:targets-v7
1.0,64,2.0,0.875,B4t,0.6666666666666666,29.43654216669659,synthetic:horizon-v0
1.0,64,2.0,0.9861111111111112,B4t,0.9444444444444444,33.078717050455765,synthetic:horizon-v3
1.0,64,2.0,0.875,B4t,0.6666666666666666,25.315720968661523,synthetic:road-v0
1.0,64,2.0,0.9861111111111112,B4t,0.9444444444444444,30.07390956262241,synthetic:road-v5
1.0,64,2.0,0.8611111111111112,B4t,0.6666666666666666,31.202829290259874,synthetic:targets-v0
1.0,64,2.0,0.8888888888888888,B4t,0.7777777777777778,31.120812308735758,synthetic:targets-v7
1.0,64,2.0,0.7638888888888888,P,0.2777777777777778,30.391505141673594,synthetic:horizon-v0
1.0,64,2.0,0.8680555555555556,P,0.4444444444444444,32.03087907547133,synthetic:horizon-v3
1.0,64,2.0,0.7673611111111112,P,0.2777777777777778,23.47967660996266,synthetic:road-v0
1.0,64,2.0,0.90625,P,0.6111111111111112,27.216448401448773,synthetic:road-v5
1.0,64,2.0,0.7847222222222222,P,0.2222222222222222,30.625562862523502,synthetic:targets-v0
1.0,64,2.0,0.8472222222222222,P,0.4444444444444444,30.82912682369656,synthetic:targets-v7
1.0,1,4.0,1.0,B4,1.0,34.67519273710227,synthetic:horizon-v0
1.0,1,4.0,1.0,B4,1.0,35.789760864019705,synthetic:horizon-v3
1.0,1,4.0,1.0,B4,1.0,29.240869845747593,synthetic:road-v0
1.0,1,4.0,1.0,B4,1.0,32.19281981642441,synthetic:road-v5
1.0,1,4.0,1.0,B4,1.0,35.64161233921867,synthetic:targets-v0
1.0,1,4.0,1.0,B4,1.0,35.590254533623614,synthetic:targets-v7
1.0,1,4.0,1.0,B4t,1.0,32.427984089747646,synthetic:horizon-v0
1.0,1,4.0,1.0,B4t,1.0,33.337056475048364,synthetic:horizon-v3
1.0,1,4.0,1.0,B4t,1.0,27.793245151823506,synthetic:road-v0
1.0,1,4.0,1.0,B4t,1.0,30.53200082386742,synthetic:road-v5
1.0,1,4.0,1.0,B4t,1.0,33.76142239352211,synthetic:targets-v0
1.0,1,4.0,1.0,B4t,1.0,33.48347674000502,synthetic:targets-v7
1.0,1,4.0,1.0,P,1.0,31.93482725529786,synthetic:horizon-v0
1.0,1,4.0,1.0,P,1.0,32.44442242452049,synthetic:horizon-v3
1.0,1,4.0,1.0,P,1.0,25.45845297911407,synthetic:road-v0
1.0,1,4.0,1.0,P,1.0,27.9271132845788,synthetic:road-v5
1.0,1,4.0,1.0,P,1.0,32.11843983018342,synthetic:targets-v0
1.0,1,4.0,1.0,P,1.0,31.566102600427357,synthetic:targets-v7
1.0,4,4.0,0.9722222222222222,B4,0.9444444444444444,33.558107388204796,synthetic:horizon-v0
1.0,4,4.0,1.0,B4,1.0,35.789760864019705,synthetic:horizon-v3
1.0,4,4.0,1.0,B4,1.0,29.240869845747593,synthetic:road-v0
1.0,4,4.0,0.9722222222222222,B4,0.9444444444444444,31.46534403163272,synthetic:road-v5
1.0,4,4.0,0.9722222222222222,B4,0.9444444444444444,34.9637650588499,synthetic:targets-v0
1.0,4,4.0,1.0,B4,1.0,35.590254533623614,synthetic:targets-v7
1.0,4,4.0,0.9583333333333334,B4t,0.9444444444444444,31.219264593428857,synthetic:horizon-v0
1.0,4,4.0,1.0,B4t,1.0,33.337056475048364,synthetic:horizon-v3
1.0,4,4.0,1.0,B4t,1.0,27.793245151823506,synthetic:road-v0
1.0,4,4.0,0.9583333333333334,B4t,0.9444444444444444,29.79547196838544,synthetic:road-v5
1.0,4,4.0,0.9861111111111112,B4t,0.9444444444444444,33.40176945472098,synthetic:targets-v0
1.0,4,4.0,0.9861111111111112,B4t,0.9444444444444444,33.019257174118785,synthetic:targets-v7
1.0,4,4.0,0.9652777777777778,P,0.8888888888888888,31.539909649763544,synthetic:horizon-v0
1.0,4,4.0,1.0,P,1.0,32.44442242452049,synthetic:horizon-v3
1.0,4,4.0,0.9861111111111112,P,0.9444444444444444,25.14149142404175,synthetic:road-v0
1.0,4,4.0,0.9791666666666666,P,0.9444444444444444,27.47498097238687,synthetic:road-v5
1.0,4,4.0,0.9791666666666666,P,0.9444444444444444,31.66647441408455,synthetic:targets-v0
1.0,4,4.0,1.0,P,1.0,31.566102600427357,synthetic:targets-v7
1.0,8,4.0,0.9722222222222222,B4,0.9444444444444444,33.51965738768249,synthetic:horizon-v0
1.0,8,4.0,0.8611111111111112,B4,0.7222222222222222,30.39215870111628,synthetic:horizon-v3
1.0,8,4.0,0.9722222222222222,B4,0.9444444444444444,28.663215296361685,synthetic:road-v0
1.0,8,4.0,0.9722222222222222,B4,0.9444444444444444,31.47520216480363,synthetic:road-v5
1.0,8,4.0,0.9444444444444444,B4,0.8888888888888888,34.12805286977314,synthetic:targets-v0
1.0,8,4.0,0.9444444444444444,B4,0.8888888888888888,33.98758650013,synthetic:targets-v7
1.0,8,4.0,0.9583333333333334,B4t,0.9444444444444444,31.211217773241984,synthetic:horizon-v0
1.0,8,4.0,0.8194444444444444,B4t,0.7222222222222222,28.83018449224406,synthetic:horizon-v3
1.0,8,4.0,0.9861111111111112,B4t,0.9444444444444444,27.346704182142293,synthetic:road-v0
1.0,8,4.0,0.9861111111111112,B4t,0.9444444444444444,30.148895201284095,synthetic:road-v5
1.0,8,4.0,0.9444444444444444,B4t,0.8888888888888888,32.71695203986684,synthetic:targets-v0
1.0,8,4.0,0.9444444444444444,B4t,0.8888888888888888,32.23164044675953,synthetic:targets-v7
1.0,8,4.0,0.9652777777777778,P,0.8888888888888888,31.557851407134333,synthetic:horizon-v0
1.0,8,4.0,0.8819444444444444,P,0.7222222222222222,28.69195191855784,synthetic:horizon-v3
1.0,8,4.0,0.9652777777777778,P,0.8888888888888888,24.789476572257236,synthetic:road-v0
1.0,8,4.0,0.9791666666666666,P,0.9444444444444444,27.523660223759634,synthetic:road-v5
1.0,8,4.0,0.9583333333333334,P,0.8888888888888888,31.097155695376255,synthetic:targets-v0
1.0,8,4.0,0.9444444444444444,P,0.8333333333333334,30.273730515946664,synthetic:targets-v7
1.0,12,4.0,0.9444444444444444,B4,0.8888888888888888,32.17604524590185,synthetic:horizon-v0
1.0,12,4.0,0.9722222222222222,B4,0.9444444444444444,34.52237522820433,synthetic:horizon-v3
1.0,12,4.0,0.9722222222222222,B4,0.9444444444444444,28.607738736132553,synthetic:road-v0
1.0,12,4.0,0.9444444444444444,B4,0.8888888888888888,30.69119629237052,synthetic:road-v5
1.0,12,4.0,0.9444444444444444,B4,0.8888888888888888,34.13574228859764,synthetic:targets-v0
0.9444444444444444,12,4.0,0.9166666666666666,B4,0.8888888888888888,33.79864163332623,synthetic:targets-v7
1.0,12,4.0,0.9444444444444444,B4t,0.8888888888888888,30.783899882686327,synthetic:horizon-v0
1.0,12,4.0,0.9583333333333334,B4t,0.9444444444444444,32.18226497422275,synthetic:horizon-v3
1.0,12,4.0,0.9861111111111112,B4t,0.9444444444444444,27.362789030584505,synthetic:road-v0
1.0,12,4.0,0.9722222222222222,B4t,0.8888888888888888,29.742758955419863,synthetic:road-v5
1.0,12,4.0,0.9444444444444444,B4t,0.8888888888888888,32.72472340721426,synthetic:targets-v0
0.9444444444444444,12,4.0,0.9305555555555556,B4t,0.8888888888888888,32.03303181414076,synthetic:targets-v7
1.0,12,4.0,0.9583333333333334,P,0.8888888888888888,31.13271031714158,synthetic:horizon-v0
1.0,12,4.0,0.9791666666666666,P,0.9444444444444444,32.4264097441992,synthetic:horizon-v3
1.0,12,4.0,0.9513888888888888,P,0.8333333333333334,24.45322807746161,synthetic:road-v0
1.0,12,4.0,0.9444444444444444,P,0.8333333333333334,26.886745651173186,synthetic:road-v5
1.0,12,4.0,0.8888888888888888,P,0.6111111111111112,29.605614175903284,synthetic:targets-v0
1.0,12,4.0,0.9340277777777778,P,0.8333333333333334,30.45856780545654,synthetic:targets-v7
0.9444444444444444,16,4.0,0.9444444444444444,B4,0.9444444444444444,33.5039841508446,synthetic:horizon-v0
0.9444444444444444,16,4.0,0.9444444444444444,B4,0.9444444444444444,34.654999795218224,synthetic:horizon-v3
1.0,16,4.0,0.9652777777777778,B4,0.8888888888888888,28.510208517909476,synthetic:road-v0
1.0,16,4.0,0.9166666666666666,B4,0.8333333333333334,30.02166213704328,synthetic:road-v5
1.0,16,4.0,0.9722222222222222,B4,0.9444444444444444,34.807385218318565,synthetic:targets-v0
1.0,16,4.0,1.0,B4,1.0,35.590254533623614,synthetic:targets-v7
0.9444444444444444,16,4.0,0.9444444444444444,B4t,0.9444444444444444,31.38998659714313,synthetic:horizon-v0
0.9444444444444444,16,4.0,0.9444444444444444,B4t,0.9444444444444444,32.331880243043784,synthetic:horizon-v3
1.0,16,4.0,0.9861111111111112,B4t,0.9444444444444444,27.35712985259827,synthetic:road-v0
1.0,16,4.0,0.875,B4t,0.8333333333333334,28.202091701777828,synthetic:road-v5
1.0,16,4.0,0.9583333333333334,B4t,0.9444444444444444,33.09759101526495,synthetic:targets-v0
1.0,16,4.0,1.0,B4t,1.0,33.48347674000502,synthetic:targets-v7
1.0,16,4.0,0.9340277777777778,P,0.8333333333333334,30.427464468422322,synthetic:horizon-v0
1.0,16,4.0,0.9583333333333334,P,0.9444444444444444,31.500494802179276,synthetic:horizon-v3
1.0,16,4.0,0.9618055555555556,P,0.8888888888888888,24.69420274963678,synthetic:road-v0
1.0,16,4.0,0.9097222222222222,P,0.7777777777777778,26.26295456385997,synthetic:road-v5
1.0,16,4.0,0.9791666666666666,P,0.9444444444444444,31.558480269261015,synthetic:targets-v0
1.0,16,4.0,0.9861111111111112,P,0.9444444444444444,31.223275616709095,synthetic:targets-v7
1.0,20,4.0,0.8611111111111112,B4,0.7222222222222222,28.96537953023054,synthetic:horizon-v0
1.0,20,4.0,0.9444444444444444,B4,0.8888888888888888,34.09892449147527,synthetic:horizon-v3
1.0,20,4.0,0.9166666666666666,B4,0.8333333333333334,27.328615179823576,synthetic:road-v0
1.0,20,4.0,0.9444444444444444,B4,0.8888888888888888,30.855819209587814,synthetic:road-v5
1.0,20,4.0,0.9444444444444444,B4,0.8888888888888888,34.275367534510345,synthetic:targets-v0
1.0,20,4.0,0.9375,B4,0.8333333333333334,33.273951565117834,synthetic:targets-v7
1.0,20,4.0,0.8611111111111112,B4t,0.7777777777777778,28.427043093288507,synthetic:horizon-v0
1.0,20,4.0,0.9861111111111112,B4t,0.9444444444444444,33.043535885516405,synthetic:horizon-v3
1.0,20,4.0,0.9305555555555556,B4t,0.8333333333333334,26.203753820008984,synthetic:road-v0
1.0,20,4.0,0.9444444444444444,B4t,0.8888888888888888,29.31520284371964,synthetic:road-v5
1.0,20,4.0,0.9722222222222222,B4t,0.8888888888888888,33.031051218100835,synthetic:targets-v0
1.0,20,4.0,0.9583333333333334,B4t,0.9444444444444444,32.72345342779622,synthetic:targets-v7
1.0,20,4.0,0.8923611111111112,P,0.7222222222222222,30.807145834522316,synthetic:horizon-v0
1.0,20,4.0,0.9548611111111112,P,0.8333333333333334,31.40733956956669,synthetic:horizon-v3
1.0,20,4.0,0.9201388888888888,P,0.7777777777777778,23.87272668740015,synthetic:road-v0
1.0,20,4.0,0.9444444444444444,P,0.8888888888888888,27.076037150938102,synthetic:road-v5
1.0,20,4.0,0.9340277777777778,P,0.7777777777777778,30.934338840520752,synthetic:targets-v0
1.0,20,4.0,0.9513888888888888,P,0.8333333333333334,30.29241111595441,synthetic:targets-v7
1.0,24,4.0,0.8333333333333334,B4,0.6666666666666666,28.46818876922123,synthetic:horizon-v0
1.0,24,4.0,0.8611111111111112,B4,0.7222222222222222,32.31264462765521,synthetic:horizon-v3
0.9444444444444444,24,4.0,0.8888888888888888,B4,0.8333333333333334,27.10771573706586,synthetic:road-v0
0.9444444444444444,24,4.0,0.8541666666666666,B4,0.7222222222222222,28.561159326906598,synthetic:road-v5
1.0,24,4.0,0.9166666666666666,B4,0.8333333333333334,33.31058034349167,synthetic:targets-v0
1.0,24,4.0,0.9305555555555556,B4,0.8333333333333334,33.455002860058,synthetic:targets-v7
1.0,24,4.0,0.9305555555555556,B4t,0.8333333333333334,30.718785451461983,synthetic:horizon-v0
1.0,24,4.0,0.9444444444444444,B4t,0.8888888888888888,32.07837745662707,synthetic:horizon-v3
1.0,24,4.0,0.9375,B4t,0.8888888888888888,26.594961474772287,synthetic:road-v0
0.9444444444444444,24,4.0,0.8611111111111112,B4t,0.8333333333333334,28.03904887659153,synthetic:road-v5
1.0,24,4.0,0.9166666666666666,B4t,0.8888888888888888,32.421620736578866,synthetic:targets-v0
1.0,24,4.0,0.9444444444444444,B4t,0.8888888888888888,32.32962486423224,synthetic:targets-v7
1.0,24,4.0,0.8958333333333334,P,0.7222222222222222,30.09501993960581,synthetic:horizon-v0
1.0,24,4.0,0.8888888888888888,P,0.5555555555555556,30.329275337404155,synthetic:horizon-v3
1.0,24,4.0,0.8819444444444444,P,0.5555555555555556,23.654064260910907,synthetic:road-v0
1.0,24,4.0,0.8715277777777778,P,0.6666666666666666,25.860475393386864,synthetic:road-v5
1.0,24,4.0,0.9270833333333334,P,0.7777777777777778,30.989191523781457,synthetic:targets-v0
1.0,24,4.0,0.9583333333333334,P,0.8888888888888888,30.579610089566543,synthetic:targets-v7
0.8888888888888888,28,4.0,0.7847222222222222,B4,0.7222222222222222,29.59590390386422,synthetic:horizon-v0
1.0,28,4.0,0.8472222222222222,B4,0.6666666666666666,30.818469418080504,synthetic:horizon-v3
1.0,28,4.0,0.9444444444444444,B4,0.8888888888888888,27.98801938321496,synthetic:road-v0
1.0,28,4.0,0.9027777777777778,B4,0.7222222222222222,29.443629048737282,synthetic:road-v5
1.0,28,4.0,0.8333333333333334,B4,0.6666666666666666,30.837007113303507,synthetic:targets-v0
1.0,28,4.0,0.8888888888888888,B4,0.7777777777777778,32.634240585803326,synthetic:targets-v7
0.9444444444444444,28,4.0,0.8819444444444444,B4t,0.7777777777777778,29.729911800771774,synthetic:horizon-v0
1.0,28,4.0,0.9305555555555556,B4t,0.8333333333333334,31.4854892539415,synthetic:horizon-v3
1.0,28,4.0,1.0,B4t,1.0,27.793245151823506,synthetic:road-v0
1.0,28,4.0,0.9861111111111112,B4t,0.9444444444444444,30.134799733309748,synthetic:road-v5
1.0,28,4.0,0.8680555555555556,B4t,0.7777777777777778,31.480621098348657,synthetic:targets-v0
1.0,28,4.0,0.9861111111111112,B4t,0.9444444444444444,33.04862380547577,synthetic:targets-v7
1.0,28,4.0,0.8472222222222222,P,0.5555555555555556,29.297411359618494,synthetic:horizon-v0
1.0,28,4.0,0.9131944444444444,P,0.6666666666666666,30.797880612494858,synthetic:horizon-v3
1.0,28,4.0,0.9652777777777778,P,0.8333333333333334,25.11174476692296,synthetic:road-v0
1.0,28,4.0,0.8958333333333334,P,0.5555555555555556,26.994692958045423,synthetic:road-v5
1.0,28,4.0,0.8888888888888888,P,0.6111111111111112,31.000447189419567,synthetic:targets-v0
1.0,28,4.0,0.8784722222222222,P,0.5555555555555556,30.13255542027859,synthetic:targets-v7
0.9444444444444444,32,4.0,0.7777777777777778,B4,0.6111111111111112,26.522645760449223,synthetic:horizon-v0
0.9444444444444444,32,4.0,0.7638888888888888,B4,0.5555555555555556,28.206437881828606,synthetic:horizon-v3
1.0,32,4.0,0.7222222222222222,B4,0.4444444444444444,22.99624526267185,synthetic:road-v0
0.9444444444444444,32,4.0,0.8958333333333334,B4,0.7777777777777778,29.61021890071185,synthetic:road-v5
1.0,32,4.0,0.8125,B4,0.6111111111111112,30.94130448104643,synthetic:targets-v0
0.8888888888888888,32,4.0,0.6597222222222222,B4,0.3888888888888889,26.6566366351996,synthetic:targets-v7
1.0,32,4.0,0.9375,B4t,0.8333333333333334,30.532950546391426,synthetic:horizon-v0
1.0,32,4.0,0.9097222222222222,B4t,0.7222222222222222,30.802676280794817,synthetic:horizon-v3
1.0,32,4.0,0.9166666666666666,B4t,0.8888888888888888,26.292919988219765,synthetic:road-v0
1.0,32,4.0,0.9652777777777778,B4t,0.9444444444444444,29.867267069037787,synthetic:road-v5
1.0,32,4.0,0.9652777777777778,B4t,0.8333333333333334,32.86542602142455,synthetic:targets-v0
1.0,32,4.0,0.8888888888888888,B4t,0.7222222222222222,31.067976917171954,synthetic:targets-v7
1.0,32,4.0,0.8888888888888888,P,0.5555555555555556,31.82535772245712,synthetic:horizon-v0
1.0,32,4.0,0.8576388888888888,P,0.5555555555555556,30.986645983383724,synthetic:horizon-v3
1.0,32,4.0,0.8611111111111112,P,0.4444444444444444,23.840640249212278,synthetic:road-v0
1.0,32,4.0,0.9409722222222222,P,0.7222222222222222,27.33152997758542,synthetic:road-v5
1.0,32,4.0,0.8645833333333334,P,0.3888888888888889,30.795367221975862,synthetic:targets-v0
1.0,32,4.0,0.8229166666666666,P,0.3888888888888889,30.061168559989206,synthetic:targets-v7
1.0,40,4.0,0.7222222222222222,B4,0.5,24.991216984122858,synthetic:horizon-v0
0.9444444444444444,40,4.0,0.7013888888888888,B4,0.4444444444444444,27.425314177069165,synthetic:horizon-v3
