a,b,channel,diffs,equivalence_hi90,equivalence_lo90,equivalence_margin,equivalence_verdict,equivalent,family_label,hi,holm_note,in_family,is_primary,lo,mean,method,metric,n_boot,n_diffs,n_scenes,n_scenes_dropped,n_units,n_units_dropped,p_bootstrap,p_holm,p_raw,p_source,p_wilcoxon,scenes_only_in_a,scenes_only_in_b,significant_at_95,significant_holm,unit_of_independence,units,units_only_in_a,units_only_in_b
B0a,B0a-R,bursty,-5.404980;-5.705743;-4.458353;-5.113069;-3.170970;-5.319105;-4.833939;-6.036972;-4.897111;-4.609457;-4.259211;-4.637794;-5.115544;-5.323511;-5.075664;-5.393722;-4.270883;-4.926493;-6.116799;-4.596146,-4.7152993011067785,-5.1999569711319955,0.5,еквівалентність у межах ±0.5 НЕ показана (90% CI [-5.20; -4.72]): різниця просто не встановлена,False,exploratory,-4.668010356347521,поза наперед оголошеною сім'єю; не коригується,False,False,-5.244485165789165,-4.96327323802862,paired cluster bootstrap over scenes,psnr_full,10000,20,20,0,20,0,9.999000099990002e-05,nan,9.999000099990002e-05,"двобічний bootstrap-тест на парних різницях (10000 перевибірок, seed 20240909)",1.9073486328125e-06,,,True,False,scene,synthetic:clouds-v0;synthetic:clouds-v4;synthetic:edges-v0;synthetic:edges-v9;synthetic:grid-v0;synthetic:grid-v6;synthetic:horizon-v0;synthetic:horizon-v3;synthetic:illumination-v0;synthetic:lowlight-v0;synthetic:lowlight-v8;synthetic:road-v0;synthetic:road-v5;synthetic:smooth-v0;synthetic:targets-v0;synthetic:targets-v7;synthetic:text-v0;synthetic:text-v11;synthetic:texture-v0;synthetic:texture-v2,,
B0a,B0d,bursty,-7.450598;-10.100691;-3.267280;-5.779996;-3.161618;-6.498003;-13.348024;-6.207086;-18.872157;-19.063338;-6.706031;-9.817601;-11.641484;-11.331666;-10.601328;-7.924176;-5.888195;-4.636128;-4.205709,-7.143892384585842,-10.526587019403586,0.5,еквівалентність у межах ±0.5 НЕ показана (90% CI [-10.53; -7.14]): різниця просто не встановлена,False,exploratory,-6.8620443759407825,поза наперед оголошеною сім'єю; не коригується,False,False,-10.920390436669864,-8.763216168135868,paired cluster bootstrap over scenes,psnr_full,10000,19,19,1,19,1,9.999000099990002e-05,nan,9.999000099990002e-05,"двобічний bootstrap-тест на парних різницях (10000 перевибірок, seed 20240909)",3.814697265625e-06,synthetic:grid-v6,,True,False,scene,synthetic:clouds-v0;synthetic:clouds-v4;synthetic:edges-v0;synthetic:edges-v9;synthetic:grid-v0;synthetic:horizon-v0;synthetic:horizon-v3;synthetic:illumination-v0;synthetic:lowlight-v0;synthetic:lowlight-v8;synthetic:road-v0;synthetic:road-v5;synthetic:smooth-v0;synthetic:targets-v0;synthetic:targets-v7;synthetic:text-v0;synthetic:text-v11;synthetic:texture-v0;synthetic:texture-v2,synthetic:grid-v6,
B0a,B1,bursty,0.031252;0.084037;0.381919;0.406647;0.085163;0.008897;0.151279;0.108114;0.405807;0.040781;0.021211;0.096183;0.033213;-0.004355;0.067596;0.075069;0.120712;0.033129;0.065143;0.068205,0.16242620592718254,0.07131459434081532,0.5,еквівалентність у межах ±0.5 показана (90% CI [+0.07; +0.16]),True,exploratory,0.1724774901530036,поза наперед оголошеною сім'єю; не коригується,False,False,0.06392593958598,0.11400013710064778,paired cluster bootstrap over scenes,psnr_full,10000,20,20,0,20,0,0.00019998000199980003,nan,0.00019998000199980003,"двобічний bootstrap-тест на парних різницях (10000 перевибірок, seed 20240909)",3.814697265625e-06,,,True,False,scene,synthetic:clouds-v0;synthetic:clouds-v4;synthetic:edges-v0;synthetic:edges-v9;synthetic:grid-v0;synthetic:grid-v6;synthetic:horizon-v0;synthetic:horizon-v3;synthetic:illumination-v0;synthetic:lowlight-v0;synthetic:lowlight-v8;synthetic:road-v0;synthetic:road-v5;synthetic:smooth-v0;synthetic:targets-v0;synthetic:targets-v7;synthetic:text-v0;synthetic:text-v11;synthetic:texture-v0;synthetic:texture-v2,,
B0a,B2,bursty,0.047925;0.105139;0.409681;0.357675;0.083174;0.045835;0.170149;0.089274;0.414488;0.027520;0.018343;0.132789;-0.021525;0.055355;0.078474;0.179258;0.017812;0.011491;0.056680;0.051301,0.1654365863746199,0.07340239080935733,0.5,еквівалентність у межах ±0.5 показана (90% CI [+0.07; +0.17]),True,exploratory,0.17567185962228007,поза наперед оголошеною сім'єю; не коригується,False,False,0.06627835922599422,0.1165419455540861,paired cluster bootstrap over scenes,psnr_full,10000,20,20,0,20,0,0.00019998000199980003,nan,0.00019998000199980003,"двобічний bootstrap-тест на парних різницях (10000 перевибірок, seed 20240909)",1.33514404296875e-05,,,True,False,scene,synthetic:clouds-v0;synthetic:clouds-v4;synthetic:edges-v0;synthetic:edges-v9;synthetic:grid-v0;synthetic:grid-v6;synthetic:horizon-v0;synthetic:horizon-v3;synthetic:illumination-v0;synthetic:lowlight-v0;synthetic:lowlight-v8;synthetic:road-v0;synthetic:road-v5;synthetic:smooth-v0;synthetic:targets-v0;synthetic:targets-v7;synthetic:text-v0;synthetic:text-v11;synthetic:texture-v0;synthetic:texture-v2,,
B0a,B3,bursty,-16.894418;-18.303437;-16.427772;-16.814815;-7.352707;-10.792266;-16.610051;-18.472182;-16.017970;-22.327082;-23.556025;-12.762357;-16.814512;-20.687515;-17.668495;-18.646395;-12.476385;-13.869045;-10.134957;-10.531487,-14.339911152311638,-17.345885250678375,0.5,еквівалентність у межах ±0.5 НЕ показана (90% CI [-17.35; -14.34]): різниця просто не встановлена,False,exploratory,-14.064286886239717,поза наперед оголошеною сім'єю; не коригується,False,False,-17.63708396241241,-15.857993597866496,paired cluster bootstrap over scenes,psnr_full,10000,20,20,0,20,0,9.999000099990002e-05,nan,9.999000099990002e-05,"двобічний bootstrap-тест на парних різницях (10000 перевибірок, seed 20240909)",1.9073486328125e-06,,,True,False,scene,synthetic:clouds-v0;synthetic:clouds-v4;synthetic:edges-v0;synthetic:edges-v9;synthetic:grid-v0;synthetic:grid-v6;synthetic:horizon-v0;synthetic:horizon-v3;synthetic:illumination-v0;synthetic:lowlight-v0;synthetic:lowlight-v8;synthetic:road-v0;synthetic:road-v5;synthetic:smooth-v0;synthetic:targets-v0;synthetic:targets-v7;synthetic:text-v0;synthetic:text-v11;synthetic:texture-v0;synthetic:texture-v2,,
B0a,B4,bursty,-7.369550;-10.126774;-3.750121;-5.536471;-3.060936;-6.324911;-13.312200;-6.055623;-18.935781;-18.944792;-6.747769;-10.031370;-11.304016;-11.211428;-10.615124;-7.897264;-5.732117;-4.644817;-4.242319,-7.117182435196834,-10.488340004298804,0.5,еквівалентність у межах ±0.5 НЕ показана (90% CI [-10.49; -7.12]): різниця просто не встановлена,False,exploratory,-6.840039555929052,поза наперед оголошеною сім'єю; не коригується,False,False,-10.877320029790562,-8.728599076051541,paired cluster bootstrap over scenes,psnr_full,10000,19,19,1,19,1,9.999000099990002e-05,nan,9.999000099990002e-05,"двобічний bootstrap-тест на парних різницях (10000 перевибірок, seed 20240909)",3.814697265625e-06,synthetic:grid-v6,,True,False,scene,synthetic:clouds-v0;synthetic:clouds-v4;synthetic:edges-v0;synthetic:edges-v9;synthetic:grid-v0;synthetic:horizon-v0;synthetic:horizon-v3;synthetic:illumination-v0;synthetic:lowlight-v0;synthetic:lowlight-v8;synthetic:road-v0;synthetic:road-v5;synthetic:smooth-v0;synthetic:targets-v0;synthetic:targets-v7;synthetic:text-v0;synthetic:text-v11;synthetic:texture-v0;synthetic:texture-v2,synthetic:grid-v6,
B0a,B4t,bursty,-10.842243;-12.221408;-10.892994;-11.416879;-3.770710;-12.226876;-14.240692;-11.656404;-20.796052;-19.867971;-8.827514;-11.535610;-14.455249;-13.441307;-13.320072;-8.223813;-8.174581;-5.206197;-5.505553,-9.810531163352397,-13.03186041917273,0.5,еквівалентність у межах ±0.5 НЕ показана (90% CI [-13.03; -9.81]): різниця просто не встановлена,False,exploratory,-9.551013033512604,поза наперед оголошеною сім'єю; не коригується,False,False,-13.358485407199082,-11.401164464125072,paired cluster bootstrap over scenes,psnr_full,10000,19,19,1,19,1,9.999000099990002e-05,nan,9.999000099990002e-05,"двобічний bootstrap-тест на парних різницях (10000 перевибірок, seed 20240909)",3.814697265625e-06,synthetic:grid-v6,,True,False,scene,synthetic:clouds-v0;synthetic:clouds-v4;synthetic:edges-v0;synthetic:edges-v9;synthetic:grid-v0;synthetic:horizon-v0;synthetic:horizon-v3;synthetic:illumination-v0;synthetic:lowlight-v0;synthetic:lowlight-v8;synthetic:road-v0;synthetic:road-v5;synthetic:smooth-v0;synthetic:targets-v0;synthetic:targets-v7;synthetic:text-v0;synthetic:text-v11;synthetic:texture-v0;synthetic:texture-v2,synthetic:grid-v6,
B0a,P,bursty,-10.080221;-11.472132;-9.895109;-9.247800;-2.928177;-11.392022;-13.544315;-7.689886;-19.882593;-19.328567;-6.727897;-10.351602;-15.070224;-11.851321;-12.446891;-6.855377;-4.006702;-4.346478,-8.642940174535369,-12.222040231066176,0.5,еквівалентність у межах ±0.5 НЕ показана (90% CI [-12.22; -8.64]): різниця просто не встановлена,False,exploratory,-8.34643094067518,поза наперед оголошеною сім'єю; не коригується,False,False,-12.578964298628382,-10.39540638738939,paired cluster bootstrap over scenes,psnr_full,10000,18,18,2,18,2,9.999000099990002e-05,nan,9.999000099990002e-05,"двобічний bootstrap-тест на парних різницях (10000 перевибірок, seed 20240909)",7.62939453125e-06,synthetic:grid-v6;synthetic:text-v11,,True,False,scene,synthetic:clouds-v0;synthetic:clouds-v4;synthetic:edges-v0;synthetic:edges-v9;synthetic:grid-v0;synthetic:horizon-v0;synthetic:horizon-v3;synthetic:illumination-v0;synthetic:lowlight-v0;synthetic:lowlight-v8;synthetic:road-v0;synthetic:road-v5;synthetic:smooth-v0;synthetic:targets-v0;synthetic:targets-v7;synthetic:text-v0;synthetic:texture-v0;synthetic:texture-v2,synthetic:grid-v6;synthetic:text-v11,
B0a-R,B0d,bursty,-2.045618;-4.394948;1.191073;-0.666927;0.009353;-1.664064;-7.311053;-1.309975;-14.262700;-14.804127;-2.068237;-4.702057;-6.317973;-6.256002;-5.207607;-3.653293;-0.961702;1.480671;0.390437,-2.2282414595259503,-5.574266773122157,0.5,еквівалентність у межах ±0.5 НЕ показана (90% CI [-5.57; -2.23]): різниця просто не встановлена,False,exploratory,-1.9759165186210508,поза наперед оголошеною сім'єю; не коригується,False,False,-5.949977596374921,-3.818670906329839,paired cluster bootstrap over scenes,psnr_full,10000,19,19,1,19,1,0.00039996000399960006,nan,0.00039996000399960006,"двобічний bootstrap-тест на парних різницях (10000 перевибірок, seed 20240909)",0.000522613525390625,synthetic:grid-v6,,True,False,scene,synthetic:clouds-v0;synthetic:clouds-v4;synthetic:edges-v0;synthetic:edges-v9;synthetic:grid-v0;synthetic:horizon-v0;synthetic:horizon-v3;synthetic:illumination-v0;synthetic:lowlight-v0;synthetic:lowlight-v8;synthetic:road-v0;synthetic:road-v5;synthetic:smooth-v0;synthetic:targets-v0;synthetic:targets-v7;synthetic:text-v0;synthetic:text-v11;synthetic:texture-v0;synthetic:texture-v2,synthetic:grid-v6,
B0a-R,B1,bursty,5.436231;5.789781;4.840272;5.519716;3.256133;5.328002;4.985218;6.145086;5.302919;4.650238;4.280422;4.733977;5.148757;5.319156;5.143259;5.468791;4.391595;4.959622;6.181941;4.664351,5.311094329219737,4.830316704516568,0.5,еквівалентність у межах ±0.5 НЕ показана (90% CI [+4.83; +5.31]): різниця просто не встановлена,False,exploratory,5.355714432345541,поза наперед оголошеною сім'єю; не коригується,False,False,4.779091274244632,5.077273375129268,paired cluster bootstrap over scenes,psnr_full,10000,20,20,0,20,0,9.999000099990002e-05,nan,9.999000099990002e-05,"двобічний bootstrap-тест на парних різницях (10000 перевибірок, seed 20240909)",1.9073486328125e-06,,,True,False,scene,synthetic:clouds-v0;synthetic:clouds-v4;synthetic:edges-v0;synthetic:edges-v9;synthetic:grid-v0;synthetic:grid-v6;synthetic:horizon-v0;synthetic:horizon-v3;synthetic:illumination-v0;synthetic:lowlight-v0;synthetic:lowlight-v8;synthetic:road-v0;synthetic:road-v5;synthetic:smooth-v0;synthetic:targets-v0;synthetic:targets-v7;synthetic:text-v0;synthetic:text-v11;synthetic:texture-v0;synthetic:texture-v2,,
B0a-R,B2,bursty,5.452905;5.810882;4.868034;5.470744;3.254145;5.364940;5.004089;6.126245;5.311599;4.636977;4.277555;4.770583;5.094019;5.378866;5.154138;5.572980;4.288695;4.937984;6.173479;4.647446,5.317188366227857,4.828852325488723,0.5,еквівалентність у межах ±0.5 НЕ показана (90% CI [+4.83; +5.32]): різниця просто не встановлена,False,exploratory,5.361262078323165,поза наперед оголошеною сім'єю; не коригується,False,False,4.777222750684129,5.0798151835827055,paired cluster bootstrap over scenes,psnr_full,10000,20,20,0,20,0,9.999000099990002e-05,nan,9.999000099990002e-05,"двобічний bootstrap-тест на парних різницях (10000 перевибірок, seed 20240909)",1.9073486328125e-06,,,True,False,scene,synthetic:clouds-v0;synthetic:clouds-v4;synthetic:edges-v0;synthetic:edges-v9;synthetic:grid-v0;synthetic:grid-v6;synthetic:horizon-v0;synthetic:horizon-v3;synthetic:illumination-v0;synthetic:lowlight-v0;synthetic:lowlight-v8;synthetic:road-v0;synthetic:road-v5;synthetic:smooth-v0;synthetic:targets-v0;synthetic:targets-v7;synthetic:text-v0;synthetic:text-v11;synthetic:texture-v0;synthetic:texture-v2,,
B0a-R,B3,bursty,-11.489438;-12.597693;-11.969419;-11.701746;-4.181737;-5.473161;-11.776112;-12.435210;-11.120859;-17.717625;-19.296814;-8.124563;-11.698968;-15.364004;-12.592831;-13.252674;-8.205502;-8.942552;-4.018158;-5.935342,-9.429553770103224,-12.355969227892695,0.5,еквівалентність у межах ±0.5 НЕ показана (90% CI [-12.36; -9.43]): різниця просто не встановлена,False,exploratory,-9.172500854845264,поза наперед оголошеною сім'єю; не коригується,False,False,-12.660366848886262,-10.894720359837876,paired cluster bootstrap over scenes,psnr_full,10000,20,20,0,20,0,9.999000099990002e-05,nan,9.999000099990002e-05,"двобічний bootstrap-тест на парних різницях (10000 перевибірок, seed 20240909)",1.9073486328125e-06,,,True,False,scene,synthetic:clouds-v0;synthetic:clouds-v4;synthetic:edges-v0;synthetic:edges-v9;synthetic:grid-v0;synthetic:grid-v6;synthetic:horizon-v0;synthetic:horizon-v3;synthetic:illumination-v0;synthetic:lowlight-v0;synthetic:lowlight-v8;synthetic:road-v0;synthetic:road-v5;synthetic:smooth-v0;synthetic:targets-v0;synthetic:targets-v7;synthetic:text-v0;synthetic:text-v11;synthetic:texture-v0;synthetic:texture-v2,,
B0a-R,B4,bursty,-1.964570;-4.421031;0.708232;-0.423402;0.110035;-1.490972;-7.275228;-1.158511;-14.326324;-14.685581;-2.109975;-4.915826;-5.980505;-6.135765;-5.221402;-3.626381;-0.805624;1.471981;0.353827,-2.191057577643725,-5.528636238421435,0.5,еквівалентність у межах ±0.5 НЕ показана (90% CI [-5.53; -2.19]): різниця просто не встановлена,False,exploratory,-1.9462273011114748,поза наперед оголошеною сім'єю; не коригується,False,False,-5.90346255200157,-3.7840538142455133,paired cluster bootstrap over scenes,psnr_full,10000,19,19,1,19,1,0.0004999500049995,nan,0.0004999500049995,"двобічний bootstrap-тест на парних різницях (10000 перевибірок, seed 20240909)",0.00041961669921875,synthetic:grid-v6,,True,False,scene,synthetic:clouds-v0;synthetic:clouds-v4;synthetic:edges-v0;synthetic:edges-v9;synthetic:grid-v0;synthetic:horizon-v0;synthetic:horizon-v3;synthetic:illumination-v0;synthetic:lowlight-v0;synthetic:lowlight-v8;synthetic:road-v0;synthetic:road-v5;synthetic:smooth-v0;synthetic:targets-v0;synthetic:targets-v7;synthetic:text-v0;synthetic:text-v11;synthetic:texture-v0;synthetic:texture-v2,synthetic:grid-v6,
B0a-R,B4t,bursty,-5.437263;-6.515664;-6.434640;-6.303811;-0.599740;-7.392937;-8.203720;-6.759293;-16.186596;-15.608760;-4.189720;-6.420066;-9.131738;-8.365643;-7.926350;-3.952931;-3.248088;0.910602;-0.909407,-4.904562250423495,-8.058726288123184,0.5,еквівалентність у межах ±0.5 НЕ показана (90% CI [-8.06; -4.90]): різниця просто не встановлена,False,exploratory,-4.6265113089965295,поза наперед оголошеною сім'єю; не коригується,False,False,-8.39936121618888,-6.456619202319042,paired cluster bootstrap over scenes,psnr_full,10000,19,19,1,19,1,9.999000099990002e-05,nan,9.999000099990002e-05,"двобічний bootstrap-тест на парних різницях (10000 перевибірок, seed 20240909)",1.9073486328125e-05,synthetic:grid-v6,,True,False,scene,synthetic:clouds-v0;synthetic:clouds-v4;synthetic:edges-v0;synthetic:edges-v9;synthetic:grid-v0;synthetic:horizon-v0;synthetic:horizon-v3;synthetic:illumination-v0;synthetic:lowlight-v0;synthetic:lowlight-v8;synthetic:road-v0;synthetic:road-v5;synthetic:smooth-v0;synthetic:targets-v0;synthetic:targets-v7;synthetic:text-v0;synthetic:text-v11;synthetic:texture-v0;synthetic:texture-v2,synthetic:grid-v6,
B0a-R,P,bursty,-4.675242;-5.766389;-5.436756;-4.134731;0.242793;-6.558083;-7.507343;-2.792775;-15.273137;-15.069356;-2.090103;-5.236058;-9.746713;-6.775657;-7.053170;-2.584494;2.110097;0.249668,-3.753798090096672,-7.249649018835327,0.5,еквівалентність у межах ±0.5 НЕ показана (90% CI [-7.25; -3.75]): різниця просто не встановлена,False,exploratory,-3.4572628792078532,поза наперед оголошеною сім'єю; не коригується,False,False,-7.623815842380413,-5.449858215668098,paired cluster bootstrap over scenes,psnr_full,10000,18,18,2,18,2,9.999000099990002e-05,nan,9.999000099990002e-05,"двобічний bootstrap-тест на парних різницях (10000 перевибірок, seed 20240909)",0.00014495849609375,synthetic:grid-v6;synthetic:text-v11,,True,False,scene,synthetic:clouds-v0;synthetic:clouds-v4;synthetic:edges-v0;synthetic:edges-v9;synthetic:grid-v0;synthetic:horizon-v0;synthetic:horizon-v3;synthetic:illumination-v0;synthetic:lowlight-v0;synthetic:lowlight-v8;synthetic:road-v0;synthetic:road-v5;synthetic:smooth-v0;synthetic:targets-v0;synthetic:targets-v7;synthetic:text-v0;synthetic:texture-v0;synthetic:texture-v2,synthetic:grid-v6;synthetic:text-v11,
B0d,B1,bursty,7.481849;10.184729;3.649199;6.186643;3.246781;6.649282;13.456138;6.612893;18.912938;19.084549;6.802214;9.850813;11.637129;11.399262;10.676398;8.044888;5.921324;4.701270;4.273915,10.627111070669633,7.284172414340962,0.5,еквівалентність у межах ±0.5 НЕ показана (90% CI [+7.28; +10.63]): різниця просто не встановлена,False,exploratory,11.0137052031292,поза наперед оголошеною сім'єю; не коригується,False,False,7.0023736612880025,8.882748026741519,paired cluster bootstrap over scenes,psnr_full,10000,19,19,1,19,1,9.999000099990002e-05,nan,9.999000099990002e-05,"двобічний bootstrap-тест на парних різницях (10000 перевибірок, seed 20240909)",3.814697265625e-06,,synthetic:grid-v6,True,False,scene,synthetic:clouds-v0;synthetic:clouds-v4;synthetic:edges-v0;synthetic:edges-v9;synthetic:grid-v0;synthetic:horizon-v0;synthetic:horizon-v3;synthetic:illumination-v0;synthetic:lowlight-v0;synthetic:lowlight-v8;synthetic:road-v0;synthetic:road-v5;synthetic:smooth-v0;synthetic:targets-v0;synthetic:targets-v7;synthetic:text-v0;synthetic:text-v11;synthetic:texture-v0;synthetic:texture-v2,,synthetic:grid-v6
B0d,B2,bursty,7.498523;10.205830;3.676961;6.137670;3.244792;6.668153;13.437298;6.621574;18.899677;19.081681;6.838820;9.796076;11.696838;11.410140;10.780587;7.941988;5.899686;4.692808;4.257010,10.624668017393274,7.280807118411402,0.5,еквівалентність у межах ±0.5 НЕ показана (90% CI [+7.28; +10.62]): різниця просто не встановлена,False,exploratory,11.009679031403275,поза наперед оголошеною сім'єю; не коригується,False,False,6.998448588401025,8.883479538017806,paired cluster bootstrap over scenes,psnr_full,10000,19,19,1,19,1,9.999000099990002e-05,nan,9.999000099990002e-05,"двобічний bootstrap-тест на парних різницях (10000 перевибірок, seed 20240909)",3.814697265625e-06,,synthetic:grid-v6,True,False,scene,synthetic:clouds-v0;synthetic:clouds-v4;synthetic:edges-v0;synthetic:edges-v9;synthetic:grid-v0;synthetic:horizon-v0;synthetic:horizon-v3;synthetic:illumination-v0;synthetic:lowlight-v0;synthetic:lowlight-v8;synthetic:road-v0;synthetic:road-v5;synthetic:smooth-v0;synthetic:targets-v0;synthetic:targets-v7;synthetic:text-v0;synthetic:text-v11;synthetic:texture-v0;synthetic:texture-v2,,synthetic:grid-v6
B0d,B3,bursty,-9.443821;-8.202745;-13.160492;-11.034819;-4.191090;-10.112048;-5.124157;-9.810884;-3.454925;-4.492687;-6.056326;-6.996911;-9.046031;-6.336829;-8.045067;-4.552209;-7.980851;-5.498829;-6.325778,-6.418014449958648,-8.329436077082226,0.5,еквівалентність у межах ±0.5 НЕ показана (90% CI [-8.33; -6.42]): різниця просто не встановлена,False,exploratory,-6.244076711522982,поза наперед оголошеною сім'єю; не коригується,False,False,-8.493810886542626,-7.3613946890169295,paired cluster bootstrap over scenes,psnr_full,10000,19,19,1,19,1,9.999000099990002e-05,nan,9.999000099990002e-05,"двобічний bootstrap-тест на парних різницях (10000 перевибірок, seed 20240909)",3.814697265625e-06,,synthetic:grid-v6,True,False,scene,synthetic:clouds-v0;synthetic:clouds-v4;synthetic:edges-v0;synthetic:edges-v9;synthetic:grid-v0;synthetic:horizon-v0;synthetic:horizon-v3;synthetic:illumination-v0;synthetic:lowlight-v0;synthetic:lowlight-v8;synthetic:road-v0;synthetic:road-v5;synthetic:smooth-v0;synthetic:targets-v0;synthetic:targets-v7;synthetic:text-v0;synthetic:text-v11;synthetic:texture-v0;synthetic:texture-v2,,synthetic:grid-v6
B0d,B4,bursty,0.081047;-0.026083;-0.482841;0.243524;0.100682;0.173092;0.035824;0.151463;-0.063624;0.118546;-0.041738;-0.213769;0.337468;0.120238;-0.013795;0.026912;0.156078;-0.008690;-0.036610,0.09672643553056055,-0.033585686943496944,0.5,еквівалентність у межах ±0.5 показана (90% CI [-0.03; +0.10]),True,exploratory,0.10707733222680546,поза наперед оголошеною сім'єю; не коригується,False,False,-0.049286025099581826,0.034617092084325514,paired cluster bootstrap over scenes,psnr_full,10000,19,19,0,19,0,0.37706229377062295,nan,0.37706229377062295,"двобічний bootstrap-тест на парних різницях (10000 перевибірок, seed 20240909)",0.1956329345703125,,,False,False,scene,synthetic:clouds-v0;synthetic:clouds-v4;synthetic:edges-v0;synthetic:edges-v9;synthetic:grid-v0;synthetic:horizon-v0;synthetic:horizon-v3;synthetic:illumination-v0;synthetic:lowlight-v0;synthetic:lowlight-v8;synthetic:road-v0;synthetic:road-v5;synthetic:smooth-v0;synthetic:targets-v0;synthetic:targets-v7;synthetic:text-v0;synthetic:text-v11;synthetic:texture-v0;synthetic:texture-v2,,
B0d,B4t,bursty,-3.391645;-2.120716;-7.625713;-5.636884;-0.609092;-5.728873;-0.892668;-5.449318;-1.923896;-0.804633;-2.121483;-1.718010;-2.813765;-2.109641;-2.718744;-0.299638;-2.286386;-0.570069;-1.299843,-1.9306499643496493,-3.4117933228167274,0.5,еквівалентність у межах ±0.5 НЕ показана (90% CI [-3.41; -1.93]): різниця просто не встановлена,False,exploratory,-1.8012794764126259,поза наперед оголошеною сім'єю; не коригується,False,False,-3.556101147494119,-2.637948295989203,paired cluster bootstrap over scenes,psnr_full,10000,19,19,0,19,0,9.999000099990002e-05,nan,9.999000099990002e-05,"двобічний bootstrap-тест на парних різницях (10000 перевибірок, seed 20240909)",3.814697265625e-06,,,True,False,scene,synthetic:clouds-v0;synthetic:clouds-v4;synthetic:edges-v0;synthetic:edges-v9;synthetic:grid-v0;synthetic:horizon-v0;synthetic:horizon-v3;synthetic:illumination-v0;synthetic:lowlight-v0;synthetic:lowlight-v8;synthetic:road-v0;synthetic:road-v5;synthetic:smooth-v0;synthetic:targets-v0;synthetic:targets-v7;synthetic:text-v0;synthetic:text-v11;synthetic:texture-v0;synthetic:texture-v2,,
B0d,P,bursty,-2.629624;-1.371441;-6.627829;-3.467804;0.233441;-4.894019;-0.196291;-1.482800;-1.010437;-0.265229;-0.021866;-0.534002;-3.428740;-0.519655;-1.845563;1.068799;0.629426;-0.140769,-0.7439139587677652,-2.2748897879014724,0.5,еквівалентність у межах ±0.5 НЕ показана (90% CI [-2.27; -0.74]): різниця просто не встановлена,False,pre-declared,-0.619640671211221,,True,False,-2.4375955625826715,-1.472466806555522,paired cluster bootstrap over scenes,psnr_full,10000,18,18,1,18,1,0.0018998100189981002,0.0029997000299970002,0.0018998100189981002,"двобічний bootstrap-тест на парних різницях (10000 перевибірок, seed 20240909)",0.00400543212890625,synthetic:text-v11,,True,True,scene,synthetic:clouds-v0;synthetic:clouds-v4;synthetic:edges-v0;synthetic:edges-v9;synthetic:grid-v0;synthetic:horizon-v0;synthetic:horizon-v3;synthetic:illumination-v0;synthetic:lowlight-v0;synthetic:lowlight-v8;synthetic:road-v0;synthetic:road-v5;synthetic:smooth-v0;synthetic:targets-v0;synthetic:targets-v7;synthetic:text-v0;synthetic:texture-v0;synthetic:texture-v2,synthetic:text-v11,
B1,B2,bursty,0.016674;0.021102;0.027762;-0.048972;-0.001989;0.036937;0.018870;-0.018841;0.008681;-0.013261;-0.002868;0.036606;-0.054738;0.059709;0.010878;0.104189;-0.102900;-0.021638;-0.008462;-0.016905,0.018111312930862714,-0.013140137343991465,0.5,еквівалентність у межах ±0.5 показана (90% CI [-0.01; +0.02]),True,exploratory,0.02101065796653848,поза наперед оголошеною сім'єю; не коригується,False,False,-0.016101311628123536,0.002541808453438321,paired cluster bootstrap over scenes,psnr_full,10000,20,20,0,20,0,0.7836216378362164,nan,0.7836216378362164,"двобічний bootstrap-тест на парних різницях (10000 перевибірок, seed 20240909)",0.6742229461669922,,,False,False,scene,synthetic:clouds-v0;synthetic:clouds-v4;synthetic:edges-v0;synthetic:edges-v9;synthetic:grid-v0;synthetic:grid-v6;synthetic:horizon-v0;synthetic:horizon-v3;synthetic:illumination-v0;synthetic:lowlight-v0;synthetic:lowlight-v8;synthetic:road-v0;synthetic:road-v5;synthetic:smooth-v0;synthetic:targets-v0;synthetic:targets-v7;synthetic:text-v0;synthetic:text-v11;synthetic:texture-v0;synthetic:texture-v2,,
B1,B3,bursty,-16.925670;-18.387474;-16.809690;-17.221462;-7.437870;-10.801163;-16.761330;-18.580296;-16.423777;-22.367863;-23.577236;-12.858541;-16.847724;-20.683160;-17.736090;-18.721465;-12.597097;-13.902174;-10.200100;-10.599693,-14.445307909747902,-17.45859122459041,0.5,еквівалентність у межах ±0.5 НЕ показана (90% CI [-17.46; -14.45]): різниця просто не встановлена,False,exploratory,-14.169582201172142,поза наперед оголошеною сім'єю; не коригується,False,False,-17.74172341735477,-15.971993734967146,paired cluster bootstrap over scenes,psnr_full,10000,20,20,0,20,0,9.999000099990002e-05,nan,9.999000099990002e-05,"двобічний bootstrap-тест на парних різницях (10000 перевибірок, seed 20240909)",1.9073486328125e-06,,,True,False,scene,synthetic:clouds-v0;synthetic:clouds-v4;synthetic:edges-v0;synthetic:edges-v9;synthetic:grid-v0;synthetic:grid-v6;synthetic:horizon-v0;synthetic:horizon-v3;synthetic:illumination-v0;synthetic:lowlight-v0;synthetic:lowlight-v8;synthetic:road-v0;synthetic:road-v5;synthetic:smooth-v0;synthetic:targets-v0;synthetic:targets-v7;synthetic:text-v0;synthetic:text-v11;synthetic:texture-v0;synthetic:texture-v2,,
