accumulation_rows,admissible,bits_per_symbol,burst_lines,burst_symbol_rows,claimed_bound_bytes,column_twist,correctable_erasures,correctable_errors,frac_positions_stripe_lost,frac_positions_uncorrectable,mean_damaged_bytes,n_burst_positions,n_descriptions,n_rs_blocks_per_unit,n_units_placed,reason,rs_k,rs_nsym,scheme,survives_as_errors,symbols_per_byte,worst_damaged_bytes,worst_damaged_symbols,worst_unit
278,True,2,16,9,59,3,128,64,0.0,0.0,37.92,270,2,5,6,,127,128,bawp-8,True,4,78,234,0
278,True,2,24,13,85,3,128,64,0.0,0.0,50.61,266,2,5,6,,127,128,bawp-8,True,4,104,338,0
278,True,2,32,17,111,3,128,64,0.0,0.0,63.3,262,2,5,6,,127,128,bawp-8,True,4,129,438,0
278,True,2,48,25,163,3,128,64,0.0,0.0,88.7,254,2,5,6,,127,128,bawp-8,True,4,179,638,0
278,True,2,64,33,215,3,128,64,0.0,0.8943,114.11,246,2,5,6,,127,128,bawp-8,False,4,229,838,0
278,True,2,1,1,13,0,128,64,0.0,0.0,12.55,278,4,5,4,,127,128,bawp-8,True,4,51,51,0
278,True,2,2,2,26,0,128,64,0.0,0.0,15.79,277,4,5,4,,127,128,bawp-8,True,4,64,102,0
278,True,2,4,3,39,0,128,64,0.0,0.0,19.03,276,4,5,4,,127,128,bawp-8,True,4,77,153,0
278,True,2,8,5,64,0,128,64,0.0,0.0,25.51,274,4,5,4,,127,128,bawp-8,True,4,102,255,0
278,True,2,16,9,115,0,128,64,0.0,0.0,38.49,270,4,5,4,,127,128,bawp-8,True,4,153,459,0
278,True,2,24,13,166,0,128,64,0.0,0.0,51.48,266,4,5,4,,127,128,bawp-8,True,4,204,663,0
278,True,2,32,17,217,0,128,64,0.0,0.874,64.49,262,4,5,4,,127,128,bawp-8,False,4,255,867,0
278,True,2,48,25,319,0,128,64,0.0,0.9646,90.55,254,4,5,4,,127,128,bawp-8,False,4,357,1275,0
278,True,2,64,33,421,0,128,64,0.0,1.0,116.68,246,4,5,4,,127,128,bawp-8,False,4,459,1683,0
278,True,2,1,1,13,1,128,64,0.0,0.0,12.55,278,4,5,4,,127,128,bawp-8,True,4,51,51,0
278,True,2,2,2,26,1,128,64,0.0,0.0,15.79,277,4,5,4,,127,128,bawp-8,True,4,64,102,0
278,True,2,4,3,39,1,128,64,0.0,0.0,19.03,276,4,5,4,,127,128,bawp-8,True,4,77,153,0
278,True,2,8,5,64,1,128,64,0.0,0.0,25.51,274,4,5,4,,127,128,bawp-8,True,4,102,255,0
278,True,2,16,9,115,1,128,64,0.0,0.0,38.49,270,4,5,4,,127,128,bawp-8,True,4,153,459,0
278,True,2,24,13,166,1,128,64,0.0,0.0,51.48,266,4,5,4,,127,128,bawp-8,True,4,204,663,0
278,True,2,32,17,217,1,128,64,0.0,0.874,64.49,262,4,5,4,,127,128,bawp-8,False,4,255,867,0
278,True,2,48,25,319,1,128,64,0.0,0.9646,90.55,254,4,5,4,,127,128,bawp-8,False,4,357,1275,0
278,True,2,64,33,421,1,128,64,0.0,1.0,116.68,246,4,5,4,,127,128,bawp-8,False,4,459,1683,0
278,True,2,1,1,13,3,128,64,0.0,0.0,12.55,278,4,5,4,,127,128,bawp-8,True,4,51,51,0
278,True,2,2,2,26,3,128,64,0.0,0.0,15.79,277,4,5,4,,127,128,bawp-8,True,4,64,102,0
278,True,2,4,3,39,3,128,64,0.0,0.0,19.03,276,4,5,4,,127,128,bawp-8,True,4,77,153,0
278,True,2,8,5,64,3,128,64,0.0,0.0,25.51,274,4,5,4,,127,128,bawp-8,True,4,102,255,0
278,True,2,16,9,115,3,128,64,0.0,0.0,38.49,270,4,5,4,,127,128,bawp-8,True,4,153,459,0
278,True,2,24,13,166,3,128,64,0.0,0.0,51.48,266,4,5,4,,127,128,bawp-8,True,4,204,663,0
278,True,2,32,17,217,3,128,64,0.0,0.874,64.49,262,4,5,4,,127,128,bawp-8,False,4,255,867,0
278,True,2,48,25,319,3,128,64,0.0,0.9646,90.55,254,4,5,4,,127,128,bawp-8,False,4,357,1275,0
278,True,2,64,33,421,3,128,64,0.0,1.0,116.68,246,4,5,4,,127,128,bawp-8,False,4,459,1683,0
278,True,2,1,1,4,0,128,64,0.0,0.0,12.55,278,1,5,6,,127,128,bawp-16,True,4,13,13,0
278,True,2,2,2,7,0,128,64,0.0,0.0,15.67,277,1,5,6,,127,128,bawp-16,True,4,20,26,0
278,True,2,4,3,10,0,128,64,0.0,0.0,18.82,276,1,5,6,,127,128,bawp-16,True,4,20,39,0
278,True,2,8,5,17,0,128,64,0.0,0.0,25.09,274,1,5,6,,127,128,bawp-16,True,4,26,65,0
278,True,2,16,9,30,0,128,64,0.0,0.0,37.64,270,1,5,6,,127,128,bawp-16,True,4,39,117,0
278,True,2,24,13,43,0,128,64,0.0,0.0,50.18,266,1,5,6,,127,128,bawp-16,True,4,52,169,0
278,True,2,32,17,56,0,128,64,0.0,0.0,62.72,262,1,5,6,,127,128,bawp-16,True,4,65,221,0
278,True,2,48,25,82,0,128,64,0.0,0.0,87.8,254,1,5,6,,127,128,bawp-16,True,4,91,325,0
278,True,2,64,33,108,0,128,64,0.0,0.0,112.88,246,1,5,6,,127,128,bawp-16,True,4,117,429,0
278,True,2,1,1,4,1,128,64,0.0,0.0,12.55,278,1,5,6,,127,128,bawp-16,True,4,13,13,0
278,True,2,2,2,7,1,128,64,0.0,0.0,15.67,277,1,5,6,,127,128,bawp-16,True,4,20,26,0
278,True,2,4,3,10,1,128,64,0.0,0.0,18.82,276,1,5,6,,127,128,bawp-16,True,4,20,39,0
278,True,2,8,5,17,1,128,64,0.0,0.0,25.09,274,1,5,6,,127,128,bawp-16,True,4,26,65,0
278,True,2,16,9,30,1,128,64,0.0,0.0,37.64,270,1,5,6,,127,128,bawp-16,True,4,39,117,0
278,True,2,24,13,43,1,128,64,0.0,0.0,50.18,266,1,5,6,,127,128,bawp-16,True,4,52,169,0
278,True,2,32,17,56,1,128,64,0.0,0.0,62.72,262,1,5,6,,127,128,bawp-16,True,4,65,221,0
278,True,2,48,25,82,1,128,64,0.0,0.0,87.8,254,1,5,6,,127,128,bawp-16,True,4,91,325,0
278,True,2,64,33,108,1,128,64,0.0,0.0,112.88,246,1,5,6,,127,128,bawp-16,True,4,117,429,0
278,True,2,1,1,4,3,128,64,0.0,0.0,12.55,278,1,5,6,,127,128,bawp-16,True,4,13,13,0
278,True,2,2,2,7,3,128,64,0.0,0.0,15.67,277,1,5,6,,127,128,bawp-16,True,4,20,26,0
278,True,2,4,3,10,3,128,64,0.0,0.0,18.82,276,1,5,6,,127,128,bawp-16,True,4,20,39,0
278,True,2,8,5,17,3,128,64,0.0,0.0,25.09,274,1,5,6,,127,128,bawp-16,True,4,26,65,0
278,True,2,16,9,30,3,128,64,0.0,0.0,37.64,270,1,5,6,,127,128,bawp-16,True,4,39,117,0
278,True,2,24,13,43,3,128,64,0.0,0.0,50.18,266,1,5,6,,127,128,bawp-16,True,4,52,169,0
278,True,2,32,17,56,3,128,64,0.0,0.0,62.72,262,1,5,6,,127,128,bawp-16,True,4,65,221,0
278,True,2,48,25,82,3,128,64,0.0,0.0,87.8,254,1,5,6,,127,128,bawp-16,True,4,91,325,0
278,True,2,64,33,108,3,128,64,0.0,0.0,112.88,246,1,5,6,,127,128,bawp-16,True,4,117,429,0
278,True,2,1,1,7,0,128,64,0.0,0.0,12.55,278,2,5,6,,127,128,bawp-16,True,4,26,26,0
278,True,2,2,2,13,0,128,64,0.0,0.0,15.72,277,2,5,6,,127,128,bawp-16,True,4,33,52,0
278,True,2,4,3,20,0,128,64,0.0,0.0,18.89,276,2,5,6,,127,128,bawp-16,True,4,40,78,0
278,True,2,8,5,33,0,128,64,0.0,0.0,25.23,274,2,5,6,,127,128,bawp-16,True,4,52,130,0
278,True,2,16,9,59,0,128,64,0.0,0.0,37.92,270,2,5,6,,127,128,bawp-16,True,4,78,234,0
278,True,2,24,13,85,0,128,64,0.0,0.0,50.61,266,2,5,6,,127,128,bawp-16,True,4,104,338,0
278,True,2,32,17,111,0,128,64,0.0,0.0,63.3,262,2,5,6,,127,128,bawp-16,True,4,129,438,0
278,True,2,48,25,163,0,128,64,0.0,0.0,88.7,254,2,5,6,,127,128,bawp-16,True,4,179,638,0
278,True,2,64,33,215,0,128,64,0.0,0.8943,114.11,246,2,5,6,,127,128,bawp-16,False,4,229,838,0
278,True,2,1,1,7,1,128,64,0.0,0.0,12.55,278,2,5,6,,127,128,bawp-16,True,4,26,26,0
278,True,2,2,2,13,1,128,64,0.0,0.0,15.72,277,2,5,6,,127,128,bawp-16,True,4,33,52,0
278,True,2,4,3,20,1,128,64,0.0,0.0,18.89,276,2,5,6,,127,128,bawp-16,True,4,40,78,0
278,True,2,8,5,33,1,128,64,0.0,0.0,25.23,274,2,5,6,,127,128,bawp-16,True,4,52,130,0
278,True,2,16,9,59,1,128,64,0.0,0.0,37.92,270,2,5,6,,127,128,bawp-16,True,4,78,234,0
278,True,2,24,13,85,1,128,64,0.0,0.0,50.61,266,2,5,6,,127,128,bawp-16,True,4,104,338,0
278,True,2,32,17,111,1,128,64,0.0,0.0,63.3,262,2,5,6,,127,128,bawp-16,True,4,129,438,0
278,True,2,48,25,163,1,128,64,0.0,0.0,88.7,254,2,5,6,,127,128,bawp-16,True,4,179,638,0
278,True,2,64,33,215,1,128,64,0.0,0.8943,114.11,246,2,5,6,,127,128,bawp-16,False,4,229,838,0
278,True,2,1,1,7,3,128,64,0.0,0.0,12.55,278,2,5,6,,127,128,bawp-16,True,4,26,26,0
278,True,2,2,2,13,3,128,64,0.0,0.0,15.72,277,2,5,6,,127,128,bawp-16,True,4,33,52,0
278,True,2,4,3,20,3,128,64,0.0,0.0,18.89,276,2,5,6,,127,128,bawp-16,True,4,40,78,0
278,True,2,8,5,33,3,128,64,0.0,0.0,25.23,274,2,5,6,,127,128,bawp-16,True,4,52,130,0
278,True,2,16,9,59,3,128,64,0.0,0.0,37.92,270,2,5,6,,127,128,bawp-16,True,4,78,234,0
278,True,2,24,13,85,3,128,64,0.0,0.0,50.61,266,2,5,6,,127,128,bawp-16,True,4,104,338,0
278,True,2,32,17,111,3,128,64,0.0,0.0,63.3,262,2,5,6,,127,128,bawp-16,True,4,129,438,0
278,True,2,48,25,163,3,128,64,0.0,0.0,88.7,254,2,5,6,,127,128,bawp-16,True,4,179,638,0
278,True,2,64,33,215,3,128,64,0.0,0.8943,114.11,246,2,5,6,,127,128,bawp-16,False,4,229,838,0
278,True,2,1,1,13,0,128,64,0.0,0.0,12.55,278,4,5,4,,127,128,bawp-16,True,4,51,51,0
278,True,2,2,2,26,0,128,64,0.0,0.0,15.79,277,4,5,4,,127,128,bawp-16,True,4,64,102,0
278,True,2,4,3,39,0,128,64,0.0,0.0,19.03,276,4,5,4,,127,128,bawp-16,True,4,77,153,0
278,True,2,8,5,64,0,128,64,0.0,0.0,25.51,274,4,5,4,,127,128,bawp-16,True,4,102,255,0
278,True,2,16,9,115,0,128,64,0.0,0.0,38.49,270,4,5,4,,127,128,bawp-16,True,4,153,459,0
278,True,2,24,13,166,0,128,64,0.0,0.0,51.48,266,4,5,4,,127,128,bawp-16,True,4,204,663,0
278,True,2,32,17,217,0,128,64,0.0,0.874,64.49,262,4,5,4,,127,128,bawp-16,False,4,255,867,0
278,True,2,48,25,319,0,128,64,0.0,0.9646,90.55,254,4,5,4,,127,128,bawp-16,False,4,357,1275,0
278,True,2,64,33,421,0,128,64,0.0,1.0,116.68,246,4,5,4,,127,128,bawp-16,False,4,459,1683,0
278,True,2,1,1,13,1,128,64,0.0,0.0,12.55,278,4,5,4,,127,128,bawp-16,True,4,51,51,0
278,True,2,2,2,26,1,128,64,0.0,0.0,15.79,277,4,5,4,,127,128,bawp-16,True,4,64,102,0
278,True,2,4,3,39,1,128,64,0.0,0.0,19.03,276,4,5,4,,127,128,bawp-16,True,4,77,153,0
278,True,2,8,5,64,1,128,64,0.0,0.0,25.51,274,4,5,4,,127,128,bawp-16,True,4,102,255,0
278,True,2,16,9,115,1,128,64,0.0,0.0,38.49,270,4,5,4,,127,128,bawp-16,True,4,153,459,0
278,True,2,24,13,166,1,128,64,0.0,0.0,51.48,266,4,5,4,,127,128,bawp-16,True,4,204,663,0
278,True,2,32,17,217,1,128,64,0.0,0.874,64.49,262,4,5,4,,127,128,bawp-16,False,4,255,867,0
278,True,2,48,25,319,1,128,64,0.0,0.9646,90.55,254,4,5,4,,127,128,bawp-16,False,4,357,1275,0
278,True,2,64,33,421,1,128,64,0.0,1.0,116.68,246,4,5,4,,127,128,bawp-16,False,4,459,1683,0
278,True,2,1,1,13,3,128,64,0.0,0.0,12.55,278,4,5,4,,127,128,bawp-16,True,4,51,51,0
278,True,2,2,2,26,3,128,64,0.0,0.0,15.79,277,4,5,4,,127,128,bawp-16,True,4,64,102,0
278,True,2,4,3,39,3,128,64,0.0,0.0,19.03,276,4,5,4,,127,128,bawp-16,True,4,77,153,0
278,True,2,8,5,64,3,128,64,0.0,0.0,25.51,274,4,5,4,,127,128,bawp-16,True,4,102,255,0
278,True,2,16,9,115,3,128,64,0.0,0.0,38.49,270,4,5,4,,127,128,bawp-16,True,4,153,459,0
278,True,2,24,13,166,3,128,64,0.0,0.0,51.48,266,4,5,4,,127,128,bawp-16,True,4,204,663,0
278,True,2,32,17,217,3,128,64,0.0,0.874,64.49,262,4,5,4,,127,128,bawp-16,False,4,255,867,0
278,True,2,48,25,319,3,128,64,0.0,0.9646,90.55,254,4,5,4,,127,128,bawp-16,False,4,357,1275,0
278,True,2,64,33,421,3,128,64,0.0,1.0,116.68,246,4,5,4,,127,128,bawp-16,False,4,459,1683,0
278,True,2,1,1,4,0,128,64,0.0,0.0,12.55,278,1,5,6,,127,128,bawp-32,True,4,13,13,0
278,True,2,2,2,7,0,128,64,0.0,0.0,15.67,277,1,5,6,,127,128,bawp-32,True,4,20,26,0
278,True,2,4,3,10,0,128,64,0.0,0.0,18.82,276,1,5,6,,127,128,bawp-32,True,4,20,39,0
278,True,2,8,5,17,0,128,64,0.0,0.0,25.09,274,1,5,6,,127,128,bawp-32,True,4,26,65,0
278,True,2,16,9,30,0,128,64,0.0,0.0,37.64,270,1,5,6,,127,128,bawp-32,True,4,39,117,0
278,True,2,24,13,43,0,128,64,0.0,0.0,50.18,266,1,5,6,,127,128,bawp-32,True,4,52,169,0
278,True,2,32,17,56,0,128,64,0.0,0.0,62.72,262,1,5,6,,127,128,bawp-32,True,4,65,221,0
278,True,2,48,25,82,0,128,64,0.0,0.0,87.8,254,1,5,6,,127,128,bawp-32,True,4,91,325,0
278,True,2,64,33,108,0,128,64,0.0,0.0,112.88,246,1,5,6,,127,128,bawp-32,True,4,117,429,0
278,True,2,1,1,4,1,128,64,0.0,0.0,12.55,278,1,5,6,,127,128,bawp-32,True,4,13,13,0
278,True,2,2,2,7,1,128,64,0.0,0.0,15.67,277,1,5,6,,127,128,bawp-32,True,4,20,26,0
278,True,2,4,3,10,1,128,64,0.0,0.0,18.82,276,1,5,6,,127,128,bawp-32,True,4,20,39,0
278,True,2,8,5,17,1,128,64,0.0,0.0,25.09,274,1,5,6,,127,128,bawp-32,True,4,26,65,0
278,True,2,16,9,30,1,128,64,0.0,0.0,37.64,270,1,5,6,,127,128,bawp-32,True,4,39,117,0
278,True,2,24,13,43,1,128,64,0.0,0.0,50.18,266,1,5,6,,127,128,bawp-32,True,4,52,169,0
278,True,2,32,17,56,1,128,64,0.0,0.0,62.72,262,1,5,6,,127,128,bawp-32,True,4,65,221,0
278,True,2,48,25,82,1,128,64,0.0,0.0,87.8,254,1,5,6,,127,128,bawp-32,True,4,91,325,0
278,True,2,64,33,108,1,128,64,0.0,0.0,112.88,246,1,5,6,,127,128,bawp-32,True,4,117,429,0
278,True,2,1,1,4,3,128,64,0.0,0.0,12.55,278,1,5,6,,127,128,bawp-32,True,4,13,13,0
278,True,2,2,2,7,3,128,64,0.0,0.0,15.67,277,1,5,6,,127,128,bawp-32,True,4,20,26,0
278,True,2,4,3,10,3,128,64,0.0,0.0,18.82,276,1,5,6,,127,128,bawp-32,True,4,20,39,0
278,True,2,8,5,17,3,128,64,0.0,0.0,25.09,274,1,5,6,,127,128,bawp-32,True,4,26,65,0
278,True,2,16,9,30,3,128,64,0.0,0.0,37.64,270,1,5,6,,127,128,bawp-32,True,4,39,117,0
278,True,2,24,13,43,3,128,64,0.0,0.0,50.18,266,1,5,6,,127,128,bawp-32,True,4,52,169,0
278,True,2,32,17,56,3,128,64,0.0,0.0,62.72,262,1,5,6,,127,128,bawp-32,True,4,65,221,0
278,True,2,48,25,82,3,128,64,0.0,0.0,87.8,254,1,5,6,,127,128,bawp-32,True,4,91,325,0
278,True,2,64,33,108,3,128,64,0.0,0.0,112.88,246,1,5,6,,127,128,bawp-32,True,4,117,429,0
278,True,2,1,1,7,0,128,64,0.0,0.0,12.55,278,2,5,6,,127,128,bawp-32,True,4,26,26,0
278,True,2,2,2,13,0,128,64,0.0,0.0,15.72,277,2,5,6,,127,128,bawp-32,True,4,33,52,0
278,True,2,4,3,20,0,128,64,0.0,0.0,18.89,276,2,5,6,,127,128,bawp-32,True,4,40,78,0
278,True,2,8,5,33,0,128,64,0.0,0.0,25.23,274,2,5,6,,127,128,bawp-32,True,4,52,130,0
278,True,2,16,9,59,0,128,64,0.0,0.0,37.92,270,2,5,6,,127,128,bawp-32,True,4,78,234,0
278,True,2,24,13,85,0,128,64,0.0,0.0,50.61,266,2,5,6,,127,128,bawp-32,True,4,104,338,0
278,True,2,32,17,111,0,128,64,0.0,0.0,63.3,262,2,5,6,,127,128,bawp-32,True,4,129,438,0
278,True,2,48,25,163,0,128,64,0.0,0.0,88.7,254,2,5,6,,127,128,bawp-32,True,4,179,638,0
278,True,2,64,33,215,0,128,64,0.0,0.8943,114.11,246,2,5,6,,127,128,bawp-32,False,4,229,838,0
278,True,2,1,1,7,1,128,64,0.0,0.0,12.55,278,2,5,6,,127,128,bawp-32,True,4,26,26,0
278,True,2,2,2,13,1,128,64,0.0,0.0,15.72,277,2,5,6,,127,128,bawp-32,True,4,33,52,0
278,True,2,4,3,20,1,128,64,0.0,0.0,18.89,276,2,5,6,,127,128,bawp-32,True,4,40,78,0
278,True,2,8,5,33,1,128,64,0.0,0.0,25.23,274,2,5,6,,127,128,bawp-32,True,4,52,130,0
278,True,2,16,9,59,1,128,64,0.0,0.0,37.92,270,2,5,6,,127,128,bawp-32,True,4,78,234,0
278,True,2,24,13,85,1,128,64,0.0,0.0,50.61,266,2,5,6,,127,128,bawp-32,True,4,104,338,0
278,True,2,32,17,111,1,128,64,0.0,0.0,63.3,262,2,5,6,,127,128,bawp-32,True,4,129,438,0
278,True,2,48,25,163,1,128,64,0.0,0.0,88.7,254,2,5,6,,127,128,bawp-32,True,4,179,638,0
278,True,2,64,33,215,1,128,64,0.0,0.8943,114.11,246,2,5,6,,127,128,bawp-32,False,4,229,838,0
278,True,2,1,1,7,3,128,64,0.0,0.0,12.55,278,2,5,6,,127,128,bawp-32,True,4,26,26,0
278,True,2,2,2,13,3,128,64,0.0,0.0,15.72,277,2,5,6,,127,128,bawp-32,True,4,33,52,0
278,True,2,4,3,20,3,128,64,0.0,0.0,18.89,276,2,5,6,,127,128,bawp-32,True,4,40,78,0
278,True,2,8,5,33,3,128,64,0.0,0.0,25.23,274,2,5,6,,127,128,bawp-32,True,4,52,130,0
278,True,2,16,9,59,3,128,64,0.0,0.0,37.92,270,2,5,6,,127,128,bawp-32,True,4,78,234,0
278,True,2,24,13,85,3,128,64,0.0,0.0,50.61,266,2,5,6,,127,128,bawp-32,True,4,104,338,0
278,True,2,32,17,111,3,128,64,0.0,0.0,63.3,262,2,5,6,,127,128,bawp-32,True,4,129,438,0
278,True,2,48,25,163,3,128,64,0.0,0.0,88.7,254,2,5,6,,127,128,bawp-32,True,4,179,638,0
278,True,2,64,33,215,3,128,64,0.0,0.8943,114.11,246,2,5,6,,127,128,bawp-32,False,4,229,838,0
278,True,2,1,1,13,0,128,64,0.0,0.0,12.55,278,4,5,4,,127,128,bawp-32,True,4,51,51,0
278,True,2,2,2,26,0,128,64,0.0,0.0,15.79,277,4,5,4,,127,128,bawp-32,True,4,64,102,0
278,True,2,4,3,39,0,128,64,0.0,0.0,19.03,276,4,5,4,,127,128,bawp-32,True,4,77,153,0
278,True,2,8,5,64,0,128,64,0.0,0.0,25.51,274,4,5,4,,127,128,bawp-32,True,4,102,255,0
278,True,2,16,9,115,0,128,64,0.0,0.0,38.49,270,4,5,4,,127,128,bawp-32,True,4,153,459,0
278,True,2,24,13,166,0,128,64,0.0,0.0,51.48,266,4,5,4,,127,128,bawp-32,True,4,204,663,0
278,True,2,32,17,217,0,128,64,0.0,0.874,64.49,262,4,5,4,,127,128,bawp-32,False,4,255,867,0
278,True,2,48,25,319,0,128,64,0.0,0.9646,90.55,254,4,5,4,,127,128,bawp-32,False,4,357,1275,0
278,True,2,64,33,421,0,128,64,0.0,1.0,116.68,246,4,5,4,,127,128,bawp-32,False,4,459,1683,0
278,True,2,1,1,13,1,128,64,0.0,0.0,12.55,278,4,5,4,,127,128,bawp-32,True,4,51,51,0
278,True,2,2,2,26,1,128,64,0.0,0.0,15.79,277,4,5,4,,127,128,bawp-32,True,4,64,102,0
278,True,2,4,3,39,1,128,64,0.0,0.0,19.03,276,4,5,4,,127,128,bawp-32,True,4,77,153,0
278,True,2,8,5,64,1,128,64,0.0,0.0,25.51,274,4,5,4,,127,128,bawp-32,True,4,102,255,0
278,True,2,16,9,115,1,128,64,0.0,0.0,38.49,270,4,5,4,,127,128,bawp-32,True,4,153,459,0
278,True,2,24,13,166,1,128,64,0.0,0.0,51.48,266,4,5,4,,127,128,bawp-32,True,4,204,663,0
278,True,2,32,17,217,1,128,64,0.0,0.874,64.49,262,4,5,4,,127,128,bawp-32,False,4,255,867,0
278,True,2,48,25,319,1,128,64,0.0,0.9646,90.55,254,4,5,4,,127,128,bawp-32,False,4,357,1275,0
278,True,2,64,33,421,1,128,64,0.0,1.0,116.68,246,4,5,4,,127,128,bawp-32,False,4,459,1683,0
278,True,2,1,1,13,3,128,64,0.0,0.0,12.55,278,4,5,4,,127,128,bawp-32,True,4,51,51,0
278,True,2,2,2,26,3,128,64,0.0,0.0,15.79,277,4,5,4,,127,128,bawp-32,True,4,64,102,0
278,True,2,4,3,39,3,128,64,0.0,0.0,19.03,276,4,5,4,,127,128,bawp-32,True,4,77,153,0
278,True,2,8,5,64,3,128,64,0.0,0.0,25.51,274,4,5,4,,127,128,bawp-32,True,4,102,255,0
278,True,2,16,9,115,3,128,64,0.0,0.0,38.49,270,4,5,4,,127,128,bawp-32,True,4,153,459,0
278,True,2,24,13,166,3,128,64,0.0,0.0,51.48,266,4,5,4,,127,128,bawp-32,True,4,204,663,0
278,True,2,32,17,217,3,128,64,0.0,0.874,64.49,262,4,5,4,,127,128,bawp-32,False,4,255,867,0
278,True,2,48,25,319,3,128,64,0.0,0.9646,90.55,254,4,5,4,,127,128,bawp-32,False,4,357,1275,0
278,True,2,64,33,421,3,128,64,0.0,1.0,116.68,246,4,5,4,,127,128,bawp-32,False,4,459,1683,0
