channel,channel_axis,channel_value,clip,clip_hash,config_id,detail,job_id,method,n_frames,n_frames_done,profile_id,repetition,scene,status,trace_id,wall_s
moderate,,nan,clip_grid_fast_v6,2453f46f9dcc3b0f5d64085613010caa3f2a65997cd5c9f93aeb99c64e42c2a7,fe45d509310b99d4,"frame 15 needs 4 rasters, the profile allows 3; lower the quality/resolution or raise the capacity",45b5da99776a22b7,B4t,16,16,7e31e8b9ec,1,synthetic:grid-v6,capacity,moderate|clip_grid_fast_v6|moderate|rep1|seed20240909,0.2831
bursty,,nan,clip_grid_fast_v6,2453f46f9dcc3b0f5d64085613010caa3f2a65997cd5c9f93aeb99c64e42c2a7,fe45d509310b99d4,"frame 15 needs 4 rasters, the profile allows 3; lower the quality/resolution or raise the capacity",107c5a1c3ad7c465,B4t,16,16,7e31e8b9ec,0,synthetic:grid-v6,capacity,bursty|clip_grid_fast_v6|bursty|rep0|seed20240909,0.2423
moderate,,nan,clip_grid_fast_v6,2453f46f9dcc3b0f5d64085613010caa3f2a65997cd5c9f93aeb99c64e42c2a7,fe45d509310b99d4,"frame 15 needs 4 rasters, the profile allows 3; lower the quality/resolution or raise the capacity",dba68d2af9be8460,B4t,16,16,7e31e8b9ec,3,synthetic:grid-v6,capacity,moderate|clip_grid_fast_v6|moderate|rep3|seed20240909,0.3049
bursty,,nan,clip_grid_fast_v6,2453f46f9dcc3b0f5d64085613010caa3f2a65997cd5c9f93aeb99c64e42c2a7,fe45d509310b99d4,"frame 15 needs 4 rasters, the profile allows 3; lower the quality/resolution or raise the capacity",9625fb152b05cb29,B4t,16,16,7e31e8b9ec,1,synthetic:grid-v6,capacity,bursty|clip_grid_fast_v6|bursty|rep1|seed20240909,0.2548
bursty,,nan,clip_grid_fast_v6,2453f46f9dcc3b0f5d64085613010caa3f2a65997cd5c9f93aeb99c64e42c2a7,fe45d509310b99d4,"frame 15 needs 4 rasters, the profile allows 3; lower the quality/resolution or raise the capacity",7b14cdb9ccf3606a,B4t,16,16,7e31e8b9ec,2,synthetic:grid-v6,capacity,bursty|clip_grid_fast_v6|bursty|rep2|seed20240909,0.2804
bursty,,nan,clip_grid_fast_v6,2453f46f9dcc3b0f5d64085613010caa3f2a65997cd5c9f93aeb99c64e42c2a7,fe45d509310b99d4,"frame 15 needs 4 rasters, the profile allows 3; lower the quality/resolution or raise the capacity",969ad51a1992a812,B4t,16,16,7e31e8b9ec,4,synthetic:grid-v6,capacity,bursty|clip_grid_fast_v6|bursty|rep4|seed20240909,0.2441
bursty,,nan,clip_grid_fast_v6,2453f46f9dcc3b0f5d64085613010caa3f2a65997cd5c9f93aeb99c64e42c2a7,fe45d509310b99d4,"frame 15 needs 4 rasters, the profile allows 3; lower the quality/resolution or raise the capacity",3a7a839af47ccb58,B4t,16,16,7e31e8b9ec,3,synthetic:grid-v6,capacity,bursty|clip_grid_fast_v6|bursty|rep3|seed20240909,0.2549
harsh,,nan,clip_grid_fast_v6,2453f46f9dcc3b0f5d64085613010caa3f2a65997cd5c9f93aeb99c64e42c2a7,fe45d509310b99d4,"frame 15 needs 4 rasters, the profile allows 3; lower the quality/resolution or raise the capacity",26b8ae9878c3702e,B4t,16,16,7e31e8b9ec,0,synthetic:grid-v6,capacity,harsh|clip_grid_fast_v6|harsh|rep0|seed20240909,0.2341
clean,,nan,clip_grid_fast_v6,2453f46f9dcc3b0f5d64085613010caa3f2a65997cd5c9f93aeb99c64e42c2a7,fe45d509310b99d4,"frame 15 needs 6 rasters, the profile allows 3; lower the quality/resolution or raise the capacity",14a0e05e8a4e3ffe,P,16,16,f6706417e8,0,synthetic:grid-v6,capacity,clean|clip_grid_fast_v6|clean|rep0|seed20240909,0.1996
harsh,,nan,clip_grid_fast_v6,2453f46f9dcc3b0f5d64085613010caa3f2a65997cd5c9f93aeb99c64e42c2a7,fe45d509310b99d4,"frame 15 needs 4 rasters, the profile allows 3; lower the quality/resolution or raise the capacity",7a2fa404c0dcbf4e,B4t,16,16,7e31e8b9ec,1,synthetic:grid-v6,capacity,harsh|clip_grid_fast_v6|harsh|rep1|seed20240909,0.2628
harsh,,nan,clip_grid_fast_v6,2453f46f9dcc3b0f5d64085613010caa3f2a65997cd5c9f93aeb99c64e42c2a7,fe45d509310b99d4,"frame 15 needs 4 rasters, the profile allows 3; lower the quality/resolution or raise the capacity",cf442bd74a9b6190,B4t,16,16,7e31e8b9ec,4,synthetic:grid-v6,capacity,harsh|clip_grid_fast_v6|harsh|rep4|seed20240909,0.2502
harsh,,nan,clip_grid_fast_v6,2453f46f9dcc3b0f5d64085613010caa3f2a65997cd5c9f93aeb99c64e42c2a7,fe45d509310b99d4,"frame 15 needs 4 rasters, the profile allows 3; lower the quality/resolution or raise the capacity",9cf4c340c60c0f95,B4t,16,16,7e31e8b9ec,2,synthetic:grid-v6,capacity,harsh|clip_grid_fast_v6|harsh|rep2|seed20240909,0.2831
clean,,nan,clip_grid_fast_v6,2453f46f9dcc3b0f5d64085613010caa3f2a65997cd5c9f93aeb99c64e42c2a7,fe45d509310b99d4,"frame 15 needs 6 rasters, the profile allows 3; lower the quality/resolution or raise the capacity",a9289e85e9e62241,P,16,16,f6706417e8,1,synthetic:grid-v6,capacity,clean|clip_grid_fast_v6|clean|rep1|seed20240909,0.2306
harsh,,nan,clip_grid_fast_v6,2453f46f9dcc3b0f5d64085613010caa3f2a65997cd5c9f93aeb99c64e42c2a7,fe45d509310b99d4,"frame 15 needs 4 rasters, the profile allows 3; lower the quality/resolution or raise the capacity",5bd49b85083bf3be,B4t,16,16,7e31e8b9ec,3,synthetic:grid-v6,capacity,harsh|clip_grid_fast_v6|harsh|rep3|seed20240909,0.3137
clean,,nan,clip_grid_fast_v6,2453f46f9dcc3b0f5d64085613010caa3f2a65997cd5c9f93aeb99c64e42c2a7,fe45d509310b99d4,"frame 15 needs 6 rasters, the profile allows 3; lower the quality/resolution or raise the capacity",ccda9d04beba433c,P,16,16,f6706417e8,2,synthetic:grid-v6,capacity,clean|clip_grid_fast_v6|clean|rep2|seed20240909,0.2763
clean,,nan,clip_grid_fast_v6,2453f46f9dcc3b0f5d64085613010caa3f2a65997cd5c9f93aeb99c64e42c2a7,fe45d509310b99d4,"frame 15 needs 6 rasters, the profile allows 3; lower the quality/resolution or raise the capacity",be75eb979a6561ed,P,16,16,f6706417e8,3,synthetic:grid-v6,capacity,clean|clip_grid_fast_v6|clean|rep3|seed20240909,0.2726
clean,,nan,clip_grid_fast_v6,2453f46f9dcc3b0f5d64085613010caa3f2a65997cd5c9f93aeb99c64e42c2a7,fe45d509310b99d4,"frame 15 needs 6 rasters, the profile allows 3; lower the quality/resolution or raise the capacity",408d40e40af31b5c,P,16,16,f6706417e8,4,synthetic:grid-v6,capacity,clean|clip_grid_fast_v6|clean|rep4|seed20240909,0.2268
mild,,nan,clip_grid_fast_v6,2453f46f9dcc3b0f5d64085613010caa3f2a65997cd5c9f93aeb99c64e42c2a7,fe45d509310b99d4,"frame 15 needs 6 rasters, the profile allows 3; lower the quality/resolution or raise the capacity",4cbc5546336cba05,P,16,16,f6706417e8,1,synthetic:grid-v6,capacity,mild|clip_grid_fast_v6|mild|rep1|seed20240909,0.2437
mild,,nan,clip_grid_fast_v6,2453f46f9dcc3b0f5d64085613010caa3f2a65997cd5c9f93aeb99c64e42c2a7,fe45d509310b99d4,"frame 15 needs 6 rasters, the profile allows 3; lower the quality/resolution or raise the capacity",5fc87d7070a3980c,P,16,16,f6706417e8,0,synthetic:grid-v6,capacity,mild|clip_grid_fast_v6|mild|rep0|seed20240909,0.2749
mild,,nan,clip_grid_fast_v6,2453f46f9dcc3b0f5d64085613010caa3f2a65997cd5c9f93aeb99c64e42c2a7,fe45d509310b99d4,"frame 15 needs 6 rasters, the profile allows 3; lower the quality/resolution or raise the capacity",f497ac86fca787b9,P,16,16,f6706417e8,2,synthetic:grid-v6,capacity,mild|clip_grid_fast_v6|mild|rep2|seed20240909,0.2635
mild,,nan,clip_grid_fast_v6,2453f46f9dcc3b0f5d64085613010caa3f2a65997cd5c9f93aeb99c64e42c2a7,fe45d509310b99d4,"frame 15 needs 6 rasters, the profile allows 3; lower the quality/resolution or raise the capacity",69cdb4ed528b5b07,P,16,16,f6706417e8,3,synthetic:grid-v6,capacity,mild|clip_grid_fast_v6|mild|rep3|seed20240909,0.2626
mild,,nan,clip_grid_fast_v6,2453f46f9dcc3b0f5d64085613010caa3f2a65997cd5c9f93aeb99c64e42c2a7,fe45d509310b99d4,"frame 15 needs 6 rasters, the profile allows 3; lower the quality/resolution or raise the capacity",a6f97d55f8216d67,P,16,16,f6706417e8,4,synthetic:grid-v6,capacity,mild|clip_grid_fast_v6|mild|rep4|seed20240909,0.2532
moderate,,nan,clip_grid_fast_v6,2453f46f9dcc3b0f5d64085613010caa3f2a65997cd5c9f93aeb99c64e42c2a7,fe45d509310b99d4,"frame 15 needs 6 rasters, the profile allows 3; lower the quality/resolution or raise the capacity",aeaa3387e7fe78ba,P,16,16,f6706417e8,2,synthetic:grid-v6,capacity,moderate|clip_grid_fast_v6|moderate|rep2|seed20240909,0.2284
moderate,,nan,clip_grid_fast_v6,2453f46f9dcc3b0f5d64085613010caa3f2a65997cd5c9f93aeb99c64e42c2a7,fe45d509310b99d4,"frame 15 needs 6 rasters, the profile allows 3; lower the quality/resolution or raise the capacity",21b7bbe47310ec51,P,16,16,f6706417e8,0,synthetic:grid-v6,capacity,moderate|clip_grid_fast_v6|moderate|rep0|seed20240909,0.2444
moderate,,nan,clip_grid_fast_v6,2453f46f9dcc3b0f5d64085613010caa3f2a65997cd5c9f93aeb99c64e42c2a7,fe45d509310b99d4,"frame 15 needs 6 rasters, the profile allows 3; lower the quality/resolution or raise the capacity",9f993e0a9373b1c2,P,16,16,f6706417e8,1,synthetic:grid-v6,capacity,moderate|clip_grid_fast_v6|moderate|rep1|seed20240909,0.24
moderate,,nan,clip_grid_fast_v6,2453f46f9dcc3b0f5d64085613010caa3f2a65997cd5c9f93aeb99c64e42c2a7,fe45d509310b99d4,"frame 15 needs 6 rasters, the profile allows 3; lower the quality/resolution or raise the capacity",c88e4653d7bcb8ed,P,16,16,f6706417e8,3,synthetic:grid-v6,capacity,moderate|clip_grid_fast_v6|moderate|rep3|seed20240909,0.2235
bursty,,nan,clip_grid_fast_v6,2453f46f9dcc3b0f5d64085613010caa3f2a65997cd5c9f93aeb99c64e42c2a7,fe45d509310b99d4,"frame 15 needs 6 rasters, the profile allows 3; lower the quality/resolution or raise the capacity",4dee94fadd8b2416,P,16,16,f6706417e8,1,synthetic:grid-v6,capacity,bursty|clip_grid_fast_v6|bursty|rep1|seed20240909,0.2251
moderate,,nan,clip_grid_fast_v6,2453f46f9dcc3b0f5d64085613010caa3f2a65997cd5c9f93aeb99c64e42c2a7,fe45d509310b99d4,"frame 15 needs 6 rasters, the profile allows 3; lower the quality/resolution or raise the capacity",d42ffd8a23fcbc14,P,16,16,f6706417e8,4,synthetic:grid-v6,capacity,moderate|clip_grid_fast_v6|moderate|rep4|seed20240909,0.2582
bursty,,nan,clip_grid_fast_v6,2453f46f9dcc3b0f5d64085613010caa3f2a65997cd5c9f93aeb99c64e42c2a7,fe45d509310b99d4,"frame 15 needs 6 rasters, the profile allows 3; lower the quality/resolution or raise the capacity",1fe416f3693f97d1,P,16,16,f6706417e8,0,synthetic:grid-v6,capacity,bursty|clip_grid_fast_v6|bursty|rep0|seed20240909,0.3053
bursty,,nan,clip_grid_fast_v6,2453f46f9dcc3b0f5d64085613010caa3f2a65997cd5c9f93aeb99c64e42c2a7,fe45d509310b99d4,"frame 15 needs 6 rasters, the profile allows 3; lower the quality/resolution or raise the capacity",62a375e837ac5a3d,P,16,16,f6706417e8,2,synthetic:grid-v6,capacity,bursty|clip_grid_fast_v6|bursty|rep2|seed20240909,0.2673
bursty,,nan,clip_grid_fast_v6,2453f46f9dcc3b0f5d64085613010caa3f2a65997cd5c9f93aeb99c64e42c2a7,fe45d509310b99d4,"frame 15 needs 6 rasters, the profile allows 3; lower the quality/resolution or raise the capacity",eecf72b64e2ee25c,P,16,16,f6706417e8,3,synthetic:grid-v6,capacity,bursty|clip_grid_fast_v6|bursty|rep3|seed20240909,0.245
harsh,,nan,clip_grid_fast_v6,2453f46f9dcc3b0f5d64085613010caa3f2a65997cd5c9f93aeb99c64e42c2a7,fe45d509310b99d4,"frame 15 needs 6 rasters, the profile allows 3; lower the quality/resolution or raise the capacity",df6e70ba31711ba8,P,16,16,f6706417e8,1,synthetic:grid-v6,capacity,harsh|clip_grid_fast_v6|harsh|rep1|seed20240909,0.1979
harsh,,nan,clip_grid_fast_v6,2453f46f9dcc3b0f5d64085613010caa3f2a65997cd5c9f93aeb99c64e42c2a7,fe45d509310b99d4,"frame 15 needs 6 rasters, the profile allows 3; lower the quality/resolution or raise the capacity",36784df4c6b46f3a,P,16,16,f6706417e8,0,synthetic:grid-v6,capacity,harsh|clip_grid_fast_v6|harsh|rep0|seed20240909,0.2182
harsh,,nan,clip_grid_fast_v6,2453f46f9dcc3b0f5d64085613010caa3f2a65997cd5c9f93aeb99c64e42c2a7,fe45d509310b99d4,"frame 15 needs 6 rasters, the profile allows 3; lower the quality/resolution or raise the capacity",343b9d27879462ed,P,16,16,f6706417e8,2,synthetic:grid-v6,capacity,harsh|clip_grid_fast_v6|harsh|rep2|seed20240909,0.2061
harsh,,nan,clip_grid_fast_v6,2453f46f9dcc3b0f5d64085613010caa3f2a65997cd5c9f93aeb99c64e42c2a7,fe45d509310b99d4,"frame 15 needs 6 rasters, the profile allows 3; lower the quality/resolution or raise the capacity",f706cab7ea786071,P,16,16,f6706417e8,4,synthetic:grid-v6,capacity,harsh|clip_grid_fast_v6|harsh|rep4|seed20240909,0.2088
harsh,,nan,clip_grid_fast_v6,2453f46f9dcc3b0f5d64085613010caa3f2a65997cd5c9f93aeb99c64e42c2a7,fe45d509310b99d4,"frame 15 needs 6 rasters, the profile allows 3; lower the quality/resolution or raise the capacity",a829be00de40ad87,P,16,16,f6706417e8,3,synthetic:grid-v6,capacity,harsh|clip_grid_fast_v6|harsh|rep3|seed20240909,0.2295
bursty,,nan,clip_grid_fast_v6,2453f46f9dcc3b0f5d64085613010caa3f2a65997cd5c9f93aeb99c64e42c2a7,fe45d509310b99d4,"frame 15 needs 6 rasters, the profile allows 3; lower the quality/resolution or raise the capacity",36a62c22014593ce,P,16,16,f6706417e8,4,synthetic:grid-v6,capacity,bursty|clip_grid_fast_v6|bursty|rep4|seed20240909,0.3073
clean,,nan,clip_text_fast_v11,ad9b6506b334740058d270930e926d370ad208900ef357160b8615e384366c0e,fe45d509310b99d4,"frame 15 needs 4 rasters, the profile allows 3; lower the quality/resolution or raise the capacity",8ff0c0664705930b,P,16,16,f6706417e8,0,synthetic:text-v11,capacity,clean|clip_text_fast_v11|clean|rep0|seed20240909,0.1229
clean,,nan,clip_text_fast_v11,ad9b6506b334740058d270930e926d370ad208900ef357160b8615e384366c0e,fe45d509310b99d4,"frame 15 needs 4 rasters, the profile allows 3; lower the quality/resolution or raise the capacity",575390ce06606a10,P,16,16,f6706417e8,1,synthetic:text-v11,capacity,clean|clip_text_fast_v11|clean|rep1|seed20240909,0.1177
clean,,nan,clip_text_fast_v11,ad9b6506b334740058d270930e926d370ad208900ef357160b8615e384366c0e,fe45d509310b99d4,"frame 15 needs 4 rasters, the profile allows 3; lower the quality/resolution or raise the capacity",10114c1398afdbf2,P,16,16,f6706417e8,2,synthetic:text-v11,capacity,clean|clip_text_fast_v11|clean|rep2|seed20240909,0.1045
clean,,nan,clip_text_fast_v11,ad9b6506b334740058d270930e926d370ad208900ef357160b8615e384366c0e,fe45d509310b99d4,"frame 15 needs 4 rasters, the profile allows 3; lower the quality/resolution or raise the capacity",9f9e01b4f5e52cb4,P,16,16,f6706417e8,3,synthetic:text-v11,capacity,clean|clip_text_fast_v11|clean|rep3|seed20240909,0.1358
clean,,nan,clip_text_fast_v11,ad9b6506b334740058d270930e926d370ad208900ef357160b8615e384366c0e,fe45d509310b99d4,"frame 15 needs 4 rasters, the profile allows 3; lower the quality/resolution or raise the capacity",e24714b67d035776,P,16,16,f6706417e8,4,synthetic:text-v11,capacity,clean|clip_text_fast_v11|clean|rep4|seed20240909,0.1457
mild,,nan,clip_text_fast_v11,ad9b6506b334740058d270930e926d370ad208900ef357160b8615e384366c0e,fe45d509310b99d4,"frame 15 needs 4 rasters, the profile allows 3; lower the quality/resolution or raise the capacity",5002d9da7e2ae8b5,P,16,16,f6706417e8,0,synthetic:text-v11,capacity,mild|clip_text_fast_v11|mild|rep0|seed20240909,0.1033
mild,,nan,clip_text_fast_v11,ad9b6506b334740058d270930e926d370ad208900ef357160b8615e384366c0e,fe45d509310b99d4,"frame 15 needs 4 rasters, the profile allows 3; lower the quality/resolution or raise the capacity",d520bd8919358101,P,16,16,f6706417e8,1,synthetic:text-v11,capacity,mild|clip_text_fast_v11|mild|rep1|seed20240909,0.1298
mild,,nan,clip_text_fast_v11,ad9b6506b334740058d270930e926d370ad208900ef357160b8615e384366c0e,fe45d509310b99d4,"frame 15 needs 4 rasters, the profile allows 3; lower the quality/resolution or raise the capacity",f9f813d7f87357f4,P,16,16,f6706417e8,2,synthetic:text-v11,capacity,mild|clip_text_fast_v11|mild|rep2|seed20240909,0.1433
mild,,nan,clip_text_fast_v11,ad9b6506b334740058d270930e926d370ad208900ef357160b8615e384366c0e,fe45d509310b99d4,"frame 15 needs 4 rasters, the profile allows 3; lower the quality/resolution or raise the capacity",be2635af89413dc1,P,16,16,f6706417e8,3,synthetic:text-v11,capacity,mild|clip_text_fast_v11|mild|rep3|seed20240909,0.1368
mild,,nan,clip_text_fast_v11,ad9b6506b334740058d270930e926d370ad208900ef357160b8615e384366c0e,fe45d509310b99d4,"frame 15 needs 4 rasters, the profile allows 3; lower the quality/resolution or raise the capacity",5ef2092ff9b1cf2c,P,16,16,f6706417e8,4,synthetic:text-v11,capacity,mild|clip_text_fast_v11|mild|rep4|seed20240909,0.1672
moderate,,nan,clip_text_fast_v11,ad9b6506b334740058d270930e926d370ad208900ef357160b8615e384366c0e,fe45d509310b99d4,"frame 15 needs 4 rasters, the profile allows 3; lower the quality/resolution or raise the capacity",3ad04c563094592e,P,16,16,f6706417e8,1,synthetic:text-v11,capacity,moderate|clip_text_fast_v11|moderate|rep1|seed20240909,0.108
moderate,,nan,clip_text_fast_v11,ad9b6506b334740058d270930e926d370ad208900ef357160b8615e384366c0e,fe45d509310b99d4,"frame 15 needs 4 rasters, the profile allows 3; lower the quality/resolution or raise the capacity",747015984b147aec,P,16,16,f6706417e8,0,synthetic:text-v11,capacity,moderate|clip_text_fast_v11|moderate|rep0|seed20240909,0.1443
moderate,,nan,clip_text_fast_v11,ad9b6506b334740058d270930e926d370ad208900ef357160b8615e384366c0e,fe45d509310b99d4,"frame 15 needs 4 rasters, the profile allows 3; lower the quality/resolution or raise the capacity",4be77b59f33623e1,P,16,16,f6706417e8,2,synthetic:text-v11,capacity,moderate|clip_text_fast_v11|moderate|rep2|seed20240909,0.1383
moderate,,nan,clip_text_fast_v11,ad9b6506b334740058d270930e926d370ad208900ef357160b8615e384366c0e,fe45d509310b99d4,"frame 15 needs 4 rasters, the profile allows 3; lower the quality/resolution or raise the capacity",8a0f8fab4f0a0368,P,16,16,f6706417e8,3,synthetic:text-v11,capacity,moderate|clip_text_fast_v11|moderate|rep3|seed20240909,0.1278
moderate,,nan,clip_text_fast_v11,ad9b6506b334740058d270930e926d370ad208900ef357160b8615e384366c0e,fe45d509310b99d4,"frame 15 needs 4 rasters, the profile allows 3; lower the quality/resolution or raise the capacity",90cffe6ebb47c4de,P,16,16,f6706417e8,4,synthetic:text-v11,capacity,moderate|clip_text_fast_v11|moderate|rep4|seed20240909,0.1192
bursty,,nan,clip_text_fast_v11,ad9b6506b334740058d270930e926d370ad208900ef357160b8615e384366c0e,fe45d509310b99d4,"frame 15 needs 4 rasters, the profile allows 3; lower the quality/resolution or raise the capacity",d85a2dd31bcf4e5e,P,16,16,f6706417e8,0,synthetic:text-v11,capacity,bursty|clip_text_fast_v11|bursty|rep0|seed20240909,0.1471
bursty,,nan,clip_text_fast_v11,ad9b6506b334740058d270930e926d370ad208900ef357160b8615e384366c0e,fe45d509310b99d4,"frame 15 needs 4 rasters, the profile allows 3; lower the quality/resolution or raise the capacity",de32178d7f757572,P,16,16,f6706417e8,1,synthetic:text-v11,capacity,bursty|clip_text_fast_v11|bursty|rep1|seed20240909,0.0985
bursty,,nan,clip_text_fast_v11,ad9b6506b334740058d270930e926d370ad208900ef357160b8615e384366c0e,fe45d509310b99d4,"frame 15 needs 4 rasters, the profile allows 3; lower the quality/resolution or raise the capacity",38ab73339af26f93,P,16,16,f6706417e8,2,synthetic:text-v11,capacity,bursty|clip_text_fast_v11|bursty|rep2|seed20240909,0.1056
bursty,,nan,clip_text_fast_v11,ad9b6506b334740058d270930e926d370ad208900ef357160b8615e384366c0e,fe45d509310b99d4,"frame 15 needs 4 rasters, the profile allows 3; lower the quality/resolution or raise the capacity",b4685b2e3140f28b,P,16,16,f6706417e8,3,synthetic:text-v11,capacity,bursty|clip_text_fast_v11|bursty|rep3|seed20240909,0.0946
harsh,,nan,clip_text_fast_v11,ad9b6506b334740058d270930e926d370ad208900ef357160b8615e384366c0e,fe45d509310b99d4,"frame 15 needs 4 rasters, the profile allows 3; lower the quality/resolution or raise the capacity",9ca5f84876616888,P,16,16,f6706417e8,0,synthetic:text-v11,capacity,harsh|clip_text_fast_v11|harsh|rep0|seed20240909,0.1056
bursty,,nan,clip_text_fast_v11,ad9b6506b334740058d270930e926d370ad208900ef357160b8615e384366c0e,fe45d509310b99d4,"frame 15 needs 4 rasters, the profile allows 3; lower the quality/resolution or raise the capacity",13d95a5c50b1b3e1,P,16,16,f6706417e8,4,synthetic:text-v11,capacity,bursty|clip_text_fast_v11|bursty|rep4|seed20240909,0.1597
harsh,,nan,clip_text_fast_v11,ad9b6506b334740058d270930e926d370ad208900ef357160b8615e384366c0e,fe45d509310b99d4,"frame 15 needs 4 rasters, the profile allows 3; lower the quality/resolution or raise the capacity",d86549b4be2bbbb3,P,16,16,f6706417e8,1,synthetic:text-v11,capacity,harsh|clip_text_fast_v11|harsh|rep1|seed20240909,0.1536
harsh,,nan,clip_text_fast_v11,ad9b6506b334740058d270930e926d370ad208900ef357160b8615e384366c0e,fe45d509310b99d4,"frame 15 needs 4 rasters, the profile allows 3; lower the quality/resolution or raise the capacity",0e3e21c158b04f3d,P,16,16,f6706417e8,2,synthetic:text-v11,capacity,harsh|clip_text_fast_v11|harsh|rep2|seed20240909,0.1402
harsh,,nan,clip_text_fast_v11,ad9b6506b334740058d270930e926d370ad208900ef357160b8615e384366c0e,fe45d509310b99d4,"frame 15 needs 4 rasters, the profile allows 3; lower the quality/resolution or raise the capacity",5e641de6837b8f19,P,16,16,f6706417e8,3,synthetic:text-v11,capacity,harsh|clip_text_fast_v11|harsh|rep3|seed20240909,0.1721
harsh,,nan,clip_text_fast_v11,ad9b6506b334740058d270930e926d370ad208900ef357160b8615e384366c0e,fe45d509310b99d4,"frame 15 needs 4 rasters, the profile allows 3; lower the quality/resolution or raise the capacity",41fb539249ff4707,P,16,16,f6706417e8,4,synthetic:text-v11,capacity,harsh|clip_text_fast_v11|harsh|rep4|seed20240909,0.1254
