calls,max_ms,mean_ms,median_ms,n_samples,p95_ms,p99_ms,resolution,stage,total_s,warmup_discarded
6,2.47999999919557,1.4980333326093387,1.4542499993694946,6,2.4078749993350357,2.4655749992234632,320x240,B4.assembly,0.008988199995656032,1
14,5.599399999482557,5.078114285684673,5.058699998699012,14,5.418894998911128,5.56329899936827,384x288,tx.source_coding,0.07109359999958542,1
144,3.9364000003843103,2.385704861151478,2.7163000013388228,144,3.7462399972355342,3.8485670010049944,384x288,tx.crypto,0.34354150000581285,1
144,0.15939999866532162,0.07579444450635088,0.07249999907799065,144,0.10001000173360808,0.15015700104413554,384x288,tx.modulation,0.010914400008914527,1
36,2.1280999972077552,1.559944444529214,1.5074500024638837,36,1.8024750006588874,2.0819349971134216,384x288,tx.raster,0.05615800000305171,1
36,18.80639999944833,17.425627778013425,17.35335000012128,36,18.037374999948952,18.572075000338373,384x288,rx.demodulation,0.6273226000084833,1
128,0.1534000002720859,0.06090078130682741,0.05680000140273478,128,0.07707000022492136,0.1096410008540261,384x288,rx.deinterleave,0.007795300007273909,1
128,2.7212999993935227,1.7287859375016978,1.533299999209703,128,2.574560000175552,2.639681998407468,384x288,rx.fec_header,0.22128460000021732,1
128,34.08580000177608,14.628560156296544,16.51445000061358,128,23.433619998832,24.516554999463555,384x288,rx.fec_payload,1.8724557000059576,1
110,0.07090000144671649,0.019388181912786833,0.018450002244208008,110,0.022610001178691164,0.038058000973251134,384x288,rx.aead,0.002132700010406552,1
109,0.4661999992094934,0.3448183489218461,0.33629999961704016,109,0.43640000003506424,0.46398000136832707,384x288,rx.source_decoding,0.037585200032481225,1
6,4.251300000760239,2.4305833333831592,2.3136500003602123,6,4.161675000432297,4.23337500069465,384x288,B0d.assembly,0.014583500000298955,1
6,4.355699998995988,4.2034833331854315,4.261350000888342,6,4.34294999922713,4.353149999042216,384x288,B3.source_coding,0.02522089999911259,1
6,0.03399999695830047,0.03201666671278266,0.03185000241501257,6,0.033874997825478204,0.03397499713173602,384x288,B3.crypto,0.00019210000027669594,1
6,17.728000002534827,17.549216667248402,17.665800000031595,6,17.720850001751387,17.72657000237814,384x288,B3.demodulation,0.10529530000349041,1
6,1.2645999995584134,0.6361833341846553,0.5679499990947079,6,1.1385249999875668,1.239384999644244,384x288,B3.assembly,0.003817100005107932,1
3,0.02939999831141904,0.019333332602400333,0.019099999917671084,3,0.028369998472044244,0.02919399834354408,384x288,B3.aead,5.7999997807201e-05,1
6,3.44770000083372,2.1599833338162475,2.131000001099892,6,3.4311500003241235,3.4443900007318007,384x288,B4.assembly,0.012959900002897484,1
