admissible,bit_exact,channel,coverage,line_recovery_fraction,method,mse_full,psnr_full,reason,ssim_full,status_counts,sync_edges_found
True,False,clean,1.0,1.0,B4,20.118611653645832,35.09482353269525,,0.9408405850965845,"{""verified"": 8}",926
True,False,mild,1.0,1.0,B4,20.118611653645832,35.09482353269525,,0.9408405850965845,"{""verified"": 8}",927
True,False,moderate,0.5,0.9983,B4,4093.314249674479,12.010052735251897,,0.786193394985714,"{""header_unrecoverable"": 4, ""verified"": 4}",925
True,False,harsh,0.125,0.9618,B4,4192.48486328125,11.90608857581509,,0.7392260393117707,"{""header_unrecoverable"": 6, ""verified"": 1, ""payload_unrecoverable"": 1}",903
True,False,clean,1.0,1.0,P,39.0045166015625,32.21965460980864,,0.9065364234135306,"{""verified"": 16, ""filler"": 2}",926
True,False,mild,1.0,1.0,P,39.0045166015625,32.21965460980864,,0.9065364234135306,"{""verified"": 16, ""filler"": 2}",927
True,False,moderate,0.625,0.9983,P,48.3795166015625,31.28418836203827,,0.9149593860443028,"{""header_unrecoverable"": 6, ""verified"": 10, ""filler"": 2}",925
True,False,harsh,0.0,0.9618,P,2439.1923014322915,14.258343202267023,,0.7738165592743282,"{""no_sync"": 6, ""header_unrecoverable"": 11, ""payload_unrecoverable"": 1}",903
