channel_value,clip,corrected_symbols,coverage,detail,estimated_fraction,frame,frame_id,max_age_frames,method,payload_bytes,psnr_full,psnr_verified,rasters,repetition,scene,ssim_full,ssim_verified,stale_fraction,status,status_auth_failed,status_filler,status_fragment_recovered,status_frame_verified,status_header_invalid,status_header_unrecoverable,status_no_sync,status_payload_unrecoverable,status_raster_dropped,status_verified,symbol_error_denominator,symbol_errors_pre_fec,units_rejected,units_sent,units_verified,wire_bytes,x_est_dx,x_est_dy,x_filler_units,x_fragments,x_fragments_recovered,x_rasters_delivered,x_repetitions_received,x_repetitions_sent,x_segments,x_sync_score,x_units_from_other_frames,x_units_per_raster
nan,clip_targets_fast_v7,0.0,1.0,,0.0,7,7.0,0.0,B1,0.0,31.46730901499675,31.46730901499675,1.0,0.0,synthetic:targets-v7,0.7934110837262391,0.7934110837262391,0.0,ok,,,,,,,,,,,0.0,nan,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,0.952089080618034,,
nan,clip_targets_fast_v7,0.0,1.0,,0.0,10,10.0,0.0,B1,0.0,31.691564327290926,31.691564327290926,1.0,0.0,synthetic:targets-v7,0.8020417605152175,0.8020417605152175,0.0,ok,,,,,,,,,,,0.0,nan,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,0.9505984688228362,,
nan,clip_targets_fast_v7,0.0,1.0,,0.0,13,13.0,0.0,B1,0.0,31.650806799864846,31.650806799864846,1.0,0.0,synthetic:targets-v7,0.7981623756213393,0.7981623756213393,0.0,ok,,,,,,,,,,,0.0,nan,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,0.9485226705883096,,
nan,clip_targets_fast_v7,0.0,1.0,,0.0,0,0.0,0.0,B1,0.0,31.479699610966904,31.479699610966904,1.0,1.0,synthetic:targets-v7,0.8021874578347618,0.8021874578347618,0.0,ok,,,,,,,,,,,0.0,nan,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,0.9675457275635446,,
nan,clip_targets_fast_v7,0.0,1.0,,0.0,3,3.0,0.0,B1,0.0,31.349747719841584,31.349747719841584,1.0,1.0,synthetic:targets-v7,0.7979377202753861,0.7979377202753861,0.0,ok,,,,,,,,,,,0.0,nan,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,0.9675750029758144,,
nan,clip_targets_fast_v7,0.0,1.0,,0.0,6,6.0,0.0,B1,0.0,31.496367640943234,31.496367640943234,1.0,1.0,synthetic:targets-v7,0.7981692339790097,0.7981692339790097,0.0,ok,,,,,,,,,,,0.0,nan,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,0.9241138834787858,,
nan,clip_targets_fast_v7,0.0,1.0,,0.0,9,9.0,0.0,B1,0.0,29.618625837973408,29.618625837973408,1.0,1.0,synthetic:targets-v7,0.7696627689163065,0.7696627689163065,0.0,ok,,,,,,,,,,,0.0,nan,0.0,0.0,0.0,0.0,2.0,0.0,,,,,,,,0.9686159299577228,,
nan,clip_targets_fast_v7,0.0,1.0,,0.0,12,12.0,0.0,B1,0.0,31.69154627381647,31.69154627381647,1.0,1.0,synthetic:targets-v7,0.7973536408116066,0.7973536408116066,0.0,ok,,,,,,,,,,,0.0,nan,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,0.9671516953295102,,
nan,clip_targets_fast_v7,0.0,1.0,,0.0,15,15.0,0.0,B1,0.0,31.542483071794294,31.542483071794294,1.0,1.0,synthetic:targets-v7,0.7993813836537158,0.7993813836537158,0.0,ok,,,,,,,,,,,0.0,nan,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,0.9825833341997896,,
nan,clip_targets_fast_v7,0.0,0.0,,1.0,2,2.0,0.0,B0d,1092.0,15.340475332329843,nan,2.0,4.0,synthetic:targets-v7,0.8538524437786102,nan,0.0,ok,,,,,,4.0,,,1.0,,20608.0,0.19288625776397517,4.0,8.0,0.0,10304.0,,,0.0,,,1.0,,,8.0,,0.0,4.0
nan,clip_targets_fast_v7,0.0,0.0,,1.0,5,5.0,0.0,B0d,1049.0,15.323336253463006,nan,2.0,4.0,synthetic:targets-v7,0.8576580948259162,nan,0.0,ok,,,,,,8.0,,,,,41216.0,0.14666634316770186,8.0,8.0,0.0,10304.0,,,0.0,,,2.0,,,8.0,,0.0,4.0
nan,clip_targets_fast_v7,0.0,0.0,,1.0,8,8.0,0.0,B0d,955.0,15.886371771399322,nan,2.0,4.0,synthetic:targets-v7,0.8675952802368289,nan,0.0,ok,,,,,,8.0,,,,,41216.0,0.13659743788819875,8.0,8.0,0.0,10304.0,,,0.0,,,2.0,,,8.0,,0.0,4.0
nan,clip_targets_fast_v7,0.0,0.0,,1.0,11,11.0,0.0,B0d,1001.0,15.905435464366713,nan,2.0,4.0,synthetic:targets-v7,0.8586626690861673,nan,0.0,ok,,,,,,4.0,4.0,,,,41216.0,0.4048913043478261,8.0,8.0,0.0,10304.0,,,0.0,,,2.0,,,8.0,,0.0,4.0
nan,clip_targets_fast_v7,0.0,0.0,,1.0,14,14.0,0.0,B0d,1035.0,15.907520210426224,nan,2.0,4.0,synthetic:targets-v7,0.861095651179847,nan,0.0,ok,,,,,,8.0,,,,,41216.0,0.18650524068322982,8.0,8.0,0.0,10304.0,,,0.0,,,2.0,,,8.0,,0.0,4.0
nan,clip_targets_fast_v7,1395.0,1.0,,0.0,1,1.0,0.0,B0d,1000.0,35.54632245169608,35.54632245169608,2.0,4.0,synthetic:targets-v7,0.9020286628971501,0.9020286628971501,0.0,ok,,,,,,,,,,8.0,41216.0,0.007861024844720496,0.0,8.0,8.0,10304.0,,,0.0,,,2.0,,,8.0,,0.0,4.0
nan,clip_targets_fast_v7,1425.0,1.0,,0.0,4,4.0,0.0,B0d,1023.0,35.741340476407245,35.741340476407245,2.0,4.0,synthetic:targets-v7,0.8999210842732319,0.8999210842732319,0.0,ok,,,,,,,,,,8.0,41216.0,0.004027562111801242,0.0,8.0,8.0,10304.0,,,0.0,,,2.0,,,8.0,,0.0,4.0
nan,clip_targets_fast_v7,1511.0,1.0,,0.0,7,7.0,0.0,B0d,990.0,35.73889979957937,35.73889979957937,2.0,4.0,synthetic:targets-v7,0.8962850297580699,0.8962850297580699,0.0,ok,,,,,,,,,,8.0,41216.0,0.013247282608695652,0.0,8.0,8.0,10304.0,,,0.0,,,2.0,,,8.0,,0.0,4.0
nan,clip_targets_fast_v7,1611.0,1.0,,0.0,10,10.0,0.0,B0d,997.0,35.37404573513852,35.37404573513852,2.0,4.0,synthetic:targets-v7,0.8973853015470761,0.8973853015470761,0.0,ok,,,,,,,,,,8.0,41216.0,0.015358113354037268,0.0,8.0,8.0,10304.0,,,0.0,,,2.0,,,8.0,,0.0,4.0
nan,clip_targets_fast_v7,1056.0,1.0,,0.0,13,13.0,0.0,B0d,1016.0,35.58582655828653,35.58582655828653,2.0,4.0,synthetic:targets-v7,0.8984350857144152,0.8984350857144152,0.0,ok,,,,,,,,,,8.0,41216.0,0.0008006599378881988,0.0,8.0,8.0,10304.0,,,0.0,,,2.0,,,8.0,,0.0,4.0
nan,clip_targets_fast_v7,0.0,1.0,,0.0,0,0.0,0.0,B1,0.0,31.761559166470974,31.761559166470974,1.0,2.0,synthetic:targets-v7,0.805584969482165,0.805584969482165,0.0,ok,,,,,,,,,,,0.0,nan,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,0.9651982317003361,,
nan,clip_targets_fast_v7,0.0,1.0,,0.0,3,3.0,0.0,B1,0.0,31.455591975919344,31.455591975919344,1.0,2.0,synthetic:targets-v7,0.8002763966973494,0.8002763966973494,0.0,ok,,,,,,,,,,,0.0,nan,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,0.9453148154792758,,
nan,clip_targets_fast_v7,0.0,1.0,,0.0,6,6.0,0.0,B1,0.0,31.64988681977684,31.64988681977684,1.0,2.0,synthetic:targets-v7,0.7990654567274169,0.7990654567274169,0.0,ok,,,,,,,,,,,0.0,nan,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,0.977049102070437,,
nan,clip_targets_fast_v7,0.0,1.0,,0.0,9,9.0,0.0,B1,0.0,31.726657329208376,31.726657329208376,1.0,2.0,synthetic:targets-v7,0.8005442843019752,0.8005442843019752,0.0,ok,,,,,,,,,,,0.0,nan,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,0.9799643124153695,,
nan,clip_targets_fast_v7,0.0,1.0,,0.0,12,12.0,0.0,B1,0.0,31.738091847605133,31.738091847605133,1.0,2.0,synthetic:targets-v7,0.7977312305311077,0.7977312305311077,0.0,ok,,,,,,,,,,,0.0,nan,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,0.9835643715592336,,
nan,clip_targets_fast_v7,0.0,1.0,,0.0,15,15.0,0.0,B1,0.0,31.74607963246023,31.74607963246023,1.0,2.0,synthetic:targets-v7,0.801277958978904,0.801277958978904,0.0,ok,,,,,,,,,,,0.0,nan,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,0.9603513868724974,,
nan,clip_targets_fast_v7,0.0,1.0,,0.0,2,2.0,0.0,B1,0.0,31.666258969036388,31.666258969036388,1.0,3.0,synthetic:targets-v7,0.8041897570828717,0.8041897570828717,0.0,ok,,,,,,,,,,,0.0,nan,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,0.9616723713505697,,
nan,clip_targets_fast_v7,0.0,1.0,,0.0,5,5.0,0.0,B1,0.0,31.45872978061123,31.45872978061123,1.0,3.0,synthetic:targets-v7,0.8013576756265742,0.8013576756265742,0.0,ok,,,,,,,,,,,0.0,nan,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,0.9831282648287544,,
nan,clip_targets_fast_v7,0.0,1.0,,0.0,8,8.0,0.0,B1,0.0,31.619906600364274,31.619906600364274,1.0,3.0,synthetic:targets-v7,0.7969218762121798,0.7969218762121798,0.0,ok,,,,,,,,,,,0.0,nan,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,0.9924982907878567,,
nan,clip_targets_fast_v7,0.0,1.0,,0.0,11,11.0,0.0,B1,0.0,31.66093946399631,31.66093946399631,1.0,3.0,synthetic:targets-v7,0.8018353516115461,0.8018353516115461,0.0,ok,,,,,,,,,,,0.0,nan,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,0.9657183583592619,,
nan,clip_targets_fast_v7,0.0,1.0,,0.0,14,14.0,0.0,B1,0.0,31.690455180921532,31.690455180921532,1.0,3.0,synthetic:targets-v7,0.797106843392548,0.797106843392548,0.0,ok,,,,,,,,,,,0.0,nan,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,0.9583323682583258,,
nan,clip_targets_fast_v7,0.0,1.0,,0.0,1,1.0,0.0,B1,0.0,31.726932359892537,31.726932359892537,1.0,4.0,synthetic:targets-v7,0.8063304521295466,0.8063304521295466,0.0,ok,,,,,,,,,,,0.0,nan,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,0.9943310733293023,,
nan,clip_targets_fast_v7,0.0,1.0,,0.0,4,4.0,0.0,B1,0.0,31.517135027757423,31.517135027757423,1.0,4.0,synthetic:targets-v7,0.7983538123060073,0.7983538123060073,0.0,ok,,,,,,,,,,,0.0,nan,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,0.983950005801317,,
nan,clip_targets_fast_v7,0.0,1.0,,0.0,7,7.0,0.0,B1,0.0,31.399306323183428,31.399306323183428,1.0,4.0,synthetic:targets-v7,0.7932977757158968,0.7932977757158968,0.0,ok,,,,,,,,,,,0.0,nan,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,0.9773381526713064,,
nan,clip_targets_fast_v7,0.0,1.0,,0.0,10,10.0,0.0,B1,0.0,31.715446466013972,31.715446466013972,1.0,4.0,synthetic:targets-v7,0.8019567322527408,0.8019567322527408,0.0,ok,,,,,,,,,,,0.0,nan,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,0.9689697696137866,,
nan,clip_targets_fast_v7,0.0,1.0,,0.0,13,13.0,0.0,B1,0.0,31.67110381033207,31.67110381033207,1.0,4.0,synthetic:targets-v7,0.7974997041709161,0.7974997041709161,0.0,ok,,,,,,,,,,,0.0,nan,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,0.9840524793111926,,
nan,clip_targets_fast_v7,1584.0,1.0,,0.0,0,0.0,0.0,B0d,991.0,35.731265622478794,35.731265622478794,2.0,3.0,synthetic:targets-v7,0.9007451769212346,0.9007451769212346,0.0,ok,,,,,,,,,,8.0,41216.0,0.0265430900621118,0.0,8.0,8.0,10304.0,,,0.0,,,2.0,,,8.0,,0.0,4.0
nan,clip_targets_fast_v7,2736.0,1.0,,0.0,3,3.0,0.0,B0d,1042.0,35.581530778222664,35.581530778222664,2.0,3.0,synthetic:targets-v7,0.9001998465493908,0.9001998465493908,0.0,ok,,,,,,,,,,8.0,41216.0,0.019409937888198756,0.0,8.0,8.0,10304.0,,,0.0,,,2.0,,,8.0,,0.0,4.0
nan,clip_targets_fast_v7,1157.0,1.0,,0.0,6,6.0,0.0,B0d,1000.0,35.86506255750189,35.86506255750189,2.0,3.0,synthetic:targets-v7,0.8988339341751087,0.8988339341751087,0.0,ok,,,,,,,,,,8.0,41216.0,0.005580357142857143,0.0,8.0,8.0,10304.0,,,0.0,,,2.0,,,8.0,,0.0,4.0
nan,clip_targets_fast_v7,1187.0,0.625,,0.375,9,9.0,0.0,B0d,962.0,21.988501549591057,36.21750175233945,2.0,3.0,synthetic:targets-v7,0.8856326618117633,0.8980530451038057,0.0,ok,,,,,,,,3.0,,5.0,41216.0,0.026785714285714284,3.0,8.0,5.0,10304.0,,,0.0,,,2.0,,,8.0,,0.0,4.0
nan,clip_targets_fast_v7,1658.0,1.0,,0.0,12,12.0,0.0,B0d,1058.0,35.45018806168665,35.45018806168665,2.0,3.0,synthetic:targets-v7,0.8962904157729339,0.8962904157729339,0.0,ok,,,,,,,,,,8.0,41216.0,0.011209239130434782,0.0,8.0,8.0,10304.0,,,0.0,,,2.0,,,8.0,,0.0,4.0
nan,clip_targets_fast_v7,1584.0,1.0,,0.0,15,15.0,0.0,B0d,1062.0,35.51298309207432,35.51298309207432,2.0,3.0,synthetic:targets-v7,0.8982366749636693,0.8982366749636693,0.0,ok,,,,,,,,,,8.0,41216.0,0.028241459627329192,0.0,8.0,8.0,10304.0,,,0.0,,,2.0,,,8.0,,0.0,4.0
nan,clip_targets_fast_v7,0.0,1.0,,0.0,2,2.0,0.0,B1,0.0,24.65690068119976,24.65690068119976,1.0,0.0,synthetic:targets-v7,0.45672326103582694,0.45672326103582694,0.0,ok,,,,,,,,,,,0.0,nan,0.0,0.0,0.0,0.0,4.0,1.0,,,,,,,,0.937219363921704,,
nan,clip_targets_fast_v7,0.0,1.0,,0.0,5,5.0,0.0,B1,0.0,25.511200528318255,25.511200528318255,1.0,0.0,synthetic:targets-v7,0.4621027044870843,0.4621027044870843,0.0,ok,,,,,,,,,,,0.0,nan,0.0,0.0,0.0,0.0,3.0,1.0,,,,,,,,0.9527237985336073,,
nan,clip_targets_fast_v7,0.0,1.0,,0.0,8,8.0,0.0,B1,0.0,25.460191649688838,25.460191649688838,1.0,0.0,synthetic:targets-v7,0.4568737279332206,0.4568737279332206,0.0,ok,,,,,,,,,,,0.0,nan,0.0,0.0,0.0,0.0,3.0,1.0,,,,,,,,0.9259632784086465,,
nan,clip_targets_fast_v7,0.0,1.0,,0.0,11,11.0,0.0,B1,0.0,19.72423862481658,19.72423862481658,1.0,0.0,synthetic:targets-v7,0.28744574819360236,0.28744574819360236,0.0,ok,,,,,,,,,,,0.0,nan,0.0,0.0,0.0,0.0,3.0,-1.0,,,,,,,,0.6803434393823895,,
nan,clip_targets_fast_v7,0.0,1.0,,0.0,14,14.0,0.0,B1,0.0,23.409523583422803,23.409523583422803,1.0,0.0,synthetic:targets-v7,0.42398663469050396,0.42398663469050396,0.0,ok,,,,,,,,,,,0.0,nan,0.0,0.0,0.0,0.0,4.0,1.0,,,,,,,,0.9360146771914682,,
nan,clip_targets_fast_v7,0.0,1.0,,0.0,1,1.0,0.0,B1,0.0,25.65612573460415,25.65612573460415,1.0,1.0,synthetic:targets-v7,0.4684699346540872,0.4684699346540872,0.0,ok,,,,,,,,,,,0.0,nan,0.0,0.0,0.0,0.0,3.0,1.0,,,,,,,,0.9425728679468435,,
nan,clip_targets_fast_v7,0.0,1.0,,0.0,4,4.0,0.0,B1,0.0,25.441240926042838,25.441240926042838,1.0,1.0,synthetic:targets-v7,0.4609727348177533,0.4609727348177533,0.0,ok,,,,,,,,,,,0.0,nan,0.0,0.0,0.0,0.0,3.0,1.0,,,,,,,,0.9401644577972755,,
nan,clip_targets_fast_v7,0.0,1.0,,0.0,7,7.0,0.0,B1,0.0,19.829145650001582,19.829145650001582,1.0,1.0,synthetic:targets-v7,0.3154281289738509,0.3154281289738509,0.0,ok,,,,,,,,,,,0.0,nan,0.0,0.0,0.0,0.0,4.0,1.0,,,,,,,,0.9259702844036617,,
nan,clip_targets_fast_v7,0.0,1.0,,0.0,10,10.0,0.0,B1,0.0,24.463938174500207,24.463938174500207,1.0,1.0,synthetic:targets-v7,0.4485621327566523,0.4485621327566523,0.0,ok,,,,,,,,,,,0.0,nan,0.0,0.0,0.0,0.0,3.0,1.0,,,,,,,,0.9494207515307903,,
nan,clip_targets_fast_v7,0.0,1.0,,0.0,13,13.0,0.0,B1,0.0,8.965267330054086,8.965267330054086,1.0,1.0,synthetic:targets-v7,0.34849220707769507,0.34849220707769507,0.0,ok,,,,,,,,,,,0.0,nan,0.0,0.0,0.0,0.0,3.0,-5.0,,,,,,,,0.4321138927957069,,
nan,clip_targets_fast_v7,0.0,1.0,,0.0,0,0.0,0.0,B1,0.0,22.659505676805555,22.659505676805555,1.0,2.0,synthetic:targets-v7,0.43262461752922343,0.43262461752922343,0.0,ok,,,,,,,,,,,0.0,nan,0.0,0.0,0.0,0.0,3.0,1.0,,,,,,,,0.962613319508487,,
nan,clip_targets_fast_v7,0.0,1.0,,0.0,3,3.0,0.0,B1,0.0,23.205030040581235,23.205030040581235,1.0,2.0,synthetic:targets-v7,0.42286748166778665,0.42286748166778665,0.0,ok,,,,,,,,,,,0.0,nan,0.0,0.0,0.0,0.0,3.0,1.0,,,,,,,,0.9751961861764977,,
nan,clip_targets_fast_v7,0.0,1.0,,0.0,6,6.0,0.0,B1,0.0,23.5905306467629,23.5905306467629,1.0,2.0,synthetic:targets-v7,0.4426151599129049,0.4426151599129049,0.0,ok,,,,,,,,,,,0.0,nan,0.0,0.0,0.0,0.0,3.0,1.0,,,,,,,,0.9558763763699746,,
nan,clip_targets_fast_v7,0.0,1.0,,0.0,9,9.0,0.0,B1,0.0,21.171319768631175,21.171319768631175,1.0,2.0,synthetic:targets-v7,0.38745006565203033,0.38745006565203033,0.0,ok,,,,,,,,,,,0.0,nan,0.0,0.0,0.0,0.0,3.0,1.0,,,,,,,,0.9362006259210912,,
nan,clip_targets_fast_v7,0.0,1.0,,0.0,12,12.0,0.0,B1,0.0,25.825335296952478,25.825335296952478,1.0,2.0,synthetic:targets-v7,0.4649418983752236,0.4649418983752236,0.0,ok,,,,,,,,,,,0.0,nan,0.0,0.0,0.0,0.0,3.0,1.0,,,,,,,,0.9228699729747909,,
nan,clip_targets_fast_v7,0.0,1.0,,0.0,15,15.0,0.0,B1,0.0,24.214551058582856,24.214551058582856,1.0,2.0,synthetic:targets-v7,0.45034072295449334,0.45034072295449334,0.0,ok,,,,,,,,,,,0.0,nan,0.0,0.0,0.0,0.0,3.0,1.0,,,,,,,,0.9292261122135415,,
nan,clip_targets_fast_v7,0.0,1.0,,0.0,2,2.0,0.0,B1,0.0,24.316309732005543,24.316309732005543,1.0,3.0,synthetic:targets-v7,0.4464607044969124,0.4464607044969124,0.0,ok,,,,,,,,,,,0.0,nan,0.0,0.0,0.0,0.0,4.0,1.0,,,,,,,,0.9528686400951123,,
nan,clip_targets_fast_v7,0.0,1.0,,0.0,5,5.0,0.0,B1,0.0,21.878592710565535,21.878592710565535,1.0,3.0,synthetic:targets-v7,0.37996250176083174,0.37996250176083174,0.0,ok,,,,,,,,,,,0.0,nan,0.0,0.0,0.0,0.0,4.0,1.0,,,,,,,,0.9261996103855291,,
nan,clip_targets_fast_v7,0.0,1.0,,0.0,8,8.0,0.0,B1,0.0,23.747648715094844,23.747648715094844,1.0,3.0,synthetic:targets-v7,0.4385817963761917,0.4385817963761917,0.0,ok,,,,,,,,,,,0.0,nan,0.0,0.0,0.0,0.0,3.0,1.0,,,,,,,,0.9384476353863286,,
nan,clip_targets_fast_v7,0.0,1.0,,0.0,11,11.0,0.0,B1,0.0,24.6360801633515,24.6360801633515,1.0,3.0,synthetic:targets-v7,0.4477065117183268,0.4477065117183268,0.0,ok,,,,,,,,,,,0.0,nan,0.0,0.0,0.0,0.0,4.0,1.0,,,,,,,,0.9474147345900679,,
nan,clip_targets_fast_v7,0.0,1.0,,0.0,14,14.0,0.0,B1,0.0,24.232757235388807,24.232757235388807,1.0,3.0,synthetic:targets-v7,0.4424973678660636,0.4424973678660636,0.0,ok,,,,,,,,,,,0.0,nan,0.0,0.0,0.0,0.0,3.0,1.0,,,,,,,,0.9399402578345231,,
nan,clip_targets_fast_v7,0.0,1.0,,0.0,1,1.0,0.0,B1,0.0,8.51023703373303,8.51023703373303,1.0,0.0,synthetic:targets-v7,0.12124618455697328,0.12124618455697328,0.0,ok,,,,,,,,,,,0.0,nan,0.0,0.0,0.0,0.0,-12.0,4.0,,,,,,,,0.1272251902971981,,
nan,clip_targets_fast_v7,0.0,1.0,,0.0,4,4.0,0.0,B1,0.0,17.806494370729094,17.806494370729094,1.0,0.0,synthetic:targets-v7,0.4247194270187203,0.4247194270187203,0.0,ok,,,,,,,,,,,0.0,nan,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.9871636411351142,,
nan,clip_targets_fast_v7,0.0,1.0,,0.0,7,7.0,0.0,B1,0.0,22.72644411865484,22.72644411865484,1.0,0.0,synthetic:targets-v7,0.6665494369172725,0.6665494369172725,0.0,ok,,,,,,,,,,,0.0,nan,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.984677842766319,,
nan,clip_targets_fast_v7,0.0,1.0,,0.0,10,10.0,0.0,B1,0.0,16.998095621386454,16.998095621386454,1.0,0.0,synthetic:targets-v7,0.36292521936070915,0.36292521936070915,0.0,ok,,,,,,,,,,,0.0,nan,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.9565110729314803,,
nan,clip_targets_fast_v7,0.0,1.0,,0.0,13,13.0,0.0,B1,0.0,17.235697685341158,17.235697685341158,1.0,0.0,synthetic:targets-v7,0.3965950882076557,0.3965950882076557,0.0,ok,,,,,,,,,,,0.0,nan,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.95647258636572,,
nan,clip_targets_fast_v7,0.0,1.0,,0.0,0,0.0,0.0,B1,0.0,21.64709508862414,21.64709508862414,1.0,4.0,synthetic:targets-v7,0.38643366735213536,0.38643366735213536,0.0,ok,,,,,,,,,,,0.0,nan,0.0,0.0,0.0,0.0,4.0,1.0,,,,,,,,0.9210447817565275,,
nan,clip_targets_fast_v7,0.0,1.0,,0.0,3,3.0,0.0,B1,0.0,9.202051142396002,9.202051142396002,1.0,4.0,synthetic:targets-v7,0.38061981720366944,0.38061981720366944,0.0,ok,,,,,,,,,,,0.0,nan,0.0,0.0,0.0,0.0,3.0,-5.0,,,,,,,,0.4529752980002877,,
nan,clip_targets_fast_v7,0.0,1.0,,0.0,6,6.0,0.0,B1,0.0,24.81913642478048,24.81913642478048,1.0,4.0,synthetic:targets-v7,0.44947270776914133,0.44947270776914133,0.0,ok,,,,,,,,,,,0.0,nan,0.0,0.0,0.0,0.0,4.0,1.0,,,,,,,,0.9520208040730213,,
nan,clip_targets_fast_v7,0.0,1.0,,0.0,9,9.0,0.0,B1,0.0,22.006323922709225,22.006323922709225,1.0,4.0,synthetic:targets-v7,0.3929250500503241,0.3929250500503241,0.0,ok,,,,,,,,,,,0.0,nan,0.0,0.0,0.0,0.0,4.0,1.0,,,,,,,,0.9406580566164675,,
nan,clip_targets_fast_v7,0.0,1.0,,0.0,12,12.0,0.0,B1,0.0,24.838933903922115,24.838933903922115,1.0,4.0,synthetic:targets-v7,0.4555551046259752,0.4555551046259752,0.0,ok,,,,,,,,,,,0.0,nan,0.0,0.0,0.0,0.0,4.0,1.0,,,,,,,,0.9807926891768419,,
nan,clip_targets_fast_v7,0.0,1.0,,0.0,15,15.0,0.0,B1,0.0,21.419672059142435,21.419672059142435,1.0,4.0,synthetic:targets-v7,0.3648170504092361,0.3648170504092361,0.0,ok,,,,,,,,,,,0.0,nan,0.0,0.0,0.0,0.0,4.0,1.0,,,,,,,,0.9477031722636023,,
nan,clip_targets_fast_v7,0.0,1.0,,0.0,2,2.0,0.0,B1,0.0,18.085814774051837,18.085814774051837,1.0,1.0,synthetic:targets-v7,0.4744801080947174,0.4744801080947174,0.0,ok,,,,,,,,,,,0.0,nan,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.9660745593872929,,
nan,clip_targets_fast_v7,0.0,1.0,,0.0,5,5.0,0.0,B1,0.0,16.217178834399057,16.217178834399057,1.0,1.0,synthetic:targets-v7,0.34857257201159125,0.34857257201159125,0.0,ok,,,,,,,,,,,0.0,nan,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.9928519681847988,,
nan,clip_targets_fast_v7,0.0,1.0,,0.0,8,8.0,0.0,B1,0.0,18.225070427205335,18.225070427205335,1.0,1.0,synthetic:targets-v7,0.46441161463050123,0.46441161463050123,0.0,ok,,,,,,,,,,,0.0,nan,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.9797928333054882,,
nan,clip_targets_fast_v7,0.0,1.0,,0.0,11,11.0,0.0,B1,0.0,22.859357005737905,22.859357005737905,1.0,1.0,synthetic:targets-v7,0.6612896214175316,0.6612896214175316,0.0,ok,,,,,,,,,,,0.0,nan,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.9725680079537433,,
nan,clip_targets_fast_v7,0.0,1.0,,0.0,14,14.0,0.0,B1,0.0,19.85667805344815,19.85667805344815,1.0,1.0,synthetic:targets-v7,0.5311175905740545,0.5311175905740545,0.0,ok,,,,,,,,,,,0.0,nan,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.9701677926499467,,
nan,clip_targets_fast_v7,0.0,1.0,,0.0,1,1.0,0.0,B1,0.0,17.1078815482599,17.1078815482599,1.0,2.0,synthetic:targets-v7,0.3838234977341893,0.3838234977341893,0.0,ok,,,,,,,,,,,0.0,nan,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.9585702905253789,,
nan,clip_targets_fast_v7,0.0,1.0,,0.0,4,4.0,0.0,B1,0.0,14.0200827160442,14.0200827160442,1.0,2.0,synthetic:targets-v7,0.21812121805788923,0.21812121805788923,0.0,ok,,,,,,,,,,,0.0,nan,0.0,0.0,0.0,0.0,-11.0,5.0,,,,,,,,0.09899768809744916,,
nan,clip_targets_fast_v7,0.0,1.0,,0.0,7,7.0,0.0,B1,0.0,18.682324642408755,18.682324642408755,1.0,2.0,synthetic:targets-v7,0.4940625946667949,0.4940625946667949,0.0,ok,,,,,,,,,,,0.0,nan,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,1.002808712066639,,
nan,clip_targets_fast_v7,0.0,1.0,,0.0,10,10.0,0.0,B1,0.0,18.61492419958255,18.61492419958255,1.0,2.0,synthetic:targets-v7,0.4775260255676576,0.4775260255676576,0.0,ok,,,,,,,,,,,0.0,nan,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.9782614068037604,,
