availability,coverage,label,order,psnr_displayed,psnr_full,scene,step
1.0,0.7682291666666666,+ сильніший FEC nsym 96→128,rev,20.708471816129073,20.708471816129073,natural:98913003,4
1.0,0.7552083333333334,+ сильніший FEC nsym 96→128,rev,23.384467899470383,23.384467899470383,natural:99599833,4
1.0,0.8385416666666666,+ нижча якість 12→8 = P,rev,33.34567949827906,33.34567949827906,natural:105627169,5
1.0,0.8411458333333334,+ нижча якість 12→8 = P,rev,25.728950758637893,25.728950758637893,natural:106651461,5
1.0,0.8125,+ нижча якість 12→8 = P,rev,23.22498689972336,23.22498689972336,natural:108911529,5
1.0,0.7630208333333334,+ нижча якість 12→8 = P,rev,26.71864674013288,26.71864674013288,natural:116466520,5
1.0,0.8098958333333334,+ нижча якість 12→8 = P,rev,22.221531718175395,22.221531718175395,natural:123079448,5
1.0,0.8645833333333334,+ нижча якість 12→8 = P,rev,22.035035077882565,22.035035077882565,natural:144041236,5
1.0,0.8203125,+ нижча якість 12→8 = P,rev,21.36836761110169,21.36836761110169,natural:74983792,5
1.0,0.7994791666666666,+ нижча якість 12→8 = P,rev,20.325987807717045,20.325987807717045,natural:81047795,5
1.0,0.8359375,+ нижча якість 12→8 = P,rev,22.625860432163552,22.625860432163552,natural:97165575,5
1.0,0.7682291666666666,+ нижча якість 12→8 = P,rev,20.089862518985928,20.089862518985928,natural:98913003,5
1.0,0.7552083333333334,+ нижча якість 12→8 = P,rev,22.74509415605858,22.74509415605858,natural:99599833,5
