channel,channel_axis,channel_value,clip,clip_hash,config_id,detail,job_id,method,n_frames,n_frames_done,profile_id,repetition,scene,status,trace_id,wall_s
bursty,,nan,nat_074983792,687c1bd33174f99d40446435a85256d5a4f410297bf9506964222eb061c3dec7,ce437da4856845a9,,98eee1de6223e318,B1,16,16,7fe30b1136,2,natural:74983792,ok,bursty|nat_074983792|bursty|rep2|seed20240909,0.5259
bursty,,nan,nat_074983792,687c1bd33174f99d40446435a85256d5a4f410297bf9506964222eb061c3dec7,ce437da4856845a9,,b8bb9079158bf04f,B1,16,16,7fe30b1136,3,natural:74983792,ok,bursty|nat_074983792|bursty|rep3|seed20240909,0.509
moderate,,nan,nat_074983792,687c1bd33174f99d40446435a85256d5a4f410297bf9506964222eb061c3dec7,ce437da4856845a9,,bc8dc7def7551aa0,B0d,16,16,7fe30b1136,2,natural:74983792,ok,moderate|nat_074983792|moderate|rep2|seed20240909,6.728
bursty,,nan,nat_074983792,687c1bd33174f99d40446435a85256d5a4f410297bf9506964222eb061c3dec7,ce437da4856845a9,,5685579918c2993d,B1,16,16,7fe30b1136,4,natural:74983792,ok,bursty|nat_074983792|bursty|rep4|seed20240909,0.5822
harsh,,nan,nat_074983792,687c1bd33174f99d40446435a85256d5a4f410297bf9506964222eb061c3dec7,ce437da4856845a9,,6d69cddd5590b1fa,B1,16,16,7fe30b1136,1,natural:74983792,ok,harsh|nat_074983792|harsh|rep1|seed20240909,0.5267
harsh,,nan,nat_074983792,687c1bd33174f99d40446435a85256d5a4f410297bf9506964222eb061c3dec7,ce437da4856845a9,,2d238261662db73f,B1,16,16,7fe30b1136,0,natural:74983792,ok,harsh|nat_074983792|harsh|rep0|seed20240909,0.6007
moderate,,nan,nat_074983792,687c1bd33174f99d40446435a85256d5a4f410297bf9506964222eb061c3dec7,ce437da4856845a9,,6f7fdaf6724e00eb,B0d,16,16,7fe30b1136,4,natural:74983792,ok,moderate|nat_074983792|moderate|rep4|seed20240909,6.78
harsh,,nan,nat_074983792,687c1bd33174f99d40446435a85256d5a4f410297bf9506964222eb061c3dec7,ce437da4856845a9,,1475778c9f24bd07,B1,16,16,7fe30b1136,2,natural:74983792,ok,harsh|nat_074983792|harsh|rep2|seed20240909,0.5955
clean,,nan,nat_074983792,687c1bd33174f99d40446435a85256d5a4f410297bf9506964222eb061c3dec7,ce437da4856845a9,,a3b9d41b954beba8,B2,16,16,7fe30b1136,0,natural:74983792,ok,clean|nat_074983792|clean|rep0|seed20240909,0.4237
clean,,nan,nat_074983792,687c1bd33174f99d40446435a85256d5a4f410297bf9506964222eb061c3dec7,ce437da4856845a9,,4865d2db13398cf8,B2,16,16,7fe30b1136,3,natural:74983792,ok,clean|nat_074983792|clean|rep3|seed20240909,0.4052
harsh,,nan,nat_074983792,687c1bd33174f99d40446435a85256d5a4f410297bf9506964222eb061c3dec7,ce437da4856845a9,,a67fb0c93237ca56,B1,16,16,7fe30b1136,3,natural:74983792,ok,harsh|nat_074983792|harsh|rep3|seed20240909,0.5711
