authenticated,channel,coverage_meaning,failures,hi,lo,mean,method,metric,n_bit_exact_excluded,n_failed,n_observations,n_scenes,n_sources,n_units,unit_of_independence
False,mild,"картинка показана, але НЕ автентифікована",{},1.0,1.0,1.0,B0d,coverage,0,0,1120,14,14,14,source
False,mild,"картинка показана, але НЕ автентифікована",{},1.0,1.0,1.0,B1,coverage,0,0,1120,14,14,14,source
False,mild,"картинка показана, але НЕ автентифікована",{},1.0,1.0,1.0,B2,coverage,0,0,1120,14,14,14,source
True,mild,,{},1.0,1.0,1.0,B3,coverage,0,0,1120,14,14,14,source
True,mild,,{},1.0,1.0,1.0,B4,coverage,0,0,1120,14,14,14,source
True,mild,,{},1.0,1.0,1.0,B4t,coverage,0,0,1120,14,14,14,source
True,mild,,{},1.0,1.0,1.0,P,coverage,0,0,1120,14,14,14,source
False,mild,,{},29.595256359177874,28.249338415901754,28.875282047941123,B0a,psnr_verified,0,0,1120,14,14,14,source
False,mild,,{},29.90928280381222,28.479771052207152,29.142848654680623,B0a-R,psnr_verified,0,0,1120,14,14,14,source
False,mild,,{},28.797203240366393,25.458886620531505,26.92039112214247,B0d,psnr_verified,0,0,1120,14,14,14,source
False,mild,,{},28.666705362914016,27.42821515398583,27.96569705455162,B1,psnr_verified,0,0,1120,14,14,14,source
False,mild,,{},28.67586144824767,27.449212630381275,27.984361553766735,B2,psnr_verified,0,0,1120,14,14,14,source
True,mild,,{},28.797203240366393,25.458886620531505,26.92039112214247,B3,psnr_verified,0,0,1120,14,14,14,source
True,mild,,{},28.797203240366393,25.458886620531505,26.92039112214247,B4,psnr_verified,0,0,1120,14,14,14,source
True,mild,,{},27.456128455800187,24.330523341231462,25.706689350590676,B4t,psnr_verified,0,0,1120,14,14,14,source
True,mild,,{},26.399769274479294,23.053065483520857,24.530585098930086,P,psnr_verified,0,0,1120,14,14,14,source
False,mild,,{},1.0,1.0,1.0,B0a,availability,0,0,1120,14,14,14,source
False,mild,,{},1.0,1.0,1.0,B0a-R,availability,0,0,1120,14,14,14,source
False,mild,,{},1.0,1.0,1.0,B0d,availability,0,0,1120,14,14,14,source
False,mild,,{},1.0,1.0,1.0,B1,availability,0,0,1120,14,14,14,source
False,mild,,{},1.0,1.0,1.0,B2,availability,0,0,1120,14,14,14,source
True,mild,,{},1.0,1.0,1.0,B3,availability,0,0,1120,14,14,14,source
True,mild,,{},1.0,1.0,1.0,B4,availability,0,0,1120,14,14,14,source
True,mild,,{},1.0,1.0,1.0,B4t,availability,0,0,1120,14,14,14,source
True,mild,,{},1.0,1.0,1.0,P,availability,0,0,1120,14,14,14,source
False,mild,,{},29.595256359177874,28.249338415901754,28.875282047941123,B0a,psnr_displayed,0,0,1120,14,14,14,source
False,mild,,{},29.90928280381222,28.479771052207152,29.142848654680623,B0a-R,psnr_displayed,0,0,1120,14,14,14,source
False,mild,,{},28.797203240366393,25.458886620531505,26.92039112214247,B0d,psnr_displayed,0,0,1120,14,14,14,source
False,mild,,{},28.666705362914016,27.42821515398583,27.96569705455162,B1,psnr_displayed,0,0,1120,14,14,14,source
False,mild,,{},28.67586144824767,27.449212630381275,27.984361553766735,B2,psnr_displayed,0,0,1120,14,14,14,source
True,mild,,{},28.797203240366393,25.458886620531505,26.92039112214247,B3,psnr_displayed,0,0,1120,14,14,14,source
True,mild,,{},28.797203240366393,25.458886620531505,26.92039112214247,B4,psnr_displayed,0,0,1120,14,14,14,source
True,mild,,{},27.456128455800187,24.330523341231462,25.706689350590676,B4t,psnr_displayed,0,0,1120,14,14,14,source
True,mild,,{},26.399769274479294,23.053065483520857,24.530585098930086,P,psnr_displayed,0,0,1120,14,14,14,source
False,moderate,,{},22.196495388091982,21.056765024524044,21.59021759164035,B0a,psnr_full,0,0,1120,14,14,14,source
False,moderate,,{},24.54696752326724,23.119063780551098,23.773511586151297,B0a-R,psnr_full,0,0,1120,14,14,14,source
False,moderate,,"{""deadline_miss"": 6, ""no_sync"": 1}",26.710058735785548,22.87604443289874,24.59911240673612,B0d,psnr_full,0,7,1113,14,14,14,source
False,moderate,,{},21.292334613809956,20.257726048042894,20.729766851159262,B1,psnr_full,0,0,1120,14,14,14,source
False,moderate,,{},21.28931050656054,20.275096535940268,20.739524988917484,B2,psnr_full,0,0,1120,14,14,14,source
True,moderate,,"{""deadline_miss"": 269, ""no_sync"": 28}",28.800655877589335,25.460380617821485,26.922245973810476,B3,psnr_full,0,297,823,14,14,14,source
