authenticated,coverage_hi,coverage_lo,coverage_mean,coverage_n,coverage_sd,method,psnr_hi,psnr_lo,psnr_mean,psnr_n,psnr_sd,sequences
False,1.0,1.0,1.0,35,0.0,B0a,15.174985568898064,13.12224410127582,14.148614835086942,35,3.0980056878903564,35
False,0.7828490583947574,0.5814366558909569,0.6821428571428572,35,0.3039724088056777,B0d,23.47761584239361,17.932745408674393,20.705180625534002,35,8.368340783885985,35
False,1.0,1.0,1.0,35,0.0,B1,15.056755500299746,12.922984946831585,13.989870223565665,35,3.220295110496496,35
False,1.0,1.0,1.0,35,0.0,B2,15.037470646323628,12.846197479400333,13.94183406286198,35,3.307078286245811,35
True,0.7142818486871958,0.428575294169947,0.5714285714285714,35,0.4311894824179959,B3,25.1345356477875,19.598431930288235,22.36648378903787,35,8.355110020469395,35
True,0.7837528381255053,0.580532876160209,0.6821428571428572,35,0.30670038482274553,B4,23.482881535453323,17.904751875051907,20.693816705252615,35,8.418535742706418,35
True,0.8660102589317477,0.7411325982111096,0.8035714285714286,35,0.18846586835462772,P,24.780646625819816,21.602039655191195,23.191343140505506,35,4.7971664381008905,35
