axis,coverage,method,n_scenes,psnr_full,value
burst_len_lines,,B0a-R,6,28.611774194166003,1.0
burst_len_lines,,B0a-R,6,28.654604681369563,2.0
burst_len_lines,,B0a-R,6,28.47791231848485,4.0
burst_len_lines,,B0a-R,6,26.95296345737155,8.0
burst_len_lines,,B0a-R,6,24.880473371079166,16.0
burst_len_lines,,B0a-R,6,23.380021495764197,24.0
burst_len_lines,,B0a-R,6,22.0101293974971,32.0
burst_len_lines,,B0a-R,6,18.89365983042611,48.0
burst_len_lines,,B0a-R,6,17.182028995055752,64.0
burst_len_lines,,B4,6,27.537067396021133,1.0
burst_len_lines,,B4,6,27.745664417433858,2.0
burst_len_lines,,B4,6,27.51173899156613,4.0
burst_len_lines,,B4,6,26.473443964240744,8.0
burst_len_lines,,B4,6,26.357323217913716,16.0
burst_len_lines,,B4,6,26.06189390669019,24.0
burst_len_lines,,B4,6,23.091209748592814,32.0
burst_len_lines,,B4,6,20.64385435903877,48.0
burst_len_lines,,B4,6,15.789973244176101,64.0
burst_len_lines,,P,6,25.27701252274183,1.0
burst_len_lines,,P,6,25.394577057841236,2.0
burst_len_lines,,P,6,25.27054718951065,4.0
burst_len_lines,,P,6,24.60643055798568,8.0
burst_len_lines,,P,6,24.531782709421538,16.0
burst_len_lines,,P,6,24.607724767818667,24.0
burst_len_lines,,P,6,23.938303705484202,32.0
burst_len_lines,,P,6,23.4984502688589,48.0
burst_len_lines,,P,6,21.16561884718226,64.0
burst_len_lines,1.0,B0a-R,6,,1.0
burst_len_lines,1.0,B0a-R,6,,2.0
burst_len_lines,1.0,B0a-R,6,,4.0
burst_len_lines,1.0,B0a-R,6,,8.0
burst_len_lines,1.0,B0a-R,6,,16.0
burst_len_lines,1.0,B0a-R,6,,24.0
burst_len_lines,1.0,B0a-R,6,,32.0
burst_len_lines,1.0,B0a-R,6,,48.0
burst_len_lines,1.0,B0a-R,6,,64.0
burst_len_lines,0.9907407407407408,B4,6,,1.0
burst_len_lines,1.0,B4,6,,2.0
burst_len_lines,0.9814814814814815,B4,6,,4.0
burst_len_lines,0.9444444444444445,B4,6,,8.0
burst_len_lines,0.9317129629629628,B4,6,,16.0
burst_len_lines,0.9224537037037037,B4,6,,24.0
burst_len_lines,0.7766203703703703,B4,6,,32.0
burst_len_lines,0.6180555555555556,B4,6,,48.0
burst_len_lines,0.33101851851851855,B4,6,,64.0
burst_len_lines,0.9930555555555555,P,6,,1.0
burst_len_lines,0.9976851851851851,P,6,,2.0
burst_len_lines,0.986111111111111,P,6,,4.0
burst_len_lines,0.953125,P,6,,8.0
burst_len_lines,0.9357638888888888,P,6,,16.0
burst_len_lines,0.9160879629629631,P,6,,24.0
burst_len_lines,0.8582175925925926,P,6,,32.0
burst_len_lines,0.726851851851852,P,6,,48.0
burst_len_lines,0.5422453703703703,P,6,,64.0
