key_space,measured,measured_rate_seeds_per_s,projected_seconds,seconds,seed_width_bits,status
255,True,8178.895245755668,0.031177804867023935,0.031177804867023935,8,виміряно
4095,True,8178.895245755668,0.5006788663939726,0.5006788663939726,12,виміряно
65535,True,8178.895245755668,8.012695850825152,8.012695850825152,16,виміряно
1048575,False,8178.895245755668,128.204967601724,nan,20,"ПРОЄКЦІЯ за виміряною швидкістю, не запуск"
16777215,False,8178.895245755668,2051.281315616106,nan,24,"ПРОЄКЦІЯ за виміряною швидкістю, не запуск"
4294967295,False,8178.895245755668,525128.0479755279,nan,32,"ПРОЄКЦІЯ за виміряною швидкістю, не запуск"
