channel,hi,lo,mean_P_minus_B4,n_scenes,p_holm,significant_at_95,significant_holm
clean,-2.0987182205595905,-2.4233662513368737,-2.266859679027764,10,7.198572031184924e-164,True,True
mild,-2.0987182205595905,-2.4233662513368737,-2.266859679027764,10,1.6796668072764823e-163,True,True
moderate,0.6922238470741452,-0.19007356119041888,0.21201145128281346,10,0.8856621191650498,False,False
bursty,2.566968294362395,1.1492769944978694,1.858448264758176,10,2.489559345210675e-06,True,True
harsh,-0.0,-0.0,-0.0,10,1.0,False,False
ALL,2.484800347132871,0.9857744011153706,1.71537637312992,10,4.359204417374947e-05,True,True
