authenticated,channel,hi,lo,mean,method,metric,n_scenes
False,clean,0.9988177059725648,0.9980420211799859,0.9984367782555464,B0a,ssim_full,17
False,mild,0.9221386532657313,0.911709114846648,0.9171250758075821,B0a,ssim_full,17
False,moderate,0.6420969626871066,0.596950131340223,0.6201956820096199,B0a,ssim_full,17
False,bursty,0.5764199892433322,0.5488036017669083,0.56304971381527,B0a,ssim_full,17
False,harsh,0.2950637395400889,0.25574624273273683,0.275937065242627,B0a,ssim_full,17
False,clean,0.9988177059725648,0.9980420211799859,0.9984367782555464,B0a-R,ssim_full,17
False,mild,0.9392110002719406,0.9343769269030089,0.9368390537637683,B0a-R,ssim_full,17
False,moderate,0.7480773207900394,0.7239931830671891,0.7363382874084552,B0a-R,ssim_full,17
False,bursty,0.70048347774808,0.6753863465785089,0.68826393158266,B0a-R,ssim_full,17
False,harsh,0.40296985282894693,0.36120845125173556,0.38270927862909604,B0a-R,ssim_full,17
False,clean,0.8067675610900815,0.7576702119059041,0.7818598900344567,B0d,ssim_full,17
False,mild,0.8067675610900815,0.7576702119059041,0.7818598900344567,B0d,ssim_full,17
False,moderate,0.7653437704152192,0.703130815189318,0.7333128459740567,B0d,ssim_full,17
False,bursty,0.7152157530521176,0.6336377458455745,0.6729523446208443,B0d,ssim_full,17
False,harsh,nan,nan,nan,B0d,ssim_full,0
False,clean,0.9988177059725648,0.9980420211799859,0.9984367782555464,B1,ssim_full,17
False,mild,0.8859126156913527,0.8614976946042916,0.8743104227242038,B1,ssim_full,17
False,moderate,0.5889210463485236,0.5448952337972226,0.5681017168778865,B1,ssim_full,17
False,bursty,0.5016340310520112,0.4729421183733695,0.487516273128391,B1,ssim_full,17
False,harsh,0.2561083176994911,0.2244884182349695,0.2413374158000839,B1,ssim_full,17
False,clean,0.9988177059725648,0.9980420211799859,0.9984367782555464,B2,ssim_full,17
False,mild,0.8853080772356082,0.8602817737170491,0.8734111853393125,B2,ssim_full,17
False,moderate,0.5873475580271441,0.5429068853191249,0.5664348849341058,B2,ssim_full,17
False,bursty,0.5015138495464411,0.47273563646103733,0.4874080477721279,B2,ssim_full,17
False,harsh,0.2557825187518858,0.2242432631276659,0.24117470119174697,B2,ssim_full,17
True,clean,0.8067675610900815,0.7576702119059041,0.7818598900344567,B3,ssim_full,17
True,mild,0.8067675610900815,0.7576702119059041,0.7818598900344567,B3,ssim_full,17
True,moderate,0.8067377953929838,0.7576761416034183,0.781895293030034,B3,ssim_full,17
True,bursty,0.8067782701206182,0.7576635288998835,0.7818750674468534,B3,ssim_full,17
True,harsh,nan,nan,nan,B3,ssim_full,0
True,clean,0.8067675610900815,0.7576702119059041,0.7818598900344567,B4,ssim_full,17
True,mild,0.8067675610900815,0.7576702119059041,0.7818598900344567,B4,ssim_full,17
True,moderate,0.7580288272849863,0.6968322853730484,0.7262631530556591,B4,ssim_full,17
True,bursty,0.7146339530664899,0.6338867029221074,0.6727531637267764,B4,ssim_full,17
True,harsh,nan,nan,nan,B4,ssim_full,0
True,clean,0.7016905345904985,0.6119497917080129,0.6566457363854703,P,ssim_full,17
True,mild,0.7016905345904985,0.6119497917080129,0.6566457363854703,P,ssim_full,17
True,moderate,0.6971487679167893,0.6043927115218249,0.6505918710538352,P,ssim_full,17
True,bursty,0.6778753295433144,0.5781739332168023,0.6274654151010804,P,ssim_full,17
True,harsh,nan,nan,nan,P,ssim_full,0
True,clean,0.7553519796583046,0.6921646503774892,0.7234545459236433,B4t,ssim_full,17
True,mild,0.7553519796583046,0.6921646503774892,0.7234545459236433,B4t,ssim_full,17
True,moderate,0.7457299240882881,0.6796371058411246,0.7123921103713476,B4t,ssim_full,17
True,bursty,0.716255604005281,0.6423051267253437,0.6784688955773323,B4t,ssim_full,17
True,harsh,nan,nan,nan,B4t,ssim_full,0
