authenticated,coverage_hi,coverage_lo,coverage_mean,coverage_n,coverage_sd,method,psnr_hi,psnr_lo,psnr_mean,psnr_n,psnr_sd,sequences
False,1.0,1.0,1.0,35,0.0,B0a,16.0637696678761,13.419623690338849,14.741696679107475,35,3.990555755426613,35
False,0.7765461536011893,0.600239560684525,0.6883928571428571,35,0.26608261989322735,B0d,23.46061794659085,18.43429704787966,20.947457497235256,35,7.585743737815405,35
False,1.0,1.0,1.0,35,0.0,B1,17.326939396198224,14.922724801750961,16.124832098974593,35,3.6284503460312494,35
False,1.0,1.0,1.0,35,0.0,B2,15.891043436581606,13.553772186733356,14.722407811657481,35,3.5274191808283692,35
True,0.6552387970116271,0.38761834584551585,0.5214285714285715,35,0.40389386242036446,B3,24.215601040891414,18.567802933272844,21.39170198708213,35,8.523679643752677,35
True,0.7803650734847309,0.6321349265152691,0.70625,35,0.2237095346254892,B4,23.287871252369182,19.27027130476844,21.27907127856881,35,6.0633780169854194,35
True,0.8621016233624044,0.7343269480661672,0.7982142857142858,35,0.19283805441637406,P,25.469496280384327,21.711374301265025,23.590435290824676,35,5.671772822216839,35
