authenticated,channel,hi,lo,mean,method,metric,n_scenes
False,clean,0.9991227950485712,0.997939721473307,0.9985471980340843,B0a,ssim_full,20
False,mild,0.9193229374544606,0.8281475082993031,0.8807569380905207,B0a,ssim_full,20
False,moderate,0.6697302055199774,0.5565347423816775,0.6117806532559275,B0a,ssim_full,20
False,bursty,0.566939258554015,0.5137023609722204,0.5429563833239006,B0a,ssim_full,20
False,harsh,0.35569692796533847,0.2538628792335693,0.3035601235213631,B0a,ssim_full,20
False,clean,0.9991227950485712,0.997939721473307,0.9985471980340843,B0a-R,ssim_full,20
False,mild,0.9432240369068501,0.8516275666776921,0.9057823238182442,B0a-R,ssim_full,20
False,moderate,0.7770203868160616,0.6811670362462295,0.7301829039163393,B0a-R,ssim_full,20
False,bursty,0.6978008080159123,0.6246814879929615,0.661882440196077,B0a-R,ssim_full,20
False,harsh,0.4636739034952075,0.35189087914226685,0.40647321852537194,B0a-R,ssim_full,20
False,clean,0.9139817148656173,0.8868923425488282,0.9022252791975058,B0d,ssim_full,19
False,mild,0.9139817148656173,0.8868923425488282,0.9022252791975058,B0d,ssim_full,19
False,moderate,0.8814705412860369,0.8466182468203022,0.8650013583929891,B0d,ssim_full,19
False,bursty,0.8382217073840335,0.778323075316702,0.8095120574713728,B0d,ssim_full,19
False,harsh,nan,nan,nan,B0d,ssim_full,0
False,clean,0.9991227950485712,0.997939721473307,0.9985471980340843,B1,ssim_full,20
False,mild,0.8531946172072487,0.7550598792819626,0.80689541679425,B1,ssim_full,20
False,moderate,0.603594586797393,0.4822685222974352,0.5406206814336934,B1,ssim_full,20
False,bursty,0.4919084640220328,0.422052162895665,0.4562394330238061,B1,ssim_full,20
False,harsh,0.3122198042164887,0.21308680790553075,0.2612275599498906,B1,ssim_full,20
False,clean,0.9991227950485712,0.997939721473307,0.9985471980340843,B2,ssim_full,20
False,mild,0.8522606239041977,0.7532480264247712,0.8053974043244985,B2,ssim_full,20
False,moderate,0.6030331670221765,0.48066640418105394,0.5394317222257428,B2,ssim_full,20
False,bursty,0.4908190614622143,0.42058072032869137,0.4549468755120161,B2,ssim_full,20
False,harsh,0.3107600371569723,0.2118002943937824,0.25965040844509835,B2,ssim_full,20
True,clean,0.91339178893017,0.887310387685432,0.9019831178903116,B3,ssim_full,20
True,mild,0.91339178893017,0.887310387685432,0.9019831178903116,B3,ssim_full,20
True,moderate,0.9135213583479261,0.8873786814511568,0.9021323603528362,B3,ssim_full,20
True,bursty,0.9132480613220991,0.8871919522168185,0.9018894888159925,B3,ssim_full,20
True,harsh,nan,nan,nan,B3,ssim_full,0
True,clean,0.9139817148656173,0.8868923425488282,0.9022252791975058,B4,ssim_full,19
True,mild,0.9139817148656173,0.8868923425488282,0.9022252791975058,B4,ssim_full,19
True,moderate,0.8738628366515007,0.8388934579300066,0.8571868754853198,B4,ssim_full,19
True,bursty,0.8377367505694437,0.7782236142762695,0.8093241043392433,B4,ssim_full,19
True,harsh,nan,nan,nan,B4,ssim_full,0
True,clean,0.840993957833928,0.7995308811627907,0.8216257911358198,P,ssim_full,18
True,mild,0.840993957833928,0.7995308811627907,0.8216257911358198,P,ssim_full,18
True,moderate,0.8379654701050064,0.795460839621644,0.8181092962276388,P,ssim_full,18
True,bursty,0.8236595483564776,0.7629021546652897,0.7953606939598585,P,ssim_full,18
True,harsh,nan,nan,nan,P,ssim_full,0
True,clean,0.880616393566689,0.8552223078867263,0.8686648424077564,B4t,ssim_full,19
True,mild,0.880616393566689,0.8552223078867263,0.8686648424077564,B4t,ssim_full,19
True,moderate,0.8739263360860884,0.8501649153865034,0.8628371302474674,B4t,ssim_full,19
True,bursty,0.8479600305349307,0.8100457428246879,0.8302738663364986,B4t,ssim_full,19
True,harsh,nan,nan,nan,B4t,ssim_full,0
