coverage,fill,max_age_frames,psnr_full
0.7786458333333334,neutral,0.0,23.03007083869167
0.7795138888888888,interpolate,0.0,27.54663199482371
0.7792245370370371,previous,0.8564814814814814,26.657258137495457
